gauge_id,suffix,n_rows,pet_nan,q_nan,status
01022500,05,12510,0,0,saved
01030500,05,12510,0,0,saved
01031500,05,12510,0,0,saved
01047000,05,12510,0,0,saved
01052500,05,12510,0,0,saved
01054200,05,12510,0,0,saved
01055000,05,12510,0,0,saved
01057000,05,12510,0,0,saved
01073000,05,12510,0,0,saved
01078000,05,12510,0,0,saved
01118300,05,12510,0,0,saved
01121000,05,12510,0,0,saved
01123000,05,12510,0,0,saved
01134500,05,12510,0,0,saved
01137500,05,12510,0,0,saved
01139000,05,12510,0,0,saved
01139800,05,12510,0,0,saved
01142500,05,12510,0,0,saved
01144000,05,12510,0,0,saved
01162500,05,12510,0,0,saved
01169000,05,12510,0,0,saved
01170100,05,12510,0,0,saved
01181000,05,12510,0,0,saved
01187300,05,12510,0,0,saved
01195100,05,11780,0,0,saved
02046000,05,12510,0,0,saved
02051000,05,12510,0,0,saved
02051500,05,12510,0,0,saved
02053200,05,12510,0,0,saved
02053800,05,12510,0,0,saved
02055100,05,12510,0,0,saved
02056900,05,12510,0,0,saved
02059500,05,12510,0,0,saved
02064000,05,12510,0,0,saved
02065500,05,12510,0,0,saved
02069700,05,12510,0,0,saved
02070000,05,12510,0,0,saved
02074500,05,12510,0,0,saved
02077200,05,12510,0,0,saved
02081500,05,12510,0,0,saved
02082950,05,12510,0,0,saved
02092500,05,12510,0,0,saved
02096846,05,9223,0,0,saved
02102908,05,12510,0,0,saved
02108000,05,12510,0,0,saved
02111180,05,12510,0,0,saved
02111500,05,12510,0,0,saved
02112120,05,12510,0,0,saved
02112360,05,12510,0,0,saved
02118500,05,12510,0,0,saved
02125000,05,11049,0,0,saved
02128000,05,12510,0,0,saved
02137727,05,12145,0,0,saved
02140991,05,10684,0,0,saved
02143000,05,12510,0,0,saved
02143040,05,12510,0,0,saved
02149000,05,12510,0,0,saved
02152100,05,12510,0,0,saved
02177000,05,12510,0,0,saved
02178400,05,12510,0,0,saved
02193340,05,10319,0,0,saved
02196000,05,11049,0,0,saved
02198100,05,10319,0,0,saved
02202600,05,12510,0,0,saved
02212600,05,12510,0,0,saved
02215100,05,10319,0,0,saved
02216180,05,11415,0,0,saved
02221525,05,12510,0,0,saved
02231000,05,12510,0,0,saved
02231342,05,12510,0,0,saved
02235200,05,12145,0,0,saved
02245500,05,12510,0,0,saved
02246000,05,12510,0,0,saved
02296500,05,12510,0,0,saved
02297155,05,12510,0,0,saved
02297310,05,12510,0,0,saved
02298123,05,12510,0,0,saved
02298608,05,12510,0,0,saved
02299950,05,12510,0,0,saved
02300700,05,12510,0,0,saved
02310947,05,12510,0,0,saved
02312200,05,12510,0,0,saved
02314500,05,12510,0,0,saved
02315500,05,12510,0,0,saved
02324400,05,12510,0,0,saved
02327100,05,12510,0,0,saved
02342933,05,11414,0,0,saved
02349900,05,12510,0,0,saved
02350900,05,10684,0,0,saved
02361000,05,12510,0,0,saved
02363000,05,9588,0,0,saved
02369800,05,12510,0,0,saved
02371500,05,12510,0,0,saved
02372250,05,12510,0,0,saved
02374500,05,12510,0,0,saved
02381600,05,12510,0,0,saved
02384540,05,10684,0,0,saved
02395120,05,12510,0,0,saved
02408540,05,12510,0,0,saved
02415000,05,10319,0,0,saved
02422500,05,12510,0,0,saved
02427250,05,8858,0,0,saved
02430085,05,12510,0,0,saved
02430615,05,11414,0,0,saved
02450250,05,12510,0,0,saved
02464000,05,12510,0,0,saved
02464146,05,12145,0,0,saved
02464360,05,9954,0,0,saved
02465493,05,12510,0,0,saved
02469800,05,12510,0,0,saved
02472000,05,12510,0,0,saved
02472500,05,12510,0,0,saved
02479155,05,12510,0,0,saved
02479300,05,12510,0,0,saved
02479560,05,12510,0,0,saved
02481000,05,12510,0,0,saved
02481510,05,12510,0,0,saved
04296000,05,12510,0,0,saved
01013500,05,12510,0,0,saved
01022500,05,12510,0,0,saved
01030500,05,12510,0,0,saved
01031500,05,12510,0,0,saved
01047000,05,12510,0,0,saved
01052500,05,12510,0,0,saved
01054200,05,12510,0,0,saved
01055000,05,12510,0,0,saved
01057000,05,12510,0,0,saved
01073000,05,12510,0,0,saved
01078000,05,12510,0,0,saved
01118300,05,12510,0,0,saved
01121000,05,12510,0,0,saved
04015330,05,12510,0,0,saved
04024430,05,12510,0,0,saved
04027000,05,12510,0,0,saved
04040500,05,12510,0,0,saved
04043050,05,12510,0,0,saved
04045500,05,12510,0,0,saved
04056500,05,12510,0,0,saved
04057510,05,12510,0,0,saved
04057800,05,12510,0,0,saved
04059500,05,12510,0,0,saved
04063700,05,12510,0,0,saved
04074950,05,12145,0,0,saved
04105700,05,12510,0,0,saved
04115265,05,9588,0,0,saved
04122200,05,12510,0,0,saved
04122500,05,12510,0,0,saved
04124000,05,12510,0,0,saved
04127918,05,11049,0,0,saved
04127997,05,12510,0,0,saved
04161580,05,12510,0,0,saved
04185000,05,12510,0,0,saved
04196800,05,12510,0,0,saved
04197100,05,12510,0,0,saved
04197170,05,11415,0,0,saved
04213000,05,12510,0,0,saved
04213075,05,10319,0,0,saved
04216418,05,12510,0,0,saved
04221000,05,12510,0,0,saved
04224775,05,12510,0,0,saved
04233000,05,11780,0,0,saved
04256000,05,12510,0,0,saved
03010655,05,12510,0,0,saved
03011800,05,12510,0,0,saved
03015500,05,12510,0,0,saved
03021350,05,12510,0,0,saved
03026500,05,12510,0,0,saved
03028000,05,12510,0,0,saved
03049000,05,12510,0,0,saved
03049800,05,12510,0,0,saved
03050000,05,9588,0,0,saved
03066000,05,12510,0,0,saved
03069500,05,12510,0,0,saved
03070500,05,12510,0,0,saved
03076600,05,12510,0,0,saved
03078000,05,12510,0,0,saved
03140000,05,12510,0,0,saved
03144000,05,12510,0,0,saved
03159540,05,12510,0,0,saved
03161000,05,12510,0,0,saved
03164000,05,12510,0,0,saved
03165000,05,12510,0,0,saved
03170000,05,12510,0,0,saved
03173000,05,12510,0,0,saved
03180500,05,12145,0,0,saved
03182500,05,12510,0,0,saved
03186500,05,12510,0,0,saved
03187500,05,12510,0,0,saved
03213700,05,12510,0,0,saved
03237280,05,12510,0,0,saved
03237500,05,12510,0,0,saved
03238500,05,11780,0,0,saved
03241500,05,12510,0,0,saved
03280700,05,12510,0,0,saved
03281100,05,12510,0,0,saved
03281500,05,12510,0,0,saved
03285000,05,12510,0,0,saved
03291780,05,12510,0,0,saved
03300400,05,12510,0,0,saved
03338780,05,9223,0,0,saved
03340800,05,12510,0,0,saved
03346000,05,12510,0,0,saved
03357350,05,12510,0,0,saved
03364500,05,12510,0,0,saved
03366500,05,12510,0,0,saved
03368000,05,12510,0,0,saved
03384450,05,12510,0,0,saved
03439000,05,12510,0,0,saved
03450000,05,12510,0,0,saved
03455500,05,12510,0,0,saved
03456500,05,12510,0,0,saved
03460000,05,12510,0,0,saved
03463300,05,12510,0,0,saved
03471500,05,12510,0,0,saved
03473000,05,12510,0,0,saved
03479000,05,12510,0,0,saved
03488000,05,12510,0,0,saved
03498500,05,12510,0,0,saved
03500000,05,12510,0,0,saved
03500240,05,12510,0,0,saved
03504000,05,12510,0,0,saved
03574500,05,12510,0,0,saved
03592718,05,12145,0,0,saved
03604000,05,12510,0,0,saved
05291000,05,12510,0,0,saved
05362000,05,12510,0,0,saved
05393500,05,12510,0,0,saved
05399500,05,12510,0,0,saved
05408000,05,12510,0,0,saved
05412500,05,12510,0,0,saved
05413500,05,12510,0,0,saved
05414000,05,12510,0,0,saved
05444000,05,12510,0,0,saved
05454000,05,12510,0,0,saved
05458000,05,12510,0,0,saved
05466500,05,12510,0,0,saved
05487980,05,12510,0,0,saved
05488200,05,10684,0,0,saved
05489000,05,12510,0,0,saved
05495000,05,12510,0,0,saved
05495500,05,12510,0,0,saved
05501000,05,12510,0,0,saved
05503800,05,12510,0,0,saved
05507600,05,12510,0,0,saved
05508805,05,12510,0,0,saved
05514500,05,12510,0,0,saved
05525500,05,12510,0,0,saved
05556500,05,12510,0,0,saved
05584500,05,12510,0,0,saved
05585000,05,12510,0,0,saved
05591550,05,12510,0,0,saved
05592050,05,12510,0,0,saved
05592575,05,9223,0,0,saved
05593575,05,12510,0,0,saved
05593900,05,12510,0,0,saved
05595730,05,12510,0,0,saved
07014500,05,12510,0,0,saved
07290650,05,12510,0,0,saved
07291000,05,12510,0,0,saved
07292500,05,12510,0,0,saved
07295000,05,12510,0,0,saved
07359610,05,9223,0,0,saved
07362100,05,12510,0,0,saved
07362587,05,9223,0,0,saved
07373000,05,12510,0,0,saved
07375000,05,12510,0,0,saved
07376000,05,12510,0,0,saved
08013000,05,12510,0,0,saved
08014500,05,12510,0,0,saved
05056000,05,12510,0,0,saved
05057000,05,12510,0,0,saved
05057200,05,12510,0,0,saved
05062500,05,12510,0,0,saved
05087500,05,12510,0,0,saved
05120500,05,12510,0,0,saved
05123400,05,12510,0,0,saved
05129115,05,12510,0,0,saved
05131500,05,12510,0,0,saved
06037500,05,11415,0,0,saved
06043500,05,12510,0,0,saved
06154410,05,10684,0,0,saved
06188000,05,10684,0,0,saved
06191500,05,12510,0,0,saved
06221400,05,9223,0,0,saved
06224000,05,12510,0,0,saved
06278300,05,12510,0,0,saved
06280300,05,12510,0,0,saved
06289000,05,12510,0,0,saved
06291500,05,9589,0,0,saved
06311000,05,12510,0,0,saved
06332515,05,12510,0,0,saved
06339100,05,12510,0,0,saved
06339500,05,12510,0,0,saved
06344600,05,12510,0,0,saved
06350000,05,12510,0,0,saved
06352000,05,12510,0,0,saved
06353000,05,12510,0,0,saved
06354000,05,12510,0,0,saved
06360500,05,12510,0,0,saved
06404000,05,12510,0,0,saved
06406000,05,12510,0,0,saved
06408700,05,11780,0,0,saved
06409000,05,12510,0,0,saved
06431500,05,12510,0,0,saved
06440200,05,9223,0,0,saved
06441500,05,12510,0,0,saved
06447000,05,12510,0,0,saved
06447500,05,12510,0,0,saved
06450500,05,12510,0,0,saved
06452000,05,12510,0,0,saved
06453600,05,12510,0,0,saved
06464500,05,12510,0,0,saved
06468170,05,12510,0,0,saved
06468250,05,10319,0,0,saved
06470800,05,12510,0,0,saved
06477500,05,12510,0,0,saved
06479215,05,11049,0,0,saved
06479438,05,12510,0,0,saved
06601000,05,12510,0,0,saved
06614800,05,12510,0,0,saved
06622700,05,12510,0,0,saved
06623800,05,12510,0,0,saved
06632400,05,12510,0,0,saved
06746095,05,12510,0,0,saved
06784000,05,12510,0,0,saved
06803510,05,12510,0,0,saved
06803530,05,12510,0,0,saved
06814000,05,12510,0,0,saved
06847900,05,12510,0,0,saved
06853800,05,12510,0,0,saved
06876700,05,12510,0,0,saved
06878000,05,12510,0,0,saved
06879650,05,12510,0,0,saved
06885500,05,12510,0,0,saved
06888500,05,12510,0,0,saved
06889200,05,12510,0,0,saved
06889500,05,12510,0,0,saved
06892000,05,12510,0,0,saved
06903400,05,12510,0,0,saved
06906800,05,9954,0,0,saved
06910800,05,12510,0,0,saved
06911900,05,12510,0,0,saved
06917000,05,12510,0,0,saved
06918460,05,12510,0,0,saved
06919500,05,12510,0,0,saved
06921070,05,12510,0,0,saved
06921200,05,12510,0,0,saved
06934000,05,9954,0,0,saved
07056000,05,12510,0,0,saved
07057500,05,12510,0,0,saved
07060710,05,12510,0,0,saved
07066000,05,12510,0,0,saved
07067000,05,12510,0,0,saved
07068000,05,12510,0,0,saved
07071500,05,12510,0,0,saved
07083000,05,12510,0,0,saved
07142300,05,12510,0,0,saved
07145700,05,12510,0,0,saved
07148400,05,12510,0,0,saved
07149000,05,12510,0,0,saved
07151500,05,12510,0,0,saved
07167500,05,12510,0,0,saved
07180500,05,12510,0,0,saved
07184000,05,12510,0,0,saved
07195800,05,12510,0,0,saved
07196900,05,12510,0,0,saved
07197000,05,12510,0,0,saved
07208500,05,12510,0,0,saved
07226500,05,12145,0,0,saved
07261000,05,12510,0,0,saved
07263295,05,9223,0,0,saved
07299670,05,12510,0,0,saved
07301410,05,12510,0,0,saved
07301500,05,12510,0,0,saved
07315200,05,12510,0,0,saved
07315700,05,12510,0,0,saved
07335700,05,12510,0,0,saved
07340300,05,12510,0,0,saved
07346045,05,12510,0,0,saved
08023080,05,12510,0,0,saved
08025500,05,12510,0,0,saved
08029500,05,12510,0,0,saved
08050800,05,10319,0,0,saved
08066200,05,12510,0,0,saved
08066300,05,12510,0,0,saved
08070000,05,12510,0,0,saved
08070200,05,11049,0,0,saved
08079600,05,12510,0,0,saved
08082700,05,12510,0,0,saved
08086212,05,12510,0,0,saved
08086290,05,12510,0,0,saved
08101000,05,12510,0,0,saved
08103900,05,12510,0,0,saved
08104900,05,12510,0,0,saved
08109700,05,12510,0,0,saved
08150800,05,12510,0,0,saved
08155200,05,12510,0,0,saved
08158700,05,12510,0,0,saved
08158810,05,12510,0,0,saved
08164000,05,12510,0,0,saved
08164300,05,12510,0,0,saved
08164600,05,12510,0,0,saved
08165300,05,12510,0,0,saved
08171300,05,12510,0,0,saved
08175000,05,12510,0,0,saved
08176900,05,12510,0,0,saved
08178880,05,11415,0,0,saved
08189500,05,12510,0,0,saved
08190000,05,12510,0,0,saved
08190500,05,12510,0,0,saved
08194200,05,12510,0,0,saved
08195000,05,12510,0,0,saved
08196000,05,12510,0,0,saved
08198500,05,12510,0,0,saved
08200000,05,12510,0,0,saved
08202700,05,12510,0,0,saved
08267500,05,12510,0,0,saved
08269000,05,12510,0,0,saved
08271000,05,12510,0,0,saved
08324000,05,12510,0,0,saved
08377900,05,12510,0,0,saved
08378500,05,12510,0,0,saved
08380500,05,12510,0,0,saved
09034900,05,12510,0,0,saved
09035800,05,11414,0,0,saved
09035900,05,12510,0,0,saved
09047700,05,12510,0,0,saved
09065500,05,12510,0,0,saved
09066000,05,12510,0,0,saved
09066200,05,12510,0,0,saved
09066300,05,12510,0,0,saved
09081600,05,12510,0,0,saved
09107000,05,9588,0,0,saved
09210500,05,12510,0,0,saved
09223000,05,12510,0,0,saved
09306242,05,12510,0,0,saved
09312600,05,12510,0,0,saved
09352900,05,12510,0,0,saved
09378170,05,10319,0,0,saved
09378630,05,12510,0,0,saved
09386900,05,12510,0,0,saved
09404450,05,12510,0,0,saved
09430500,05,12510,0,0,saved
09430600,05,12510,0,0,saved
09447800,05,12145,0,0,saved
09480000,05,12145,0,0,saved
09484000,05,11049,0,0,saved
09484600,05,8858,0,0,saved
09492400,05,12510,0,0,saved
09494000,05,12510,0,0,saved
09497800,05,12510,0,0,saved
09497980,05,12510,0,0,saved
09505200,05,12510,0,0,saved
09505350,05,12510,0,0,saved
09505800,05,12510,0,0,saved
09508300,05,12510,0,0,saved
09510200,05,12510,0,0,saved
09512280,05,12145,0,0,saved
09513780,05,12510,0,0,saved
10023000,05,9954,0,0,saved
10166430,05,9954,0,0,saved
10172700,05,12510,0,0,saved
10172800,05,12510,0,0,saved
10173450,05,12510,0,0,saved
10205030,05,12510,0,0,saved
10234500,05,12510,0,0,saved
10242000,05,12510,0,0,saved
10244950,05,12510,0,0,saved
10249300,05,12510,0,0,saved
10310500,05,9223,0,0,saved
10316500,05,12510,0,0,saved
10329500,05,12510,0,0,saved
10336645,05,12510,0,0,saved
10336660,05,12510,0,0,saved
10336740,05,9953,0,0,saved
10343500,05,12510,0,0,saved
10348850,05,9588,0,0,saved
10396000,05,12510,0,0,saved
12010000,05,12510,0,0,saved
12013500,05,12510,0,0,saved
12020000,05,12510,0,0,saved
12025000,05,12510,0,0,saved
12025700,05,12510,0,0,saved
12035000,05,12510,0,0,saved
12040500,05,12510,0,0,saved
12041200,05,12510,0,0,saved
12043000,05,12510,0,0,saved
12048000,05,12510,0,0,saved
12054000,05,12510,0,0,saved
12056500,05,12510,0,0,saved
12073500,05,12510,0,0,saved
12082500,05,12510,0,0,saved
12092000,05,12510,0,0,saved
12095000,05,9954,0,0,saved
12114500,05,12510,0,0,saved
12115000,05,12510,0,0,saved
12115500,05,12510,0,0,saved
12117000,05,12510,0,0,saved
12141300,05,12510,0,0,saved
12143600,05,11049,0,0,saved
12144000,05,11049,0,0,saved
12145500,05,12510,0,0,saved
12147500,05,12510,0,0,saved
12147600,05,12510,0,0,saved
12167000,05,12510,0,0,saved
12175500,05,12510,0,0,saved
12178100,05,12510,0,0,saved
12186000,05,12510,0,0,saved
12189500,05,12510,0,0,saved
12358500,05,12510,0,0,saved
12374250,05,11780,0,0,saved
12375900,05,11415,0,0,saved
12377150,05,11415,0,0,saved
12381400,05,11415,0,0,saved
12383500,05,9954,0,0,saved
12388400,05,9954,0,0,saved
12390700,05,12510,0,0,saved
12411000,05,12510,0,0,saved
12414500,05,12510,0,0,saved
12447390,05,12510,0,0,saved
12451000,05,12510,0,0,saved
12488500,05,12510,0,0,saved
13011500,05,12510,0,0,saved
13011900,05,12510,0,0,saved
13018300,05,12510,0,0,saved
13023000,05,12510,0,0,saved
13083000,05,12510,0,0,saved
13161500,05,12510,0,0,saved
13235000,05,12510,0,0,saved
13240000,05,12510,0,0,saved
13310700,05,12510,0,0,saved
13313000,05,12510,0,0,saved
13331500,05,12510,0,0,saved
13337000,05,12510,0,0,saved
13338500,05,12510,0,0,saved
13340000,05,12510,0,0,saved
13340600,05,12510,0,0,saved
14020000,05,12510,0,0,saved
14092750,05,11780,0,0,saved
14096850,05,11049,0,0,saved
14137000,05,12510,0,0,saved
14138800,05,12510,0,0,saved
14138870,05,12510,0,0,saved
14138900,05,12510,0,0,saved
14139800,05,12510,0,0,saved
14141500,05,12510,0,0,saved
14154500,05,12510,0,0,saved
14158500,05,12510,0,0,saved
14158790,05,12510,0,0,saved
14166500,05,12510,0,0,saved
14182500,05,12510,0,0,saved
14185000,05,12510,0,0,saved
14185900,05,12510,0,0,saved
14187000,05,9223,0,0,saved
14216500,05,11049,0,0,saved
14222500,05,12510,0,0,saved
14236200,05,12510,0,0,saved
14301000,05,12510,0,0,saved
14303200,05,11415,0,0,saved
14305500,05,12510,0,0,saved
14306340,05,11415,0,0,saved
14306500,05,12510,0,0,saved
14308990,05,10319,0,0,saved
14309500,05,12510,0,0,saved
14316700,05,12510,0,0,saved
14325000,05,12510,0,0,saved
14362250,05,11415,0,0,saved
14400000,05,12510,0,0,saved
10258000,05,12510,0,0,saved
10258500,05,12510,0,0,saved
10259000,05,12510,0,0,saved
10259200,05,12510,0,0,saved
10263500,05,12510,0,0,saved
11098000,05,12510,0,0,saved
11124500,05,12510,0,0,saved
11141280,05,12510,0,0,saved
11143000,05,12510,0,0,saved
11148900,05,12510,0,0,saved
11151300,05,12510,0,0,saved
11162500,05,12510,0,0,saved
11176400,05,12510,0,0,saved
11180500,05,12510,0,0,saved
11180960,05,12510,0,0,saved
11224500,05,12510,0,0,saved
11230500,05,12510,0,0,saved
11237500,05,12510,0,0,saved
11253310,05,12510,0,0,saved
11264500,05,12510,0,0,saved
11266500,05,12510,0,0,saved
11274500,05,12510,0,0,saved
11274630,05,12510,0,0,saved
11284400,05,12510,0,0,saved
11299600,05,11415,0,0,saved
11381500,05,12510,0,0,saved
11383500,05,12510,0,0,saved
11451100,05,12510,0,0,saved
11468500,05,12510,0,0,saved
11473900,05,12510,0,0,saved
11475560,05,12510,0,0,saved
11476600,05,12510,0,0,saved
11478500,05,12510,0,0,saved
11480390,05,12510,0,0,saved
11481200,05,12510,0,0,saved
11482500,05,12510,0,0,saved
11522500,05,12510,0,0,saved
11523200,05,12510,0,0,saved
11528700,05,12510,0,0,saved
11532500,05,12510,0,0,saved
