gauge_id,status,n_points_window,info
02472000,OK,12510,
02472500,OK,12510,
02479155,OK,12510,
02479300,OK,12510,
02479560,OK,12510,
02481000,OK,12510,
02481510,OK,12510,
03010655,OK,12510,
03011800,OK,12510,
03015500,OK,12510,
03021350,OK,12510,
03026500,OK,12510,
03028000,OK,12510,
03049000,OK,12510,
03049800,OK,12510,
03050000,OK,9588,
03066000,OK,12510,
03069500,OK,12510,
03070500,OK,12510,
03076600,OK,12510,
03078000,OK,12510,
03140000,OK,12510,
03144000,OK,12510,
03159540,OK,12510,
03161000,OK,12510,
03164000,OK,12510,
03165000,OK,12510,
03170000,OK,12510,
03173000,OK,12510,
03180500,OK,12145,
03182500,OK,12510,
03186500,OK,12510,
03187500,OK,12510,
03213700,OK,12510,
03237280,OK,12510,
03237500,OK,12510,
03238500,OK,11780,
03241500,OK,12510,
03280700,OK,12510,
03281100,OK,12510,
03281500,OK,12510,
03285000,OK,12510,
03291780,OK,12510,
03300400,OK,12510,
03338780,OK,9223,
03340800,OK,12510,
03346000,OK,12510,
03357350,OK,12510,
03364500,OK,12510,
03366500,OK,12510,
03368000,OK,12510,
03384450,OK,12510,
03439000,OK,12510,
03450000,OK,12510,
03455500,OK,12510,
03456500,OK,12510,
03460000,OK,12510,
03463300,OK,12510,
03471500,OK,12510,
03473000,OK,12510,
03479000,OK,12510,
03488000,OK,12510,
03498500,OK,12510,
03500000,OK,12510,
03500240,OK,12510,
03504000,OK,12510,
03574500,OK,12510,
03592718,OK,12145,
03604000,OK,12510,
04015330,OK,12510,
04024430,OK,12510,
04027000,OK,12510,
04040500,OK,12510,
04043050,OK,12510,
04045500,OK,12510,
04056500,OK,12510,
04057510,OK,12510,
04057800,OK,12510,
04059500,OK,12510,
04063700,OK,12510,
04074950,OK,12145,
04105700,OK,12510,
04115265,OK,9588,
04122200,OK,12510,
04122500,OK,12510,
04124000,OK,12510,
04127918,OK,11049,
04127997,OK,12510,
04161580,OK,12510,
04185000,OK,12510,
04196800,OK,12510,
04197100,OK,12510,
04197170,OK,11415,
04213000,OK,12510,
04213075,OK,10319,
04216418,OK,12510,
04221000,OK,12510,
04224775,OK,12510,
04233000,OK,11780,
04256000,OK,12510,
04296000,OK,12510,
05056000,OK,12510,
05057000,OK,12510,
05057200,OK,12510,
05062500,OK,12510,
05087500,OK,12510,
05120500,OK,12510,
05123400,OK,12510,
05129115,OK,12510,
05131500,OK,12510,
05291000,OK,12510,
05362000,OK,12510,
05393500,OK,12510,
05399500,OK,12510,
05408000,OK,12510,
05412500,OK,12510,
05413500,OK,12510,
05414000,OK,12510,
05444000,OK,12510,
05454000,OK,12510,
05458000,OK,12510,
05466500,OK,12510,
05487980,OK,12510,
05488200,OK,10684,
05489000,OK,12510,
05495000,OK,12510,
05495500,OK,12510,
05501000,OK,12510,
05503800,OK,12510,
05507600,OK,12510,
05508805,OK,12510,
05514500,OK,12510,
05525500,OK,12510,
05556500,OK,12510,
05584500,OK,12510,
05585000,OK,12510,
05591550,OK,12510,
05592050,OK,12510,
05592575,OK,9223,
05593575,OK,12510,
05593900,OK,12510,
05595730,OK,12510,
06037500,OK,11415,
06043500,OK,12510,
06154410,OK,10684,
06188000,OK,10684,
06191500,OK,12510,
06221400,OK,9223,
06224000,OK,12510,
06278300,OK,12510,
06280300,OK,12510,
06289000,OK,12510,
06291500,OK,9589,
06311000,OK,12510,
06332515,OK,12510,
06339100,OK,12510,
06339500,OK,12510,
06344600,OK,12510,
06350000,OK,12510,
06352000,OK,12510,
06353000,OK,12510,
06354000,OK,12510,
06360500,OK,12510,
06404000,OK,12510,
06406000,OK,12510,
06408700,OK,11780,
06409000,OK,12510,
06431500,OK,12510,
06440200,OK,9223,
06441500,OK,12510,
06447000,OK,12510,
06447500,OK,12510,
06450500,OK,12510,
06452000,OK,12510,
06453600,OK,12510,
06464500,OK,12510,
06468170,OK,12510,
06468250,OK,10319,
06470800,OK,12510,
06477500,OK,12510,
06479215,OK,11049,
06479438,OK,12510,
06601000,OK,12510,
06614800,OK,12510,
06622700,OK,12510,
06623800,OK,12510,
06632400,OK,12510,
06746095,OK,12510,
06784000,OK,12510,
06803510,OK,12510,
06803530,OK,12510,
06814000,OK,12510,
06847900,OK,12510,
06853800,OK,12510,
06876700,OK,12510,
06878000,OK,12510,
06879650,OK,12510,
06885500,OK,12510,
06888500,OK,12510,
06889200,OK,12510,
06889500,OK,12510,
06892000,OK,12510,
06903400,OK,12510,
06906800,OK,9954,
06910800,OK,12510,
06911900,OK,12510,
06917000,OK,12510,
06918460,OK,12510,
06919500,OK,12510,
06921070,OK,12510,
06921200,OK,12510,
06934000,OK,9954,
07014500,OK,12510,
07056000,OK,12510,
07057500,OK,12510,
07060710,OK,12510,
07066000,OK,12510,
07067000,OK,12510,
07068000,OK,12510,
07071500,OK,12510,
07083000,OK,12510,
07142300,OK,12510,
07145700,OK,12510,
07148400,OK,12510,
07149000,OK,12510,
07151500,OK,12510,
07167500,OK,12510,
07180500,OK,12510,
07184000,OK,12510,
07195800,OK,12510,
07196900,OK,12510,
07197000,OK,12510,
07208500,OK,12510,
07226500,OK,12145,
07261000,OK,12510,
07263295,OK,9223,
07290650,OK,12510,
07291000,OK,12510,
07292500,OK,12510,
07295000,OK,12510,
07299670,OK,12510,
07301410,OK,12510,
07301500,OK,12510,
07315200,OK,12510,
07315700,OK,12510,
07335700,OK,12510,
07340300,OK,12510,
07346045,OK,12510,
07359610,OK,9223,
07362100,OK,12510,
07362587,OK,9223,
07373000,OK,12510,
07375000,OK,12510,
07376000,OK,12510,
08013000,OK,12510,
08014500,OK,12510,
08023080,OK,12510,
08025500,OK,12510,
08029500,OK,12510,
08050800,OK,10319,
08066200,OK,12510,
08066300,OK,12510,
08070000,OK,12510,
08070200,OK,11049,
08079600,OK,12510,
08082700,OK,12510,
08086212,OK,12510,
08086290,OK,12510,
08101000,OK,12510,
08103900,OK,12510,
08104900,OK,12510,
08109700,OK,12510,
08150800,OK,12510,
08155200,OK,12510,
08158700,OK,12510,
08158810,OK,12510,
08164000,OK,12510,
08164300,OK,12510,
08164600,OK,12510,
08165300,OK,12510,
08171300,OK,12510,
08175000,OK,12510,
08176900,OK,12510,
08178880,OK,11415,
08189500,OK,12510,
08190000,OK,12510,
08190500,OK,12510,
08194200,OK,12510,
08195000,OK,12510,
08196000,OK,12510,
08198500,OK,12510,
08200000,OK,12510,
08202700,OK,12510,
08267500,OK,12510,
08269000,OK,12510,
08271000,OK,12510,
08324000,OK,12510,
08377900,OK,12510,
08378500,OK,12510,
08380500,OK,12510,
09034900,OK,12510,
09035800,OK,11414,
09035900,OK,12510,
09047700,OK,12510,
09065500,OK,12510,
09066000,OK,12510,
09066200,OK,12510,
09066300,OK,12510,
09081600,OK,12510,
09107000,OK,9588,
09210500,OK,12510,
09223000,OK,12510,
09306242,OK,12510,
09312600,OK,12510,
09352900,OK,12510,
09378170,OK,10319,
09378630,OK,12510,
09386900,OK,12510,
09404450,OK,12510,
09430500,OK,12510,
09430600,OK,12510,
09447800,OK,12145,
09480000,OK,12145,
09484000,OK,11049,
09484600,OK,8858,
09492400,OK,12510,
09494000,OK,12510,
09497800,OK,12510,
09497980,OK,12510,
09505200,OK,12510,
09505350,OK,12510,
09505800,OK,12510,
09508300,OK,12510,
09510200,OK,12510,
09512280,OK,12145,
09513780,OK,12510,
10023000,OK,9954,
10166430,OK,9954,
10172700,OK,12510,
10172800,OK,12510,
10173450,OK,12510,
10205030,OK,12510,
10234500,OK,12510,
10242000,OK,12510,
10244950,OK,12510,
10249300,OK,12510,
10258000,OK,12510,
10258500,OK,12510,
10259000,OK,12510,
10259200,OK,12510,
10263500,OK,12510,
10310500,OK,9223,
10316500,OK,12510,
10329500,OK,12510,
10336645,OK,12510,
10336660,OK,12510,
10336740,OK,9953,
10343500,OK,12510,
10348850,OK,9588,
10396000,OK,12510,
11098000,OK,12510,
11124500,OK,12510,
11141280,OK,12510,
11143000,OK,12510,
11148900,OK,12510,
11151300,OK,12510,
11162500,OK,12510,
11176400,OK,12510,
11180500,OK,12510,
11180960,OK,12510,
11224500,OK,12510,
11230500,OK,12510,
11237500,OK,12510,
11253310,OK,12510,
11264500,OK,12510,
11266500,OK,12510,
11274500,OK,12510,
11274630,OK,12510,
11284400,OK,12510,
11299600,OK,11415,
11381500,OK,12510,
11383500,OK,12510,
11451100,OK,12510,
11468500,OK,12510,
11473900,OK,12510,
11475560,OK,12510,
11476600,OK,12510,
11478500,OK,12510,
11480390,OK,12510,
11481200,OK,12510,
11482500,OK,12510,
11522500,OK,12510,
11523200,OK,12510,
11528700,OK,12510,
11532500,OK,12510,
12010000,OK,12510,
12013500,OK,12510,
12020000,OK,12510,
12025000,OK,12510,
12025700,OK,12510,
12035000,OK,12510,
12040500,OK,12510,
12041200,OK,12510,
12043000,OK,12510,
12048000,OK,12510,
12054000,OK,12510,
12056500,OK,12510,
12073500,OK,12510,
12082500,OK,12510,
12092000,OK,12510,
12095000,OK,9954,
12114500,OK,12510,
12115000,OK,12510,
12115500,OK,12510,
12117000,OK,12510,
12141300,OK,12510,
12143600,OK,11049,
12144000,OK,11049,
12145500,OK,12510,
12147500,OK,12510,
12147600,OK,12510,
12167000,OK,12510,
12175500,OK,12510,
12178100,OK,12510,
12186000,OK,12510,
12189500,OK,12510,
12358500,OK,12510,
12374250,OK,11780,
12375900,OK,11415,
12377150,OK,11415,
12381400,OK,11415,
12383500,OK,9954,
12388400,OK,9954,
12390700,OK,12510,
12411000,OK,12510,
12414500,OK,12510,
12447390,OK,12510,
12451000,OK,12510,
12488500,OK,12510,
13011500,OK,12510,
13011900,OK,12510,
13018300,OK,12510,
13023000,OK,12510,
13083000,OK,12510,
13161500,OK,12510,
13235000,OK,12510,
13240000,OK,12510,
13310700,OK,12510,
13313000,OK,12510,
13331500,OK,12510,
13337000,OK,12510,
13338500,OK,12510,
13340000,OK,12510,
13340600,OK,12510,
14020000,OK,12510,
14092750,OK,11780,
14096850,OK,11049,
14137000,OK,12510,
14138800,OK,12510,
14138870,OK,12510,
14138900,OK,12510,
14139800,OK,12510,
14141500,OK,12510,
14154500,OK,12510,
14158500,OK,12510,
14158790,OK,12510,
14166500,OK,12510,
14182500,OK,12510,
14185000,OK,12510,
14185900,OK,12510,
14187000,OK,9223,
14216500,OK,11049,
14222500,OK,12510,
14236200,OK,12510,
14301000,OK,12510,
14303200,OK,11415,
14305500,OK,12510,
14306340,OK,11415,
14306500,OK,12510,
14308990,OK,10319,
14309500,OK,12510,
14316700,OK,12510,
14325000,OK,12510,
14362250,OK,11415,
14400000,OK,12510,
