gauge_id,huc_02,status,n_points_window,info
03280700,05,OK,12784,
03281100,05,OK,12784,
03281500,05,OK,12784,
03285000,05,OK,12784,
03291780,05,OK,12784,
03300400,05,OK,12784,
03338780,05,OK,9539,
03340800,05,OK,12784,
03346000,05,OK,12784,
03357350,05,OK,12784,
03364500,05,OK,12784,
03366500,05,OK,12784,
03368000,05,OK,12784,
03384450,05,OK,12784,
03439000,06,OK,12784,
03450000,06,OK,12784,
03455500,06,OK,12784,
03456500,06,OK,12784,
03460000,06,OK,12784,
03463300,06,OK,12784,
03471500,06,OK,12784,
03473000,06,OK,12784,
03479000,06,OK,12784,
03488000,06,OK,12784,
03498500,06,OK,12784,
03500000,06,OK,12784,
03500240,06,OK,12784,
03504000,06,OK,12784,
03574500,06,OK,12784,
03592718,06,OK,12382,
03604000,06,OK,12784,
04015330,04,OK,12784,
04024430,04,OK,12784,
04027000,04,OK,12784,
04040500,04,OK,12784,
04043050,04,OK,12784,
04045500,04,OK,12784,
04056500,04,OK,12784,
04057510,04,OK,12784,
04057800,04,OK,12784,
04059500,04,OK,12784,
04063700,04,OK,12784,
04074950,04,OK,12510,
04105700,04,OK,12784,
04115265,04,OK,9954,
04122200,04,OK,12784,
04122500,04,OK,12784,
04124000,04,OK,12784,
04127918,04,OK,11323,
04127997,04,OK,12784,
04161580,04,OK,12450,
04185000,04,OK,12784,
04196800,04,OK,12736,
04197100,04,OK,12784,
04197170,04,OK,11537,
04213000,04,OK,12784,
04213075,04,OK,10459,
04216418,04,OK,12784,
04221000,04,OK,12784,
04224775,04,OK,12784,
04233000,04,OK,11962,
04256000,04,OK,12784,
04296000,01,OK,12784,
05056000,09,OK,12784,
05057000,09,OK,12784,
05057200,09,OK,12784,
05062500,09,OK,12784,
05087500,09,OK,12784,
05120500,09,OK,12784,
05123400,09,OK,12784,
05129115,09,OK,12784,
05131500,09,OK,12784,
05291000,07,OK,12784,
05362000,07,OK,12784,
05393500,07,OK,12784,
05399500,07,OK,12780,
05408000,07,OK,12784,
05412500,07,OK,12784,
05413500,07,OK,12784,
05414000,07,OK,12784,
05444000,07,OK,12784,
05454000,07,OK,12784,
05458000,07,OK,12784,
05466500,07,OK,12784,
05487980,07,OK,12784,
05488200,07,OK,10776,
05489000,07,OK,12784,
05495000,07,OK,12784,
05495500,07,OK,12784,
05501000,07,OK,12784,
05503800,07,OK,12784,
05507600,07,OK,12784,
05508805,07,OK,12784,
05514500,07,OK,12784,
05525500,07,OK,12784,
05556500,07,OK,12784,
05584500,07,OK,12784,
05585000,07,OK,12784,
05591550,07,OK,12734,
05592050,07,OK,12784,
05592575,07,OK,9588,
05593575,07,OK,12784,
05593900,07,OK,12784,
05595730,07,OK,12784,
06037500,10,OK,11476,
06043500,10,OK,12784,
06154410,10,OK,10866,
06188000,10,OK,10837,
06191500,10,OK,12784,
06221400,10,OK,9588,
06224000,10,OK,12784,
06278300,10,OK,12784,
06280300,10,OK,12784,
06289000,10,OK,12784,
06291500,10,OK,9862,
06311000,10,OK,12784,
06332515,10,OK,12784,
06339100,10,OK,12784,
06339500,10,OK,12784,
06344600,10,OK,12784,
06350000,10,OK,12784,
06352000,10,OK,12784,
06353000,10,OK,12784,
06354000,10,OK,12784,
06360500,10,OK,12784,
06404000,10,OK,12784,
06406000,10,OK,12784,
06408700,10,OK,12114,
06409000,10,OK,12784,
06431500,10,OK,12784,
06440200,10,OK,9588,
06441500,10,OK,12769,
06447000,10,OK,12784,
06447500,10,OK,12784,
06450500,10,OK,12784,
06452000,10,OK,12780,
06453600,10,OK,12784,
06464500,10,OK,12784,
06468170,10,OK,12784,
06468250,10,OK,10684,
06470800,10,OK,12784,
06477500,10,OK,12783,
06479215,10,OK,11166,
06479438,10,OK,12784,
06601000,10,OK,12784,
06614800,10,OK,12784,
06622700,10,OK,12784,
06623800,10,OK,12784,
06632400,10,OK,12784,
06746095,10,OK,12784,
06784000,10,OK,12784,
06803510,10,OK,12784,
06803530,10,OK,12784,
06814000,10,OK,12784,
06847900,10,OK,12784,
06853800,10,OK,12784,
06876700,10,OK,12784,
06878000,10,OK,12784,
06879650,10,OK,12784,
06885500,10,OK,12784,
06888500,10,OK,12784,
06889200,10,OK,12784,
06889500,10,OK,12784,
06892000,10,OK,12784,
06903400,10,OK,12784,
06906800,10,OK,9974,
06910800,10,OK,12784,
06911900,10,OK,12784,
06917000,10,OK,12784,
06918460,10,OK,12784,
06919500,10,OK,12784,
06921070,10,OK,12784,
06921200,10,OK,12784,
06934000,10,OK,10319,
07014500,07,OK,12784,
07056000,11,OK,12784,
07057500,11,OK,12784,
07060710,11,OK,12784,
07066000,11,OK,12784,
07067000,11,OK,12784,
07068000,11,OK,12784,
07071500,11,OK,12784,
07083000,11,OK,12784,
07142300,11,OK,12784,
07145700,11,OK,12784,
07148400,11,OK,12784,
07149000,11,OK,12784,
07151500,11,OK,12784,
07167500,11,OK,12784,
07180500,11,OK,12784,
07184000,11,OK,12784,
07195800,11,OK,12784,
07196900,11,OK,12784,
07197000,11,OK,12784,
07208500,11,OK,12784,
07226500,11,OK,12230,
07261000,11,OK,12784,
07263295,11,OK,9275,
07290650,08,OK,12784,
07291000,08,OK,12784,
07292500,08,OK,12784,
07295000,08,OK,12784,
07299670,11,OK,12784,
07301410,11,OK,12784,
07301500,11,OK,12784,
07315200,11,OK,12784,
07315700,11,OK,12784,
07335700,11,OK,12784,
07340300,11,OK,12784,
07346045,11,OK,12784,
07359610,08,OK,9588,
07362100,08,OK,12784,
07362587,08,OK,9240,
07373000,08,OK,12784,
07375000,08,OK,12784,
07376000,08,OK,12784,
08013000,08,OK,12784,
08014500,08,OK,12784,
08023080,12,OK,12775,
08025500,12,OK,12784,
08029500,12,OK,12784,
08050800,12,OK,10684,
08066200,12,OK,12784,
08066300,12,OK,12784,
08070000,12,OK,12784,
08070200,12,OK,11202,
08079600,12,OK,12784,
08082700,12,OK,12784,
08086212,12,OK,12784,
08086290,12,OK,12784,
08101000,12,OK,12784,
08103900,12,OK,12784,
08104900,12,OK,12784,
08109700,12,OK,12784,
08150800,12,OK,12784,
08155200,12,OK,12784,
08158700,12,OK,12784,
08158810,12,OK,12784,
08164000,12,OK,12784,
08164300,12,OK,12784,
08164600,12,OK,12784,
08165300,12,OK,12784,
08171300,12,OK,12784,
08175000,12,OK,12784,
08176900,12,OK,12784,
08178880,12,OK,11780,
08189500,12,OK,12784,
08190000,12,OK,12784,
08190500,12,OK,12784,
08194200,12,OK,12784,
08195000,12,OK,12784,
08196000,12,OK,12784,
08198500,12,OK,12784,
08200000,12,OK,12784,
08202700,12,OK,12784,
08267500,13,OK,12784,
08269000,13,OK,12784,
08271000,13,OK,12784,
08324000,13,OK,12784,
08377900,13,OK,12784,
08378500,13,OK,12784,
08380500,13,OK,12784,
09034900,14,OK,12784,
09035800,14,OK,11596,
09035900,14,OK,12778,
09047700,14,OK,12784,
09065500,14,OK,12784,
09066000,14,OK,12784,
09066200,14,OK,12784,
09066300,14,OK,12784,
09081600,14,OK,12784,
09107000,14,OK,9954,
09210500,14,OK,12784,
09223000,14,OK,12784,
09306242,14,OK,12784,
09312600,14,OK,12784,
09352900,14,OK,12784,
09378170,14,OK,10684,
09378630,14,OK,12784,
09386900,15,OK,12784,
09404450,15,OK,12784,
09430500,15,OK,12784,
09430600,15,OK,12784,
09447800,15,OK,12206,
09480000,15,OK,12327,
09484000,15,OK,11418,
09484600,15,OK,9223,
09492400,15,OK,12784,
09494000,15,OK,12784,
09497800,15,OK,12784,
09497980,15,OK,12784,
09505200,15,OK,12784,
09505350,15,OK,12784,
09505800,15,OK,12784,
09508300,15,OK,12784,
09510200,15,OK,12784,
09512280,15,OK,12510,
09513780,15,OK,12784,
10023000,16,OK,10319,
10166430,16,OK,10319,
10172700,16,OK,12784,
10172800,16,OK,12784,
10173450,16,OK,12784,
10205030,16,OK,12784,
10234500,16,OK,12784,
10242000,16,OK,12784,
10244950,16,OK,12784,
10249300,16,OK,12784,
10258000,18,OK,12784,
10258500,18,OK,12784,
10259000,18,OK,12784,
10259200,18,OK,12784,
10263500,18,OK,12784,
10310500,16,OK,9479,
10316500,16,OK,12784,
10329500,16,OK,12784,
10336645,16,OK,12596,
10336660,16,OK,12784,
10336740,16,OK,10227,
10343500,16,OK,12784,
10348850,16,OK,9884,
10396000,17,OK,12784,
11098000,18,OK,12784,
11124500,18,OK,12784,
11141280,18,OK,12784,
11143000,18,OK,12784,
11148900,18,OK,12784,
11151300,18,OK,12730,
11162500,18,OK,12784,
11176400,18,OK,12784,
11180500,18,OK,12784,
11180960,18,OK,12784,
11224500,18,OK,12784,
11230500,18,OK,12692,
11237500,18,OK,12692,
11253310,18,OK,12784,
11264500,18,OK,12784,
11266500,18,OK,12784,
11274500,18,OK,12784,
11274630,18,OK,12784,
11284400,18,OK,12784,
11299600,18,OK,11453,
11381500,18,OK,12784,
11383500,18,OK,12784,
11451100,18,OK,12784,
11468500,18,OK,12784,
11473900,18,OK,12784,
11475560,18,OK,12784,
11476600,18,OK,12784,
11478500,18,OK,12784,
11480390,18,OK,12613,
11481200,18,OK,12784,
11482500,18,OK,12784,
11522500,18,OK,12784,
11523200,18,OK,12784,
11528700,18,OK,12784,
11532500,18,OK,12784,
12010000,17,OK,12784,
12013500,17,OK,12784,
12020000,17,OK,12784,
12025000,17,OK,12784,
12025700,17,OK,12784,
12035000,17,OK,12784,
12040500,17,OK,12784,
12041200,17,OK,12784,
12043000,17,OK,12784,
12048000,17,OK,12784,
12054000,17,OK,12784,
12056500,17,OK,12784,
12073500,17,OK,12784,
12082500,17,OK,12784,
12092000,17,OK,12784,
12095000,17,OK,9996,
12114500,17,OK,12784,
12115000,17,OK,12784,
12115500,17,OK,12784,
12117000,17,OK,12784,
12141300,17,OK,12784,
12143600,17,OK,11415,
12144000,17,OK,11292,
12145500,17,OK,12784,
12147500,17,OK,12784,
12147600,17,OK,12784,
12167000,17,OK,12784,
12175500,17,OK,12784,
12178100,17,OK,12784,
12186000,17,OK,12784,
12189500,17,OK,12784,
12358500,17,OK,12784,
12374250,17,OK,11841,
12375900,17,OK,11782,
12377150,17,OK,11780,
12381400,17,OK,11783,
12383500,17,OK,10227,
12388400,17,OK,10227,
12390700,17,OK,12784,
12411000,17,OK,12784,
12414500,17,OK,12784,
12447390,17,OK,12784,
12451000,17,OK,12784,
12488500,17,OK,12784,
13011500,17,OK,12784,
13011900,17,OK,12784,
13018300,17,OK,12784,
13023000,17,OK,12784,
13083000,17,OK,12784,
13161500,17,OK,12784,
13235000,17,OK,12784,
13240000,17,OK,12784,
13310700,17,OK,12784,
13313000,17,OK,12784,
13331500,17,OK,12784,
13337000,17,OK,12784,
13338500,17,OK,12784,
13340000,17,OK,12784,
13340600,17,OK,12784,
14020000,17,OK,12784,
14092750,17,OK,11872,
14096850,17,OK,11415,
14137000,17,OK,12780,
14138800,17,OK,12784,
14138870,17,OK,12784,
14138900,17,OK,12784,
14139800,17,OK,12784,
14141500,17,OK,12784,
14154500,17,OK,12784,
14158500,17,OK,12784,
14158790,17,OK,12784,
14166500,17,OK,12784,
14182500,17,OK,12784,
14185000,17,OK,12784,
14185900,17,OK,12784,
14187000,17,OK,9588,
14216500,17,OK,11415,
14222500,17,OK,12784,
14236200,17,OK,12784,
14301000,17,OK,12784,
14303200,17,OK,11507,
14305500,17,OK,12784,
14306340,17,OK,11507,
14306500,17,OK,12784,
14308990,17,OK,10684,
14309500,17,OK,12784,
14316700,17,OK,12784,
14325000,17,OK,12784,
14362250,17,OK,11507,
14400000,17,OK,12784,
