gauge_id,huc_02,dominant_forcing,dominant_lag,rank1_TE,rank2_forcing,rank2_TE,margin,plateau_width,is_robust,region
02196000,3,PRCP,1,0.0081364108299167,SRAD,0.0076351810855773,0.06160329840971554,1,False,Rest of CONUS
02198100,3,PRCP,1,0.004191349754304,SRAD,0.002587049387678,0.3827646129933635,1,True,Rest of CONUS
02202600,3,PRCP,2,0.0084753715784696,SRAD,0.0042408478651199,0.49962691005865356,1,True,Rest of CONUS
02212600,3,SRAD,1,0.0039013086701724,PRCP,0.0037872297695459,0.029241188091240808,1,False,Rest of CONUS
02215100,3,PRCP,1,0.0108858911247202,SRAD,0.0049925298304967,0.5413761011113343,1,True,Rest of CONUS
02216180,3,PRCP,1,0.0062730171362397,SRAD,0.0039985430465579,0.36258056375168957,1,True,Rest of CONUS
02221525,3,PRCP,1,0.0091687190976835,SRAD,0.0059961207058235,0.3460241673955924,1,True,Rest of CONUS
02231000,3,PRCP,1,0.0055429116195958,SRAD,0.0023475880243181,0.5764702406549844,1,True,Rest of CONUS
02231342,3,PRCP,1,0.0072958396549987,SRAD,0.0032811590297517,0.5502698544774578,1,True,Rest of CONUS
02235200,3,PRCP,1,0.0085673920402724,SRAD,0.0052196863945638,0.3907496738765044,1,True,Rest of CONUS
02245500,3,PRCP,1,0.0112209724609485,SRAD,0.0049264005004652,0.5609649237078,1,True,Rest of CONUS
02246000,3,PRCP,1,0.009826845058695,SRAD,0.0044574538440239,0.5464003128776461,1,True,Rest of CONUS
02296500,3,PRCP,1,0.0066345848754837,SRAD,0.0049309861777972,0.2567754772392294,1,True,Rest of CONUS
02297155,3,PRCP,1,0.004930673938227,VP,0.00302453279823,0.3865883576723432,1,True,Rest of CONUS
02297310,3,PRCP,1,0.0046894884355461,SRAD,0.0029716170462844,0.36632383529092777,1,True,Rest of CONUS
02298123,3,PRCP,1,0.0103573148236729,SRAD,0.0059859387623459,0.4220568878852355,1,True,Rest of CONUS
02298608,3,PRCP,1,0.008639813848042,SRAD,0.0041407936389917,0.5207311509460232,1,True,Rest of CONUS
02299950,3,PRCP,1,0.0074336681651266,SRAD,0.0036745327095468,0.5056905113433698,1,True,Rest of CONUS
02300700,3,PRCP,1,0.0069719693240561,SRAD,0.002981432849403,0.5723686220024151,1,True,Rest of CONUS
02310947,3,PRCP,1,0.0064430121839452,SRAD,0.004947290827998,0.23214628705409904,1,True,Rest of CONUS
02312200,3,PRCP,1,0.0067248308062115,SRAD,0.0044020435267279,0.3454045679986654,1,True,Rest of CONUS
02314500,3,PRCP,2,0.0055311053396993,SRAD,0.004224208226024,0.2362813639246924,1,True,Rest of CONUS
02315500,3,PRCP,1,0.0039044479517116,SRAD,0.0030123869341618,0.22847302066320166,1,True,Rest of CONUS
02324400,3,PRCP,1,0.0063743789057033,SRAD,0.0048889878222238,0.23302522574403078,1,True,Rest of CONUS
02327100,3,PRCP,1,0.0096287054608217,SRAD,0.0033426858823691,0.6528416103317133,1,True,Rest of CONUS
02342933,3,Tair,12,0.0012458572948354,VP,0.0012048463837734,0.03291782392093162,4,False,Rest of CONUS
02349900,3,SRAD,1,0.0025527756006496,PRCP,0.0021209441937302,0.1691615223874409,1,False,Rest of CONUS
02350900,3,PRCP,1,0.002851548322444,SRAD,0.0016896676560954,0.4074560677101826,2,True,Rest of CONUS
02361000,3,PRCP,2,0.0015221282622971,SRAD,0.0009989861578897,0.3436912101072922,2,True,Rest of CONUS
02363000,3,PRCP,2,0.0038643250690724,SRAD,0.0021358648085726,0.4472864548413116,1,True,Rest of CONUS
02369800,3,PRCP,1,0.0011349326356638,VP,0.0008004980180974,0.2946735401355304,1,True,Rest of CONUS
02371500,3,PRCP,3,0.0060319188054189,SRAD,0.003286465456274,0.4551542283159489,1,True,Rest of CONUS
02372250,3,PRCP,3,0.0034321875079955,SRAD,0.0020290717266985,0.4088109341428323,1,True,Rest of CONUS
02374500,3,PRCP,1,0.0087233062601394,SRAD,0.0042441080471898,0.5134748316033584,1,True,Rest of CONUS
02381600,3,VP,24,0.0023552667803155,Tair,0.0021392253412909,0.09172695035237595,3,False,Rest of CONUS
02384540,3,PRCP,1,0.0034908595672648,SRAD,0.0023809032219631,0.3179607554856142,1,True,Rest of CONUS
02395120,3,Tair,29,0.0036991491734882,VP,0.0034544382631056,0.06615329604343695,2,False,Rest of CONUS
02408540,3,PRCP,1,0.0039206592287222,SRAD,0.0038177988704241,0.026235475285523308,1,False,Rest of CONUS
02415000,3,Tair,14,0.0041100469997118,SRAD,0.004009867732454,0.02437423885051079,8,False,Rest of CONUS
02422500,3,PRCP,1,0.0024897457353233,SRAD,0.0024654845982956,0.009744423570445193,1,False,Rest of CONUS
02427250,3,PRCP,1,0.0109945359949977,SRAD,0.0062028648031162,0.4358229573364094,1,True,Rest of CONUS
02430085,3,SRAD,5,0.0032990970149748,Tair,0.0031104598785976,0.057178414433090255,1,False,Rest of CONUS
02430615,3,SRAD,5,0.0035643813482777,VP,0.0033005550742952,0.07401740953166532,1,False,Rest of CONUS
02450250,3,PRCP,1,0.0046895207312909,Tair,0.0042461997397759,0.09453439208764634,1,False,Rest of CONUS
02464000,3,PRCP,1,0.0070720458539332,SRAD,0.0061410841471398,0.1316396593039106,1,False,Rest of CONUS
02464146,3,Tair,20,0.0013380285749998,SRAD,0.0012524459505664,0.06396173148500421,1,False,Rest of CONUS
02464360,3,PRCP,1,0.0060932614025206,SRAD,0.0056558691012066,0.07178295372869833,1,False,Rest of CONUS
02465493,3,PRCP,1,0.0027381847523971,SRAD,0.0016366242074675,0.4022959166525402,1,True,Rest of CONUS
02469800,3,PRCP,1,0.0131619933433731,SRAD,0.00512431064091,0.6106736641460142,1,True,Rest of CONUS
02472000,3,PRCP,2,0.0098426168035376,SRAD,0.0065194925737153,0.33762609031247803,1,True,Rest of CONUS
02472500,3,PRCP,1,0.0063018599603484,SRAD,0.0042172338904266,0.33079536566003764,1,True,Rest of CONUS
02479155,3,PRCP,1,0.0032125127883603,VP,0.0018699042170802,0.41793096548741876,1,True,Rest of CONUS
02479300,3,PRCP,1,0.0152525865782276,SRAD,0.0053169453286711,0.6514069727517031,1,True,Rest of CONUS
02479560,3,PRCP,1,0.0177808517459913,SRAD,0.0075095029541992,0.577663485333754,1,True,Rest of CONUS
02481000,3,PRCP,1,0.0104505870972645,SRAD,0.0056849170378244,0.45601936188709824,1,True,Rest of CONUS
02481510,3,PRCP,1,0.0111249768409959,SRAD,0.0049766739471675,0.5526575903665439,1,True,Rest of CONUS
03010655,5,PRCP,1,0.0055988977104978,VP,0.0048484463607464,0.13403555280967563,1,False,Northeast
03011800,5,SRAD,2,0.0025870685718769,Tair,0.0025825407255579,0.001750184115032959,1,False,Northeast
03015500,5,Tair,17,0.0043311743449157,VP,0.004192187316465,0.03208991774109833,6,False,Northeast
03021350,5,Tair,1,0.0098147367870508,VP,0.0065213949060888,0.3355507083294494,1,True,Northeast
03026500,5,Tair,23,0.0032425295178722,VP,0.0030345027040387,0.06415571938108701,1,False,Northeast
03028000,5,VP,1,0.0029796217995743,Tair,0.0024599103639297,0.17442194701315838,1,False,Northeast
03049000,5,VP,19,0.0023348015898824,Tair,0.0020409620121615,0.12585205483593154,1,False,Northeast
03049800,5,SRAD,30,0.0010852634050181,PRCP,0.0009684004457122,0.10768165476283695,1,False,Northeast
03050000,5,PRCP,1,0.0060487278919134,VP,0.0045122911974022,0.2540098880237737,1,True,Northeast
03066000,5,PRCP,1,0.0020148173941718,Tair,0.0012817788326581,0.3638238202797624,1,True,Northeast
03069500,5,VP,25,0.0027574537556299,Tair,0.002504449182504,0.09175297051105202,1,False,Northeast
03070500,5,Tair,26,0.0055994867456416,VP,0.0049436068056692,0.1171321533143924,3,False,Northeast
03076600,5,Tair,22,0.0049072861556715,VP,0.0042600866255283,0.13188542701860012,6,False,Northeast
03078000,5,Tair,25,0.0054743298811477,VP,0.0043070804729893,0.2132223365234403,3,True,Northeast
03140000,5,PRCP,1,0.0035699889173656,VP,0.0033914704434521,0.05000533000120179,1,False,Northeast
03144000,5,PRCP,1,0.0035555321696858,VP,0.002802417060728,0.21181501756018484,1,True,Northeast
03159540,5,Tair,21,0.0033505706885513,PRCP,0.0028854986511005,0.13880382796874668,1,False,Northeast
03161000,5,SRAD,1,0.0020313006271203,PRCP,0.0019390707324146,0.04540435496071832,1,False,Northeast
03164000,5,PRCP,1,0.0060780930095411,SRAD,0.0039701748741667,0.3468058373021754,1,True,Northeast
03165000,5,SRAD,1,0.0028970430658479,VP,0.0027991787391605,0.03378076351058907,2,False,Northeast
03170000,5,PRCP,1,0.0049155304475626,SRAD,0.0041061083114826,0.1646662846898564,1,False,Northeast
03173000,5,PRCP,1,0.005260050423004,SRAD,0.0027723364286223,0.47294489488201025,1,True,Northeast
03180500,5,VP,17,0.0023481318249685,Tair,0.0023299426078608,0.007746250408212892,1,False,Northeast
03182500,5,Tair,27,0.0030630086461296,VP,0.0028865196487456,0.057619490433698364,4,False,Northeast
03186500,5,Tair,22,0.0048381424647181,VP,0.0044663944573444,0.07683692865281527,7,False,Northeast
03187500,5,VP,29,0.0037736627577945,Tair,0.0036612701026836,0.029783439147749276,6,False,Northeast
03213700,5,PRCP,1,0.007642967840569,Tair,0.0037589340923736,0.5081839710980969,1,True,Northeast
03237280,5,VP,27,0.0029384524869341,Tair,0.0028135185027864,0.04251693185553355,6,False,Northeast
03237500,5,Tair,29,0.0013147614974979,VP,0.001068235882799,0.18750595843280987,2,False,Northeast
03238500,5,Tair,6,0.0044679918735313,VP,0.0041965716554973,0.060747697336226765,2,False,Northeast
03241500,5,PRCP,1,0.0041476873785167,Tair,0.0032548505633083,0.2152613574091733,1,True,Northeast
03280700,5,Tair,23,0.0036926830849361,VP,0.0032520305321468,0.1193312674426067,2,False,Northeast
03281100,5,Tair,23,0.0044139730262438,PRCP,0.004029385441012,0.08712957305021779,4,False,Northeast
03281500,5,PRCP,1,0.0115652329700652,Tair,0.0048884900067964,0.5773115838263273,1,True,Northeast
03285000,5,PRCP,1,0.0030973391301424,VP,0.0020971504702901,0.322918678848808,1,True,Northeast
03291780,5,PRCP,1,0.0037624335130965,Tair,0.003075150673296,0.18266976344117852,1,False,Northeast
03300400,5,PRCP,1,0.0086845884260204,SRAD,0.0040134070911125,0.5378702024510802,1,True,Northeast
03338780,5,PRCP,1,0.0100135353670167,SRAD,0.0049097557975477,0.5096880754304014,1,True,Northeast
03340800,5,PRCP,1,0.0027307854994172,Tair,0.0018308230373149,0.329561755141284,1,True,Northeast
03346000,5,PRCP,1,0.0106987742230506,SRAD,0.0043913872269282,0.589542957410306,1,True,Northeast
03357350,5,PRCP,1,0.0030411269072801,SRAD,0.0026802923584543,0.11865159193521468,1,False,Northeast
03364500,5,PRCP,1,0.0025084960759554,Tair,0.0021755986291308,0.13270797989899627,1,False,Northeast
03366500,5,PRCP,1,0.0048973855122731,VP,0.0032304454726364,0.34037345752325654,1,True,Northeast
03368000,5,Tair,27,0.0030679258212457,VP,0.0030288063835503,0.012751102854082718,7,False,Northeast
03384450,5,Tair,16,0.0030853114355202,VP,0.0027675987342757,0.10297589332045237,4,False,Northeast
03439000,6,SRAD,1,0.0030597424763098,PRCP,0.0025896818977999,0.15362749713394713,1,False,Rest of CONUS
03450000,6,PRCP,1,0.0019777925294745,SRAD,0.0013965155527903,0.2939018972018494,1,True,Rest of CONUS
03455500,6,SRAD,1,0.0035585396875265,VP,0.0030356074574759,0.1469513553224087,1,False,Rest of CONUS
03456500,6,PRCP,1,0.0027012243672946,SRAD,0.0019920840381593,0.2625255190650959,1,True,Rest of CONUS
03460000,6,Tair,26,0.0038569434484763,PRCP,0.0036763937107248,0.046811611361018746,5,False,Rest of CONUS
03463300,6,PRCP,1,0.0016239884218222,VP,0.001527964131342,0.059128679238030425,1,False,Rest of CONUS
03471500,6,PRCP,1,0.0027583383773767,Tair,0.0023542706018605,0.14648956010266082,1,False,Rest of CONUS
03473000,6,PRCP,1,0.0057555360388759,Tair,0.0039061272078883,0.3213269482626337,1,True,Rest of CONUS
03479000,6,VP,30,0.0017123533066715,SRAD,0.0015970549996463,0.06733324634348894,2,False,Rest of CONUS
03488000,6,PRCP,1,0.0032942282655383,Tair,0.0029824067734774,0.09465691716719755,1,False,Rest of CONUS
03498500,6,PRCP,1,0.0045178353820931,Tair,0.0026608766869845,0.4110284103021647,1,True,Rest of CONUS
03500000,6,PRCP,1,0.0066938140044993,SRAD,0.0055268640076099,0.17433259963677294,1,False,Rest of CONUS
03500240,6,Tair,15,0.0029448141770715,VP,0.0027497099356621,0.06625349841375167,2,False,Rest of CONUS
03504000,6,PRCP,1,0.0030505174898744,SRAD,0.002975232831273,0.024679307314674603,1,False,Rest of CONUS
03574500,6,PRCP,1,0.0117300928138992,SRAD,0.0031053829452224,0.7352635657287574,1,True,Rest of CONUS
03592718,6,PRCP,1,0.0016345390868567,Tair,0.0015765580328773,0.03547241815483306,1,False,Rest of CONUS
03604000,6,PRCP,1,0.0061480052005845,Tair,0.0017820600803173,0.7101401150168388,1,True,Rest of CONUS
