attribute,forcing_peak_te,high_prec_timing,count,mean,median,std,low_prec_timing,geol_1st_class,geol_2nd_class,dom_land_cover
geol_1st_class,PRCP_peak_te,,25,0.0035152758355743796,0.0019633203037282,0.0036295638617958037,,Mixed sedimentary rocks,,
geol_1st_class,PRCP_peak_te,,12,0.0032214424358898166,0.00333975938737095,0.001384948762899755,,Acid volcanic rocks,,
geol_1st_class,PRCP_peak_te,,2,0.0018775354099826,0.0018775354099826,3.3127557981967735e-05,,Pyroclastics,,
geol_1st_class,SRAD_peak_te,,4,0.009640417660058926,0.0097196230001746,0.0033660754202893225,,Intermediate volcanic rocks,,
geol_1st_class,SRAD_peak_te,,40,0.00615298191887875,0.00532862378737185,0.003789911084558961,,Basic volcanic rocks,,
geol_1st_class,SRAD_peak_te,,4,0.005861273363213825,0.006651408716713049,0.0022888909687641982,,Intermediate plutonic rocks,,
geol_1st_class,SRAD_peak_te,,42,0.0057930247075160405,0.0051502718384543004,0.0031571348768028354,,Acid plutonic rocks,,
geol_1st_class,SRAD_peak_te,,2,0.00545341330402465,0.00545341330402465,0.0005776028795775323,,Pyroclastics,,
geol_1st_class,SRAD_peak_te,,229,0.0041718160091280725,0.0029922201781455,0.003652913249710664,,Siliciclastic sedimentary rocks,,
geol_1st_class,SRAD_peak_te,,1,0.0039617848157813,0.0039617848157813,,,Basic plutonic rocks,,
geol_1st_class,SRAD_peak_te,,106,0.0037039111665490283,0.00272471947367885,0.003013504428415038,,Metamorphics,,
geol_1st_class,SRAD_peak_te,,12,0.0034408932957530752,0.00298931770178825,0.0021543581530528667,,Acid volcanic rocks,,
geol_1st_class,SRAD_peak_te,,125,0.0030533591598505025,0.0024392304786298,0.002043585285060241,,Unconsolidated sediments,,
geol_1st_class,SRAD_peak_te,,81,0.0030463426191957026,0.0025552663712744,0.002386724510151779,,Carbonate sedimentary rocks,,
geol_1st_class,SRAD_peak_te,,25,0.0029984977276638403,0.0024791235366659,0.0023480297378802514,,Mixed sedimentary rocks,,
geol_1st_class,Tair_peak_te,,4,0.007250738975747225,0.0077989365555713,0.002488615828002654,,Intermediate volcanic rocks,,
geol_1st_class,Tair_peak_te,,42,0.004928903664294172,0.00416452740909065,0.0029495879157098734,,Acid plutonic rocks,,
geol_1st_class,Tair_peak_te,,40,0.00438905116776992,0.0045858992087079,0.0023855993460297487,,Basic volcanic rocks,,
geol_1st_class,Tair_peak_te,,4,0.003903430922700975,0.0037068745329539,0.0014360838211618047,,Intermediate plutonic rocks,,
geol_1st_class,Tair_peak_te,,2,0.0037891914245293,0.0037891914245293,0.0010778884837621475,,Pyroclastics,,
geol_1st_class,Tair_peak_te,,229,0.0034705140355103608,0.002969755501325,0.0020549132865139985,,Siliciclastic sedimentary rocks,,
geol_1st_class,Tair_peak_te,,106,0.003219830659688548,0.0023939656580832,0.0027788542546068355,,Metamorphics,,
geol_1st_class,Tair_peak_te,,25,0.0027935888355935003,0.0018735695097509,0.0024052189838416277,,Mixed sedimentary rocks,,
geol_1st_class,Tair_peak_te,,1,0.002756009438511,0.002756009438511,,,Basic plutonic rocks,,
geol_1st_class,Tair_peak_te,,81,0.002583836589764791,0.0020675177179234,0.0019402949714934763,,Carbonate sedimentary rocks,,
geol_1st_class,Tair_peak_te,,12,0.0025342471229686833,0.0021850150125358,0.001522995077768666,,Acid volcanic rocks,,
geol_1st_class,Tair_peak_te,,125,0.0020744894257700686,0.0017972744668483,0.0012444612909235661,,Unconsolidated sediments,,
geol_1st_class,VP_peak_te,,4,0.005312106140456425,0.00514382522617305,0.0021605129695505283,,Intermediate volcanic rocks,,
geol_1st_class,VP_peak_te,,42,0.0036794075523583717,0.00353194160346325,0.002118893225038996,,Acid plutonic rocks,,
geol_1st_class,VP_peak_te,,40,0.003161284736870685,0.00304698775328985,0.001801852727802141,,Basic volcanic rocks,,
geol_1st_class,VP_peak_te,,1,0.0031186748316963,0.0031186748316963,,,Basic plutonic rocks,,
geol_1st_class,VP_peak_te,,2,0.0030260473667683002,0.0030260473667683002,0.001781449475107035,,Pyroclastics,,
geol_1st_class,VP_peak_te,,106,0.0028921759422498605,0.0023567788976058,0.0022720884121793772,,Metamorphics,,
geol_1st_class,VP_peak_te,,229,0.002887185891914407,0.0026017004170029,0.0014508859309187265,,Siliciclastic sedimentary rocks,,
geol_1st_class,VP_peak_te,,81,0.0025971231664661245,0.0021097999418095,0.0019680677489887013,,Carbonate sedimentary rocks,,
geol_1st_class,VP_peak_te,,4,0.00252113138537535,0.0025888614709106,0.0008264343190377419,,Intermediate plutonic rocks,,
geol_1st_class,VP_peak_te,,25,0.002339048319199532,0.0020113135469456,0.0014166444710580468,,Mixed sedimentary rocks,,
geol_1st_class,VP_peak_te,,125,0.002059026530499468,0.0017376539850746,0.001069948503672531,,Unconsolidated sediments,,
geol_1st_class,VP_peak_te,,12,0.0018941821084695082,0.00167112072111675,0.0012014349764355265,,Acid volcanic rocks,,
geol_2nd_class,PRCP_peak_te,,38,0.0102067894216219,0.008014623622299051,0.00878140889792252,,,Basic volcanic rocks,
geol_2nd_class,PRCP_peak_te,,11,0.009347860069462782,0.0052561519298091,0.008253199016313587,,,Basic plutonic rocks,
geol_2nd_class,PRCP_peak_te,,10,0.00820728087090172,0.006703601921747749,0.006396547924695656,,,Intermediate volcanic rocks,
geol_2nd_class,PRCP_peak_te,,91,0.006022006258060834,0.0032848825257227,0.0065922016751062545,,,Unconsolidated sediments,
geol_2nd_class,PRCP_peak_te,,6,0.0057353711074544,0.00362870967004365,0.0063358504691568285,,,Acid volcanic rocks,
geol_2nd_class,PRCP_peak_te,,46,0.005643251102351952,0.0039917265265372,0.004202623017572804,,,Metamorphics,
geol_2nd_class,PRCP_peak_te,,10,0.00546111279538285,0.00320762464731735,0.006900194551158577,,,Intermediate plutonic rocks,
geol_2nd_class,PRCP_peak_te,,123,0.004914518364763751,0.0035838394998161,0.004105002574328727,,,Siliciclastic sedimentary rocks,
geol_2nd_class,PRCP_peak_te,,62,0.004470788071796091,0.00322659520327295,0.004357177052049122,,,Mixed sedimentary rocks,
geol_2nd_class,PRCP_peak_te,,51,0.004321825371936475,0.0029583082708213,0.003760940168029486,,,Acid plutonic rocks,
geol_2nd_class,PRCP_peak_te,,67,0.0042238382245209,0.0030411269072801,0.0031673933127479197,,,Carbonate sedimentary rocks,
geol_2nd_class,PRCP_peak_te,,16,0.004125861179799575,0.0020063783133901997,0.0051748770142253445,,,Water bodies,
geol_2nd_class,PRCP_peak_te,,2,0.0022560296766391498,0.0022560296766391498,0.0005231213268736322,,,Pyroclastics,
geol_2nd_class,SRAD_peak_te,,11,0.007488850631907745,0.0050011244263922,0.005874871694723014,,,Basic plutonic rocks,
geol_2nd_class,SRAD_peak_te,,38,0.006530206553015358,0.0052528360373512,0.004532477831970861,,,Basic volcanic rocks,
geol_2nd_class,SRAD_peak_te,,10,0.00585084468473779,0.00539893271603115,0.002986936525736612,,,Intermediate volcanic rocks,
geol_2nd_class,SRAD_peak_te,,46,0.00547786978314242,0.0043380854063214,0.003829621356011639,,,Metamorphics,
geol_2nd_class,SRAD_peak_te,,91,0.005094540863991083,0.003967908005817,0.0038802777654058877,,,Unconsolidated sediments,
geol_2nd_class,SRAD_peak_te,,10,0.00485754461191195,0.0037189886313615,0.0037794157712277743,,,Intermediate plutonic rocks,
geol_2nd_class,SRAD_peak_te,,6,0.004484024556181834,0.0035446234534426,0.003001114287783732,,,Acid volcanic rocks,
geol_2nd_class,SRAD_peak_te,,51,0.004392840561154057,0.0030597424763098,0.0037592485982876124,,,Acid plutonic rocks,
geol_2nd_class,SRAD_peak_te,,16,0.0033625984755553937,0.00245415700265255,0.0021575070210949595,,,Water bodies,
geol_2nd_class,SRAD_peak_te,,123,0.003326655881911347,0.0024978260041633,0.002603833093172601,,,Siliciclastic sedimentary rocks,
geol_2nd_class,SRAD_peak_te,,67,0.0031988403537882163,0.0027202784565067,0.001815642727797551,,,Carbonate sedimentary rocks,
geol_2nd_class,SRAD_peak_te,,62,0.0028967279593667935,0.0023009111967601,0.0024033296665698853,,,Mixed sedimentary rocks,
geol_2nd_class,SRAD_peak_te,,2,0.0028232692929218497,0.0028232692929218497,0.0013499908257873327,,,Pyroclastics,
geol_2nd_class,Tair_peak_te,,11,0.0048923213500949,0.0037539935747141,0.0029808557591414,,,Basic plutonic rocks,
geol_2nd_class,Tair_peak_te,,38,0.0044623534073787155,0.0037941874656454502,0.002300659718734222,,,Basic volcanic rocks,
geol_2nd_class,Tair_peak_te,,46,0.004277195499762357,0.0033115671835127,0.002908577314740933,,,Metamorphics,
geol_2nd_class,Tair_peak_te,,10,0.00415278165801847,0.00409990476653775,0.0012801170267410086,,,Intermediate volcanic rocks,
geol_2nd_class,Tair_peak_te,,91,0.0038374500186508197,0.0032237292840866,0.0025838310383488896,,,Unconsolidated sediments,
geol_2nd_class,Tair_peak_te,,51,0.0038332503775363176,0.0023933709419757,0.003678268029908433,,,Acid plutonic rocks,
geol_2nd_class,Tair_peak_te,,16,0.0032637771750608376,0.002435869202717,0.0021689259436634203,,,Water bodies,
geol_2nd_class,Tair_peak_te,,6,0.0030890864990843667,0.0026806844649179,0.0019296993950890797,,,Acid volcanic rocks,
geol_2nd_class,Tair_peak_te,,10,0.00306753440166378,0.0025302279862799,0.001897123507870657,,,Intermediate plutonic rocks,
geol_2nd_class,Tair_peak_te,,67,0.0029530038591850105,0.002504449182504,0.0019110152647412227,,,Carbonate sedimentary rocks,
geol_2nd_class,Tair_peak_te,,123,0.0026323379532238625,0.0022199629122736,0.001872424103999965,,,Siliciclastic sedimentary rocks,
geol_2nd_class,Tair_peak_te,,62,0.0026075311748885,0.00202004569731165,0.001805731663280312,,,Mixed sedimentary rocks,
geol_2nd_class,Tair_peak_te,,2,0.00232002923174615,0.00232002923174615,0.0017987462642713623,,,Pyroclastics,
geol_2nd_class,VP_peak_te,,10,0.00358138398705892,0.003201139946215,0.001284523127202242,,,Intermediate volcanic rocks,
geol_2nd_class,VP_peak_te,,51,0.003342277708952163,0.0023052939765633,0.003043783968470872,,,Acid plutonic rocks,
geol_2nd_class,VP_peak_te,,46,0.003311976778801074,0.00255590214576355,0.0022608686784211015,,,Metamorphics,
geol_2nd_class,VP_peak_te,,91,0.0031741067336460847,0.0026923134962746,0.001874245394485265,,,Unconsolidated sediments,
geol_2nd_class,VP_peak_te,,11,0.003087059564402482,0.0030375758414124,0.0014698056236592545,,,Basic plutonic rocks,
geol_2nd_class,VP_peak_te,,38,0.0030787346782190105,0.0026822478204418,0.0016039315843054318,,,Basic volcanic rocks,
geol_2nd_class,VP_peak_te,,67,0.0026916894920078777,0.0024781834780024,0.001454935295694896,,,Carbonate sedimentary rocks,
geol_2nd_class,VP_peak_te,,16,0.0025963889973326876,0.0022864938383292,0.0015139939154936947,,,Water bodies,
geol_2nd_class,VP_peak_te,,123,0.002423393821096398,0.0020601920132485,0.001687863321307246,,,Siliciclastic sedimentary rocks,
geol_2nd_class,VP_peak_te,,10,0.0023192638944249796,0.0022138340126393,0.000871836171030669,,,Intermediate plutonic rocks,
geol_2nd_class,VP_peak_te,,62,0.002285391490257029,0.0020933724413932002,0.001134160693650948,,,Mixed sedimentary rocks,
geol_2nd_class,VP_peak_te,,6,0.0022030098379858666,0.0017730894134862,0.001191112252383865,,,Acid volcanic rocks,
geol_2nd_class,VP_peak_te,,2,0.00174212748606235,0.00174212748606235,0.0007405278534340719,,,Pyroclastics,
dom_land_cover,PRCP_peak_te,,110,0.010663213984089794,0.00945537238804995,0.0079405443292258,,,,    Evergreen Needleleaf Forest
dom_land_cover,PRCP_peak_te,,89,0.0056580766958917485,0.0040272695775053,0.00480619331106459,,,,    Mixed Forests
dom_land_cover,PRCP_peak_te,,64,0.0054361850280704735,0.00458717813127425,0.0037354953575524106,,,,    Woody Savannas
dom_land_cover,PRCP_peak_te,,4,0.005046132563632275,0.00443569623542345,0.0016456090761854747,,,,    Closed Shrublands
dom_land_cover,PRCP_peak_te,,5,0.00475110203240358,0.0050204199715904,0.0023386677473796573,,,,    Savannas
dom_land_cover,PRCP_peak_te,,5,0.0046823408352513396,0.0039044479517116,0.0031834156559148387,,,,    Evergreen Broadleaf Forest
dom_land_cover,PRCP_peak_te,,63,0.004512397425727614,0.0035561941651218,0.0035825538541016553,,,,    Croplands
dom_land_cover,PRCP_peak_te,,87,0.004193865298556286,0.0032591632985488,0.003189200586695918,,,,    cropland/natural vegetation mosaic
dom_land_cover,PRCP_peak_te,,11,0.0032705585386170635,0.0030371045609284,0.0016647103358208104,,,,    Open Shrublands
dom_land_cover,PRCP_peak_te,,122,0.0031610922678511517,0.0023097015201477998,0.0027005664479128524,,,,    Deciduous Broadleaf Forest
dom_land_cover,PRCP_peak_te,,110,0.0028902420541685246,0.0022206618597921,0.0021837595493916185,,,,    Grasslands
dom_land_cover,PRCP_peak_te,,1,0.0019548781442743,0.0019548781442743,,,,,    Barren or Sparsely Vegetated
dom_land_cover,SRAD_peak_te,,110,0.007669453263112643,0.0071265900185939,0.004201192385471034,,,,    Evergreen Needleleaf Forest
dom_land_cover,SRAD_peak_te,,1,0.0051447799011211,0.0051447799011211,,,,,    Barren or Sparsely Vegetated
dom_land_cover,SRAD_peak_te,,110,0.004513654816279206,0.00289572559892995,0.003988440255457428,,,,    Grasslands
dom_land_cover,SRAD_peak_te,,5,0.00378027988835148,0.0040319758369831,0.0018383890035753192,,,,    Savannas
dom_land_cover,SRAD_peak_te,,89,0.0036343995261509904,0.0031474251770401,0.0022421304396185995,,,,    Mixed Forests
dom_land_cover,SRAD_peak_te,,4,0.003455341287143275,0.00319895089377135,0.0012036837932302307,,,,    Closed Shrublands
dom_land_cover,SRAD_peak_te,,64,0.0034054629999179923,0.00359290021949005,0.001728215022787201,,,,    Woody Savannas
dom_land_cover,SRAD_peak_te,,63,0.002717446343470086,0.0024563924717027,0.0010243098878282356,,,,    Croplands
dom_land_cover,SRAD_peak_te,,87,0.0026428313090696197,0.0022804853856295,0.0013957777460654574,,,,    cropland/natural vegetation mosaic
dom_land_cover,SRAD_peak_te,,5,0.00261452194895408,0.0030123869341618,0.0013801292834990343,,,,    Evergreen Broadleaf Forest
dom_land_cover,SRAD_peak_te,,122,0.0024528163831871097,0.00224093905090925,0.0011738792208696187,,,,    Deciduous Broadleaf Forest
dom_land_cover,SRAD_peak_te,,11,0.002370606776459427,0.0024290459567728,0.0011306044086679757,,,,    Open Shrublands
dom_land_cover,Tair_peak_te,,110,0.005263304533035537,0.00496836812681405,0.002531276336398746,,,,    Evergreen Needleleaf Forest
dom_land_cover,Tair_peak_te,,1,0.0037694019283152,0.0037694019283152,,,,,    Barren or Sparsely Vegetated
dom_land_cover,Tair_peak_te,,110,0.003544259262091447,0.0023006099167115,0.003252657028059548,,,,    Grasslands
dom_land_cover,Tair_peak_te,,89,0.0031378027092176216,0.0029430199487296,0.0018220896612047813,,,,    Mixed Forests
dom_land_cover,Tair_peak_te,,122,0.0027786787821484664,0.00265716582723525,0.0013378626747948656,,,,    Deciduous Broadleaf Forest
dom_land_cover,Tair_peak_te,,87,0.002561618677484561,0.002142494827949,0.0018379513083432092,,,,    cropland/natural vegetation mosaic
dom_land_cover,Tair_peak_te,,5,0.00243990613568376,0.0024549149274607,0.0010666532376859311,,,,    Savannas
dom_land_cover,Tair_peak_te,,63,0.002328992520416211,0.00212742655268,0.000915065321887241,,,,    Croplands
dom_land_cover,Tair_peak_te,,11,0.002163030489300745,0.0021870080007053,0.0012964219125462138,,,,    Open Shrublands
dom_land_cover,Tair_peak_te,,64,0.0020566231374845546,0.0019841542273988,0.0010265623352126827,,,,    Woody Savannas
dom_land_cover,Tair_peak_te,,4,0.0018211091042724,0.0019753321256648,0.0005413298056937923,,,,    Closed Shrublands
dom_land_cover,Tair_peak_te,,5,0.00141525119401412,0.0017440482279368,0.0006062798770482958,,,,    Evergreen Broadleaf Forest
dom_land_cover,VP_peak_te,,110,0.003729763549641563,0.0035023619117921503,0.0018931659333281464,,,,    Evergreen Needleleaf Forest
dom_land_cover,VP_peak_te,,110,0.003188275121666972,0.002154738495013,0.002756551564050505,,,,    Grasslands
dom_land_cover,VP_peak_te,,89,0.00270468833889821,0.0025368128092548,0.0012278797822373026,,,,    Mixed Forests
dom_land_cover,VP_peak_te,,122,0.0025701253595541503,0.00247879842276855,0.0011948961338451617,,,,    Deciduous Broadleaf Forest
dom_land_cover,VP_peak_te,,87,0.0023989718774876734,0.0022526876270782,0.0012261028618536136,,,,    cropland/natural vegetation mosaic
dom_land_cover,VP_peak_te,,64,0.0021489457321602467,0.00201355277138325,0.0010219304210838144,,,,    Woody Savannas
dom_land_cover,VP_peak_te,,63,0.0021263641552498125,0.0020555665303448,0.0009301547937582204,,,,    Croplands
dom_land_cover,VP_peak_te,,1,0.0020971302452717,0.0020971302452717,,,,,    Barren or Sparsely Vegetated
dom_land_cover,VP_peak_te,,5,0.00183480473616292,0.0018331607006464,0.0005686462222228871,,,,    Savannas
dom_land_cover,VP_peak_te,,5,0.00163954002373158,0.0018699042170802,0.0006858657697754333,,,,    Evergreen Broadleaf Forest
dom_land_cover,VP_peak_te,,11,0.0015997416874823818,0.0014498881198074,0.001437225103193538,,,,    Open Shrublands
dom_land_cover,VP_peak_te,,4,0.0014128217720444,0.00143780690223155,0.00012666850930494506,,,,    Closed Shrublands
