forcing,lag_column,attribute,n,pearson_r,spearman_r,abs_pearson_r,abs_spearman_r,rank_within_forcing
PRCP,PRCP_peak_lag,carbonate_rocks_frac,671,0.0007118126156148406,0.06561140947376531,0.0007118126156148406,0.06561140947376531,24.0
PRCP,PRCP_peak_lag,baseflow_index,671,0.08392558009413323,0.0640742786497817,0.08392558009413323,0.0640742786497817,25.0
PRCP,PRCP_peak_lag,soil_porosity,671,-0.039645549862032496,-0.06310564542043587,0.039645549862032496,0.06310564542043587,26.0
PRCP,PRCP_peak_lag,soil_conductivity,671,-0.03098405804376425,0.06305369526677419,0.03098405804376425,0.06305369526677419,27.0
PRCP,PRCP_peak_lag,slope_mean,671,0.10684654794613646,0.05550821227382379,0.10684654794613646,0.05550821227382379,28.0
PRCP,PRCP_peak_lag,geol_permeability,671,0.01728631003751904,0.05544525658705424,0.01728631003751904,0.05544525658705424,29.0
PRCP,PRCP_peak_lag,geol_porostiy,668,0.02622690023908207,0.05534596640951761,0.02622690023908207,0.05534596640951761,30.0
PRCP,PRCP_peak_lag,sand_frac,671,-0.028682060575827617,0.048731737982400235,0.028682060575827617,0.048731737982400235,31.0
PRCP,PRCP_peak_lag,q5,670,-0.07102383626744822,-0.04441577650940859,0.07102383626744822,0.04441577650940859,32.0
PRCP,PRCP_peak_lag,silt_frac,671,-0.016655510983831875,-0.04167135454811336,0.016655510983831875,0.04167135454811336,33.0
PRCP,PRCP_peak_lag,max_water_content,671,-0.09057323518405044,-0.03669871337368132,0.09057323518405044,0.03669871337368132,34.0
PRCP,PRCP_peak_lag,zero_q_freq,670,-0.023493946425935195,0.036304250863129134,0.023493946425935195,0.036304250863129134,35.0
PRCP,PRCP_peak_lag,area_gages2,671,-0.04478800909492104,-0.035982241841350196,0.04478800909492104,0.035982241841350196,36.0
PRCP,PRCP_peak_lag,gvf_diff,671,-0.07282245551929503,-0.029621592436208977,0.07282245551929503,0.029621592436208977,37.0
PRCP,PRCP_peak_lag,low_q_freq,670,-0.0433426670906335,-0.027280304125094086,0.0433426670906335,0.027280304125094086,38.0
PRCP,PRCP_peak_lag,high_prec_freq,671,0.044639053501804554,0.02159597757944623,0.044639053501804554,0.02159597757944623,39.0
PRCP,PRCP_peak_lag,area_geospa_fabric,671,-0.038436584600246584,-0.019935789038148063,0.038436584600246584,0.019935789038148063,40.0
PRCP,PRCP_peak_lag,dom_land_cover_frac,671,-0.0026879297154532916,-0.019569589025838587,0.0026879297154532916,0.019569589025838587,41.0
PRCP,PRCP_peak_lag,organic_frac,671,-0.0427120285989084,-0.01756342935036373,0.0427120285989084,0.01756342935036373,42.0
PRCP,PRCP_peak_lag,low_q_dur,670,-0.03809998833415396,-0.01225068543904158,0.03809998833415396,0.01225068543904158,43.0
PRCP,PRCP_peak_lag,p_seasonality,671,0.03140521985277072,0.011640289520251956,0.03140521985277072,0.011640289520251956,44.0
PRCP,PRCP_peak_lag,high_prec_dur,671,0.01366074059088164,0.01154704305676604,0.01366074059088164,0.01154704305676604,45.0
PRCP,PRCP_peak_lag,soil_depth_statsgo,671,-0.03000569896559372,0.011101077805843773,0.03000569896559372,0.011101077805843773,46.0
PRCP,PRCP_peak_lag,stream_elas,670,0.020901621235441748,-0.007296285806641761,0.020901621235441748,0.007296285806641761,47.0
PRCP,PRCP_peak_lag,glim_1st_class_frac,671,0.005999979471939258,-0.006332514763710664,0.005999979471939258,0.006332514763710664,48.0
PRCP,PRCP_peak_lag,glim_2nd_class_frac,671,-0.029988474765190343,0.0018587622830716465,0.029988474765190343,0.0018587622830716465,49.0
PRCP,PRCP_peak_lag,water_frac,671,0.05578576517738175,0.00016208452294677988,0.05578576517738175,0.00016208452294677988,50.0
SRAD,SRAD_peak_lag,p_seasonality,671,0.332324457618559,0.35322889092699616,0.332324457618559,0.35322889092699616,1.0
SRAD,SRAD_peak_lag,gvf_diff,671,0.3130852280121928,0.344907047540845,0.3130852280121928,0.344907047540845,2.0
SRAD,SRAD_peak_lag,pet_mean,671,-0.18537659426472547,-0.268837458174651,0.18537659426472547,0.268837458174651,3.0
SRAD,SRAD_peak_lag,frac_snow,671,-0.06339297209694923,0.2532595172166441,0.06339297209694923,0.2532595172166441,4.0
SRAD,SRAD_peak_lag,p_mean,671,-0.21009805836611523,-0.2432573175800397,0.21009805836611523,0.2432573175800397,5.0
SRAD,SRAD_peak_lag,silt_frac,671,0.23156399099965463,0.21813743959871598,0.23156399099965463,0.21813743959871598,6.0
SRAD,SRAD_peak_lag,q95,670,-0.21671593314359316,-0.20733371126697717,0.21671593314359316,0.20733371126697717,7.0
SRAD,SRAD_peak_lag,soil_porosity,671,0.18918951653127167,0.20486640419243057,0.18918951653127167,0.20486640419243057,8.0
SRAD,SRAD_peak_lag,high_prec_dur,671,-0.1729281680937946,-0.20077672332930024,0.1729281680937946,0.20077672332930024,9.0
SRAD,SRAD_peak_lag,hfd_mean,670,0.08324133492916921,0.19445945177394536,0.08324133492916921,0.19445945177394536,10.0
SRAD,SRAD_peak_lag,root_depth_99,647,-0.1559627354078039,-0.19010939523843773,0.1559627354078039,0.19010939523843773,11.0
SRAD,SRAD_peak_lag,q_mean,670,-0.20061671328169864,-0.1880565539112579,0.20061671328169864,0.1880565539112579,12.0
SRAD,SRAD_peak_lag,runoff_ratio,670,-0.20105483734947296,-0.15186618989308007,0.20105483734947296,0.15186618989308007,13.0
SRAD,SRAD_peak_lag,q5,670,-0.19711201476232537,-0.13779877837903617,0.19711201476232537,0.13779877837903617,14.0
SRAD,SRAD_peak_lag,dom_land_cover_frac,671,0.13897337362575393,0.1376121991597635,0.13897337362575393,0.1376121991597635,15.0
SRAD,SRAD_peak_lag,low_prec_dur,671,-0.08440572083521378,-0.1360541400597379,0.08440572083521378,0.1360541400597379,16.0
SRAD,SRAD_peak_lag,geol_permeability,671,-0.13526945793212208,-0.12989352764628592,0.13526945793212208,0.12989352764628592,17.0
SRAD,SRAD_peak_lag,sand_frac,671,-0.187141152798604,-0.12343605157957706,0.187141152798604,0.12343605157957706,18.0
SRAD,SRAD_peak_lag,soil_conductivity,671,-0.14369299453096468,-0.1090079023369411,0.14369299453096468,0.1090079023369411,19.0
SRAD,SRAD_peak_lag,slope_mean,671,-0.21239305866660224,-0.10649790726136417,0.21239305866660224,0.10649790726136417,20.0
SRAD,SRAD_peak_lag,frac_forest,671,-0.172101854837352,-0.1049323848464503,0.172101854837352,0.1049323848464503,21.0
SRAD,SRAD_peak_lag,low_q_dur,670,-0.04575241864930115,-0.09581958963669679,0.04575241864930115,0.09581958963669679,22.0
SRAD,SRAD_peak_lag,soil_depth_pelletier,671,0.09016119941545245,0.092733720982978,0.09016119941545245,0.092733720982978,23.0
SRAD,SRAD_peak_lag,water_frac,671,0.027100349101115945,0.0816182289961799,0.027100349101115945,0.0816182289961799,24.0
SRAD,SRAD_peak_lag,elev_mean,671,-0.09110684616568362,0.07954913242891061,0.09110684616568362,0.07954913242891061,25.0
SRAD,SRAD_peak_lag,lai_diff,671,0.06952211279575257,0.07917154894404624,0.06952211279575257,0.07917154894404624,26.0
SRAD,SRAD_peak_lag,aridity,671,0.05003238850654289,0.07891424512833463,0.05003238850654289,0.07891424512833463,27.0
SRAD,SRAD_peak_lag,high_prec_freq,671,0.1508805646410293,0.07706627183504751,0.1508805646410293,0.07706627183504751,28.0
SRAD,SRAD_peak_lag,carbonate_rocks_frac,671,0.0336903687104443,0.07343008550106019,0.0336903687104443,0.07343008550106019,29.0
SRAD,SRAD_peak_lag,max_water_content,671,0.05777742195397704,0.06707844513204893,0.05777742195397704,0.06707844513204893,30.0
SRAD,SRAD_peak_lag,clay_frac,671,0.04744715265343015,-0.06651303768241482,0.04744715265343015,0.06651303768241482,31.0
SRAD,SRAD_peak_lag,high_q_freq,670,-0.0016381027268524005,-0.059916787356500426,0.0016381027268524005,0.059916787356500426,32.0
SRAD,SRAD_peak_lag,glim_1st_class_frac,671,0.08203048814461135,0.05397659881828947,0.08203048814461135,0.05397659881828947,33.0
SRAD,SRAD_peak_lag,organic_frac,671,-0.0026418423323577096,0.05321916790709791,0.0026418423323577096,0.05321916790709791,34.0
SRAD,SRAD_peak_lag,glim_2nd_class_frac,671,-0.0755651461374761,-0.05267497852854842,0.0755651461374761,0.05267497852854842,35.0
SRAD,SRAD_peak_lag,low_prec_freq,671,0.10501762591282916,0.051185390087339466,0.10501762591282916,0.051185390087339466,36.0
SRAD,SRAD_peak_lag,zero_q_freq,670,0.009352220642845016,0.04518834513286076,0.009352220642845016,0.04518834513286076,37.0
SRAD,SRAD_peak_lag,other_frac,671,-0.0671356872505637,-0.04103046647167033,0.0671356872505637,0.04103046647167033,38.0
SRAD,SRAD_peak_lag,geol_porostiy,668,0.059996737317979526,0.03719246640107929,0.059996737317979526,0.03719246640107929,39.0
SRAD,SRAD_peak_lag,area_gages2,671,0.03184582140916852,-0.03556792680498024,0.03184582140916852,0.03556792680498024,40.0
SRAD,SRAD_peak_lag,area_geospa_fabric,671,0.03241658746774859,-0.03304949657037483,0.03241658746774859,0.03304949657037483,41.0
SRAD,SRAD_peak_lag,high_q_dur,670,-0.02666814949755432,-0.030204390988909487,0.02666814949755432,0.030204390988909487,42.0
SRAD,SRAD_peak_lag,low_q_freq,670,0.04481959107937745,-0.02955631490272522,0.04481959107937745,0.02955631490272522,43.0
SRAD,SRAD_peak_lag,baseflow_index,671,-0.0907323821834375,-0.028118933279852043,0.0907323821834375,0.028118933279852043,44.0
SRAD,SRAD_peak_lag,lai_max,671,-0.03814830720156261,-0.027762681359671124,0.03814830720156261,0.027762681359671124,45.0
SRAD,SRAD_peak_lag,root_depth_50,647,-0.06569197068447315,-0.025682751012974445,0.06569197068447315,0.025682751012974445,46.0
SRAD,SRAD_peak_lag,soil_depth_statsgo,671,0.017092444091729705,0.02379568385520026,0.017092444091729705,0.02379568385520026,47.0
SRAD,SRAD_peak_lag,gvf_max,671,0.0006019838092741588,-0.00987201600650706,0.0006019838092741588,0.00987201600650706,48.0
SRAD,SRAD_peak_lag,slope_fdc,670,-0.003725897952017057,-0.006826622450277234,0.003725897952017057,0.006826622450277234,49.0
SRAD,SRAD_peak_lag,stream_elas,670,0.06453709643547517,-0.0015947205800412312,0.06453709643547517,0.0015947205800412312,50.0
Tair,Tair_peak_lag,frac_snow,671,-0.36898552330507334,-0.31685835616605273,0.36898552330507334,0.31685835616605273,1.0
Tair,Tair_peak_lag,hfd_mean,670,-0.26777521009220423,-0.26765478275450677,0.26777521009220423,0.26765478275450677,2.0
Tair,Tair_peak_lag,elev_mean,671,-0.298522783791816,-0.25761119308622255,0.298522783791816,0.25761119308622255,3.0
Tair,Tair_peak_lag,high_prec_dur,671,-0.17920951199788504,-0.23477169662873112,0.17920951199788504,0.23477169662873112,4.0
Tair,Tair_peak_lag,slope_mean,671,-0.30066684680299127,-0.2339717191791963,0.30066684680299127,0.2339717191791963,5.0
Tair,Tair_peak_lag,glim_1st_class_frac,671,0.22166287832816917,0.2298876313697343,0.22166287832816917,0.2298876313697343,6.0
Tair,Tair_peak_lag,high_prec_freq,671,0.2710067847405627,0.2168653777215201,0.2710067847405627,0.2168653777215201,7.0
Tair,Tair_peak_lag,runoff_ratio,670,-0.24788801437762348,-0.21483693009338048,0.24788801437762348,0.21483693009338048,8.0
Tair,Tair_peak_lag,high_q_dur,670,-0.14118263738863063,-0.20694126139145258,0.14118263738863063,0.20694126139145258,9.0
Tair,Tair_peak_lag,soil_conductivity,671,-0.10450690654684376,-0.20291466073583805,0.10450690654684376,0.20291466073583805,10.0
Tair,Tair_peak_lag,clay_frac,671,0.17936516562524835,0.20008278483579509,0.17936516562524835,0.20008278483579509,11.0
Tair,Tair_peak_lag,root_depth_50,647,0.1586088738317328,0.19176055080232038,0.1586088738317328,0.19176055080232038,12.0
Tair,Tair_peak_lag,q5,670,-0.17094910662500248,-0.1872049341676429,0.17094910662500248,0.1872049341676429,13.0
Tair,Tair_peak_lag,gvf_diff,671,0.2068938387456124,0.18693378210943581,0.2068938387456124,0.18693378210943581,14.0
Tair,Tair_peak_lag,lai_diff,671,0.18587049277846257,0.18062121811157877,0.18587049277846257,0.18062121811157877,15.0
Tair,Tair_peak_lag,stream_elas,670,0.1471372639753728,0.178504504770602,0.1471372639753728,0.178504504770602,16.0
Tair,Tair_peak_lag,glim_2nd_class_frac,671,-0.15038102439018056,-0.17484004918782936,0.15038102439018056,0.17484004918782936,17.0
Tair,Tair_peak_lag,baseflow_index,671,-0.14573411775146847,-0.16880240800382965,0.14573411775146847,0.16880240800382965,18.0
Tair,Tair_peak_lag,sand_frac,671,-0.13879721334352532,-0.15915959843613567,0.13879721334352532,0.15915959843613567,19.0
Tair,Tair_peak_lag,lai_max,671,0.14649489186064518,0.1573913249596237,0.14649489186064518,0.1573913249596237,20.0
Tair,Tair_peak_lag,soil_porosity,671,0.1105107127811568,0.1495610335769222,0.1105107127811568,0.1495610335769222,21.0
Tair,Tair_peak_lag,q95,670,-0.22013730231934472,-0.14547227893006667,0.22013730231934472,0.14547227893006667,22.0
Tair,Tair_peak_lag,low_prec_freq,671,0.1505504353068389,0.14114278312510067,0.1505504353068389,0.14114278312510067,23.0
Tair,Tair_peak_lag,geol_porostiy,668,0.12371809611378587,0.1334843151436099,0.12371809611378587,0.1334843151436099,24.0
Tair,Tair_peak_lag,gvf_max,671,0.1396094006196893,0.13048531969784888,0.1396094006196893,0.13048531969784888,25.0
Tair,Tair_peak_lag,pet_mean,671,0.11311688062905785,0.1245866930175785,0.11311688062905785,0.1245866930175785,26.0
Tair,Tair_peak_lag,p_seasonality,671,0.1549327412225493,0.12443531807527006,0.1549327412225493,0.12443531807527006,27.0
Tair,Tair_peak_lag,silt_frac,671,0.11859370855964183,0.12432246111990193,0.11859370855964183,0.12432246111990193,28.0
Tair,Tair_peak_lag,other_frac,671,-0.13045003126920268,-0.11961233835040568,0.13045003126920268,0.11961233835040568,29.0
Tair,Tair_peak_lag,zero_q_freq,670,0.03530422605640496,0.11391980085558925,0.03530422605640496,0.11391980085558925,30.0
Tair,Tair_peak_lag,soil_depth_pelletier,671,0.03453134593659451,0.1114387566209326,0.03453134593659451,0.1114387566209326,31.0
Tair,Tair_peak_lag,q_mean,670,-0.193942092279472,-0.10408447560373611,0.193942092279472,0.10408447560373611,32.0
Tair,Tair_peak_lag,organic_frac,671,-0.04223089882178657,-0.10352193613279154,0.04223089882178657,0.10352193613279154,33.0
Tair,Tair_peak_lag,low_prec_dur,671,-0.04955986211493915,-0.09112940807074865,0.04955986211493915,0.09112940807074865,34.0
Tair,Tair_peak_lag,geol_permeability,671,-0.07905283039966791,-0.0820017875851722,0.07905283039966791,0.0820017875851722,35.0
Tair,Tair_peak_lag,p_mean,671,-0.05003645981679455,0.0721665556815112,0.05003645981679455,0.0721665556815112,36.0
Tair,Tair_peak_lag,low_q_freq,670,0.06641265743662984,0.0705332591575392,0.06641265743662984,0.0705332591575392,37.0
Tair,Tair_peak_lag,frac_forest,671,-0.0499225042141165,-0.06450635237398285,0.0499225042141165,0.06450635237398285,38.0
Tair,Tair_peak_lag,root_depth_99,647,0.061931872532044026,0.06013403956484551,0.061931872532044026,0.06013403956484551,39.0
Tair,Tair_peak_lag,water_frac,671,-0.06612764590223036,-0.05092666064059807,0.06612764590223036,0.05092666064059807,40.0
Tair,Tair_peak_lag,carbonate_rocks_frac,671,0.05657792276261682,0.04415453238856041,0.05657792276261682,0.04415453238856041,41.0
Tair,Tair_peak_lag,max_water_content,671,0.011222977567132777,0.034624546618134674,0.011222977567132777,0.034624546618134674,42.0
Tair,Tair_peak_lag,soil_depth_statsgo,671,-0.0584970514308284,-0.03133743330427567,0.0584970514308284,0.03133743330427567,43.0
Tair,Tair_peak_lag,area_geospa_fabric,671,-0.01057381763679154,-0.027756621798330192,0.01057381763679154,0.027756621798330192,44.0
Tair,Tair_peak_lag,slope_fdc,670,0.0016368457529251344,0.02572283650605153,0.0016368457529251344,0.02572283650605153,45.0
Tair,Tair_peak_lag,low_q_dur,670,-0.05106214131018899,-0.019701130016280023,0.05106214131018899,0.019701130016280023,46.0
Tair,Tair_peak_lag,aridity,671,-0.020187196390324222,-0.018569157206346793,0.020187196390324222,0.018569157206346793,47.0
Tair,Tair_peak_lag,area_gages2,671,-0.004826853976294902,-0.016570441014147,0.004826853976294902,0.016570441014147,48.0
Tair,Tair_peak_lag,dom_land_cover_frac,671,0.007286316321821469,0.014424557709879712,0.007286316321821469,0.014424557709879712,49.0
Tair,Tair_peak_lag,high_q_freq,670,0.010687467140389094,-0.011161469602078929,0.010687467140389094,0.011161469602078929,50.0
VP,VP_peak_lag,root_depth_50,647,0.2630967575200453,0.3060007533790278,0.2630967575200453,0.3060007533790278,1.0
VP,VP_peak_lag,high_q_dur,670,-0.20920349825595028,-0.28938609877929816,0.20920349825595028,0.28938609877929816,2.0
VP,VP_peak_lag,hfd_mean,670,-0.28429202011440446,-0.2850888858835703,0.28429202011440446,0.2850888858835703,3.0
VP,VP_peak_lag,high_prec_dur,671,-0.24646301978951557,-0.2647065106520323,0.24646301978951557,0.2647065106520323,4.0
VP,VP_peak_lag,elev_mean,671,-0.2776865301975507,-0.2599171132508939,0.2776865301975507,0.2599171132508939,5.0
VP,VP_peak_lag,lai_diff,671,0.25917871050584146,0.2385358454424956,0.25917871050584146,0.2385358454424956,6.0
VP,VP_peak_lag,frac_snow,671,-0.2910453533266799,-0.2225478225934382,0.2910453533266799,0.2225478225934382,7.0
VP,VP_peak_lag,low_prec_dur,671,-0.17012085297992374,-0.22052600541597378,0.17012085297992374,0.22052600541597378,8.0
VP,VP_peak_lag,slope_mean,671,-0.25183124277433105,-0.2166543386108996,0.25183124277433105,0.2166543386108996,9.0
VP,VP_peak_lag,lai_max,671,0.2181685956750869,0.2006999353262439,0.2181685956750869,0.2006999353262439,10.0
VP,VP_peak_lag,glim_1st_class_frac,671,0.18172154320290554,0.1884763700725431,0.18172154320290554,0.1884763700725431,11.0
VP,VP_peak_lag,gvf_diff,671,0.19984693980707016,0.18426300956542782,0.19984693980707016,0.18426300956542782,12.0
VP,VP_peak_lag,gvf_max,671,0.19264017106456363,0.17824458976426083,0.19264017106456363,0.17824458976426083,13.0
VP,VP_peak_lag,high_q_freq,670,-0.1247369596080013,-0.16042591630771535,0.1247369596080013,0.16042591630771535,14.0
VP,VP_peak_lag,glim_2nd_class_frac,671,-0.13888964574463045,-0.1538996304573201,0.13888964574463045,0.1538996304573201,15.0
VP,VP_peak_lag,root_depth_99,647,0.14940134450516546,0.15364158697793412,0.14940134450516546,0.15364158697793412,16.0
VP,VP_peak_lag,p_mean,671,0.057444946579684804,0.13482885093244665,0.057444946579684804,0.13482885093244665,17.0
VP,VP_peak_lag,soil_depth_pelletier,671,0.04788673629292612,0.1337811376387983,0.04788673629292612,0.1337811376387983,18.0
VP,VP_peak_lag,other_frac,671,-0.12584736187556247,-0.12391969724434902,0.12584736187556247,0.12391969724434902,19.0
VP,VP_peak_lag,low_q_dur,670,-0.1296815441198932,-0.11682879306454574,0.1296815441198932,0.11682879306454574,20.0
VP,VP_peak_lag,aridity,671,-0.09891423493298361,-0.11637453467917507,0.09891423493298361,0.11637453467917507,21.0
VP,VP_peak_lag,p_seasonality,671,0.15655187867183176,0.11562557273652634,0.15655187867183176,0.11562557273652634,22.0
VP,VP_peak_lag,slope_fdc,670,0.0844858065844427,0.11148912338888531,0.0844858065844427,0.11148912338888531,23.0
VP,VP_peak_lag,geol_permeability,671,-0.12972899397759644,-0.10680863215139881,0.12972899397759644,0.10680863215139881,24.0
VP,VP_peak_lag,area_geospa_fabric,671,-0.10369839461039061,-0.10180088116657782,0.10369839461039061,0.10180088116657782,25.0
VP,VP_peak_lag,area_gages2,671,-0.10174271968223064,-0.09419782804120139,0.10174271968223064,0.09419782804120139,26.0
VP,VP_peak_lag,runoff_ratio,670,-0.11243087728407825,-0.09412393387250483,0.11243087728407825,0.09412393387250483,27.0
VP,VP_peak_lag,soil_conductivity,671,-0.0319060271262179,-0.0926648473576749,0.0319060271262179,0.0926648473576749,28.0
VP,VP_peak_lag,soil_porosity,671,0.04053305235923128,0.08999946880158512,0.04053305235923128,0.08999946880158512,29.0
VP,VP_peak_lag,geol_porostiy,668,0.08116542574037676,0.08710177940673995,0.08116542574037676,0.08710177940673995,30.0
VP,VP_peak_lag,sand_frac,671,-0.0457029186795386,-0.08047940777772994,0.0457029186795386,0.08047940777772994,31.0
VP,VP_peak_lag,silt_frac,671,0.07459317110445712,0.07730729226694674,0.07459317110445712,0.07730729226694674,32.0
VP,VP_peak_lag,baseflow_index,671,-0.0691928662489964,-0.070253782716712,0.0691928662489964,0.070253782716712,33.0
VP,VP_peak_lag,clay_frac,671,0.06821433753180392,0.0686893908773052,0.06821433753180392,0.0686893908773052,34.0
VP,VP_peak_lag,q95,670,-0.1000892390573888,-0.0611941309942374,0.1000892390573888,0.0611941309942374,35.0
VP,VP_peak_lag,stream_elas,670,0.024288360057654217,0.05597048945256192,0.024288360057654217,0.05597048945256192,36.0
VP,VP_peak_lag,frac_forest,671,0.08187079618141067,0.05092593520449052,0.08187079618141067,0.05092593520449052,37.0
VP,VP_peak_lag,low_q_freq,670,-0.03874333822940719,-0.04887463382242758,0.03874333822940719,0.04887463382242758,38.0
VP,VP_peak_lag,q5,670,-0.07545061601501427,-0.04539667952399666,0.07545061601501427,0.04539667952399666,39.0
VP,VP_peak_lag,max_water_content,671,0.028892954457799182,0.04428760244393313,0.028892954457799182,0.04428760244393313,40.0
VP,VP_peak_lag,low_prec_freq,671,-0.039763229541428524,-0.043826658346872015,0.039763229541428524,0.043826658346872015,41.0
VP,VP_peak_lag,water_frac,671,-0.0003333730157432736,-0.03878463253156403,0.0003333730157432736,0.03878463253156403,42.0
VP,VP_peak_lag,zero_q_freq,670,-0.03699226783553655,0.03519327980025987,0.03699226783553655,0.03519327980025987,43.0
VP,VP_peak_lag,organic_frac,671,-0.02697216859892542,-0.03433080193159521,0.02697216859892542,0.03433080193159521,44.0
VP,VP_peak_lag,soil_depth_statsgo,671,-0.01040661418968144,0.03428061586303988,0.01040661418968144,0.03428061586303988,45.0
VP,VP_peak_lag,high_prec_freq,671,0.06859902713392482,0.025990010847729166,0.06859902713392482,0.025990010847729166,46.0
VP,VP_peak_lag,pet_mean,671,0.0373609490174013,0.017770006539868703,0.0373609490174013,0.017770006539868703,47.0
VP,VP_peak_lag,dom_land_cover_frac,671,0.027138914058275593,0.017109255939438486,0.027138914058275593,0.017109255939438486,48.0
VP,VP_peak_lag,carbonate_rocks_frac,671,-0.010250681661797455,-0.017071442217213025,0.010250681661797455,0.017071442217213025,49.0
VP,VP_peak_lag,q_mean,670,-0.06389343650075535,-0.006728134371557061,0.06389343650075535,0.006728134371557061,50.0
