gauge_id,PRCP_peak_te,SRAD_peak_te,Tair_peak_te,VP_peak_te,PRCP_peak_lag,SRAD_peak_lag,Tair_peak_lag,VP_peak_lag
01605500,0.0004509194600988,0.0005195780620546,0.0006110313057123,0.0004867190597015,14,4,22,20
01606500,0.0010009761606117,0.0008233298682404,0.0006509932975226,0.0007270231455555,1,26,14,16
01613050,0.0016925029404334,0.0016861168935051,0.0016157985283814,0.0011632907694496,1,27,25,3
01620500,0.001095477685015,0.0012251923274544,0.0011890579012076,0.0012078083408468,1,3,13,24
01632000,0.0006447494426418,0.0011787841668744,0.0012606255542178,0.001108006896215,11,19,1,1
01632900,0.0012860372859964,0.0016631163671443,0.0020149198557565,0.0017676434132932,1,1,25,17
01634500,0.0012485676425042,0.0015568818400686,0.002554503304081,0.0022583606913322,1,15,26,25
01638480,0.0018268517294987,0.0017720557108078,0.0021407399485509,0.002297916161278,1,21,11,19
01639500,0.002209136535657,0.0024871737427677,0.0032765253575972,0.0029816052747556,1,30,26,15
01644000,0.001890914090997,0.0020204737252949,0.0021284078100217,0.0023782006236587,1,20,13,14
01658500,0.0012704370651006,0.0020546681402064,0.0025053562100001,0.0019303173409422,7,16,29,22
01664000,0.0045382292137187,0.0024386203672642,0.0024921487772734,0.0023052939765633,1,1,12,14
01666500,0.0014862702457494,0.0015830376412408,0.001464363770927,0.0017168730509984,1,21,15,16
01667500,0.0020805922308813,0.0014563823978432,0.0013245697103065,0.0011944671849237,1,1,8,26
01669000,0.0042756908047618,0.0018830141508971,0.0011213247453386,0.0011911936305845,1,1,11,29
01669520,0.0040272695775053,0.0014842750429856,0.0009397568447483,0.0011938227422991,1,1,15,11
02011400,0.0009863662296101,0.0012342858437906,0.0017352547119028,0.0015140282867789,1,29,25,1
02011460,0.0007107094240912,0.0011714009200225,0.0017569856016411,0.0015139470637388,6,13,26,26
02013000,0.0020112670058594,0.0020279531319863,0.0031690067124011,0.0027824216451816,1,1,26,26
02014000,0.0033618342953,0.0033035498107455,0.0029508582452034,0.0024219297505677,1,1,27,26
02015700,0.0010786048145322,0.0013449154718975,0.0017352229164735,0.001659675654881,1,16,26,30
02016000,0.0035080844409542,0.0024798723981367,0.0020624234710093,0.0025266047060642,1,1,27,1
02017500,0.0030282692457939,0.0025151457057692,0.0030044338397628,0.0026549140908099,1,1,25,26
02018000,0.0073005083945968,0.0047351963751592,0.0021149138808299,0.0020765924988607,1,1,30,1
02027000,0.0012317693910959,0.0021443352964885,0.0017857171368613,0.0021197708346156,1,14,8,27
02027500,0.0012198693336711,0.0010895350570656,0.0007084096463213,0.0006962772205302,1,1,10,10
02028500,0.0021548027011953,0.0023924071363724,0.0022257334908874,0.0021685521201206,1,3,25,24
02038850,0.0011033538448819,0.0010123792052093,0.0007800738070002,0.0008893585454705,1,12,21,14
02046000,0.0043703891399769,0.0018184475390803,0.0013809875741961,0.001897296985032,1,1,27,4
02051000,0.0012657965115279,0.0022825172231996,0.002333649611315,0.0023112011749992,2,1,5,21
02051500,0.0204718277512,0.0094005546267135,0.0048040997208135,0.0042733462745034,1,1,26,29
02053200,0.0023865396602685,0.0013268360954731,0.0006508039870012,0.0010378659454069,2,1,14,21
02053800,0.0035207799651377,0.0031085805592057,0.0023580594991347,0.0025414058656837,1,1,16,2
02055100,0.0007534623618023,0.0004452858074867,0.000235727696862,0.0003454719130543,1,12,20,24
02056900,0.0027329931658891,0.003345186627123,0.0019497145548845,0.0018118963145479,1,1,12,7
02059500,0.0017540710330473,0.0011775696472503,0.0005463140858064,0.0007072493438242,1,1,13,24
02064000,0.0006283393191734,0.0007030748016181,0.0006654356312578,0.0006091721328827,2,1,12,22
02065500,0.0051584008261317,0.0026665017245228,0.0013977110944777,0.0014900528939956,1,1,13,16
02069700,0.0011855630822938,0.0012423510534622,0.0008173754817573,0.0011335607191101,1,1,24,1
02070000,0.0019336740426326,0.0013404021069432,0.001073431781469,0.0012370791102947,1,1,12,2
02074500,0.0015004515902766,0.0015051646847681,0.0015189670995481,0.0017288825847246,1,7,30,8
02077200,0.0010512991031335,0.0012715014686051,0.0008986650093164,0.0008905965339457,1,1,25,23
02081500,0.0061775368428859,0.0042835129074415,0.0034495725015527,0.0033314944763378,1,1,7,26
02082950,0.0029583082708213,0.000784720443289,0.0007070978667175,0.0006671972134022,1,1,24,2
02092500,0.0027285357887122,0.0015682440896558,0.0009782039772978,0.0016514737720317,1,1,4,4
02096846,0.0012710201518276,0.002490334672245,0.0027500041987943,0.003013567955356,10,27,29,28
02102908,0.0026908245085456,0.0017579461476546,0.0014920625516299,0.0016046998869505,1,1,7,1
02108000,0.0032431657225722,0.0016484087980845,0.0006739489135978,0.0012636804264813,2,2,6,1
02111180,0.001803296630412,0.001427245400004,0.000942941045731,0.0013504724867848,1,1,17,8
02111500,0.0018547055454203,0.002729924562836,0.0018580200328721,0.0020598290351184,1,1,13,17
02112120,0.002342812920724,0.0021532004272086,0.0013104712036083,0.0015310209189081,1,1,29,17
02112360,0.0031223926448013,0.0027195143845217,0.0022278934674113,0.0028800815507784,1,25,26,5
02118500,0.0024069849968561,0.0022903104595974,0.0016694406588307,0.0019002494151361,1,1,19,3
02125000,0.0028333309013042,0.0041201492075916,0.0025625786482933,0.0026814952625808,1,1,25,26
02128000,0.0035838394998161,0.0028396226240156,0.0013485955894703,0.0013102133966967,1,1,11,17
02137727,0.0008694318364101,0.0013531103782447,0.001186568473087,0.0011993099614814,1,1,11,4
02140991,0.001864728534032,0.0024285857095374,0.0013855535638537,0.0019112530198904,1,1,9,1
02143000,0.0048301189237432,0.0033643398583013,0.0019995682308619,0.0016870957610649,1,1,20,17
02143040,0.003100190655061,0.0028738935028367,0.0011301055908488,0.0012398871849942,1,1,11,1
02149000,0.0026794899639438,0.0021362191799627,0.0012803121949247,0.001316815269988,1,1,16,30
02152100,0.0013482178991708,0.0019357240566843,0.0011222793147821,0.001429308498297,1,1,1,1
02177000,0.0018113975969995,0.0020888963354493,0.0009031263726938,0.001430009913958,1,1,6,18
02178400,0.002786754012018,0.0039898214800073,0.0021488495744609,0.0022849728478,1,1,23,1
02193340,0.0023378199781589,0.0029960588853631,0.0035597313725988,0.0033417976368658,1,15,28,29
02196000,0.0081364108299167,0.0076351810855773,0.0059189338626548,0.0050570609826022,1,1,29,25
02198100,0.004191349754304,0.002587049387678,0.0019878977849899,0.0017553133030765,1,1,29,9
02202600,0.0084753715784696,0.0042408478651199,0.0019690570052546,0.0017919221534191,2,2,17,19
02212600,0.0037872297695459,0.0039013086701724,0.0028797459404592,0.0025368128092548,1,1,29,15
02215100,0.0108858911247202,0.0049925298304967,0.0026323348566744,0.0023260070734055,1,1,26,14
02216180,0.0062730171362397,0.0039985430465579,0.0030868373741961,0.0024838540234911,1,1,15,17
02221525,0.0091687190976835,0.0059961207058235,0.0033174218839488,0.0032952071446267,1,1,11,29
02231000,0.0055429116195958,0.0023475880243181,0.0013510394151197,0.0013887756235895,1,1,27,3
02231342,0.0072958396549987,0.0032811590297517,0.0022854547995738,0.0031727476742597,1,1,16,16
02235200,0.0085673920402724,0.0052196863945638,0.0017904569963759,0.0029389853985227,1,1,25,15
02245500,0.0112209724609485,0.0049264005004652,0.0020712121488536,0.0027463168290339,1,1,5,1
02246000,0.009826845058695,0.0044574538440239,0.0010341452648502,0.0014545611652278,1,1,10,27
02296500,0.0066345848754837,0.0049309861777972,0.0022801437506397,0.0028918106439286,1,1,17,3
02297155,0.004930673938227,0.0024563924717027,0.0023998623727058,0.00302453279823,1,1,8,13
02297310,0.0046894884355461,0.0029716170462844,0.0016403604488385,0.0018417743858461,1,2,20,30
02298123,0.0103573148236729,0.0059859387623459,0.004057235569915,0.0045290407020487,1,1,17,3
02298608,0.008639813848042,0.0041407936389917,0.002513851156714,0.0029320748783731,1,1,8,4
02299950,0.0074336681651266,0.0036745327095468,0.0017294268322339,0.0024488049681826,1,1,1,13
02300700,0.0069719693240561,0.002981432849403,0.0011651401215704,0.001576415128197,1,1,16,16
02310947,0.0064430121839452,0.004947290827998,0.0023757807903969,0.0028255254188881,1,1,22,2
02312200,0.0067248308062115,0.0044020435267279,0.0024484852951269,0.0028244211577211,1,1,17,16
02314500,0.0055311053396993,0.004224208226024,0.0017440482279368,0.0023807202964634,2,2,21,17
02315500,0.0039044479517116,0.0030123869341618,0.0019885451813207,0.0021054831283636,1,1,28,1
02324400,0.0063743789057033,0.0048889878222238,0.0023045259265984,0.0030743477980761,1,1,28,13
02327100,0.0096287054608217,0.0033426858823691,0.0009275188498665,0.0010410944586533,1,1,5,2
02342933,0.0005388416375115,0.0008101117971661,0.0012458572948354,0.0012048463837734,29,27,12,17
02349900,0.0021209441937302,0.0025527756006496,0.0017509461021038,0.001561484427531,1,1,13,26
02350900,0.002851548322444,0.0016896676560954,0.001276513774968,0.0015913819456546,1,1,10,1
02361000,0.0015221282622971,0.0009989861578897,0.0007855751824642,0.0007870443418499,2,1,10,8
02363000,0.0038643250690724,0.0021358648085726,0.0013760352687225,0.0015964155289447,2,2,12,2
02369800,0.0011349326356638,0.000700152974398,0.0006123377387348,0.0008004980180974,1,25,18,22
02371500,0.0060319188054189,0.003286465456274,0.0017234455246253,0.0021095260688753,3,3,2,2
02372250,0.0034321875079955,0.0020290717266985,0.0013292126043516,0.0017373133983243,3,3,25,2
02374500,0.0087233062601394,0.0042441080471898,0.0017087821412655,0.0018197525245533,1,1,24,22
02381600,0.0016902693005871,0.0019078496390985,0.0021392253412909,0.0023552667803155,26,26,29,24
02384540,0.0034908595672648,0.0023809032219631,0.0016111641300938,0.0015794433861367,1,1,7,1
02395120,0.0033744008739324,0.0032459222915882,0.0036991491734882,0.0034544382631056,1,21,29,28
02408540,0.0039206592287222,0.0038177988704241,0.0037287559947809,0.0034079794926233,1,1,29,14
02415000,0.002932865785339,0.004009867732454,0.0041100469997118,0.0039615909054562,1,1,14,28
02422500,0.0024897457353233,0.0024654845982956,0.0018718039103494,0.0018124781831833,1,1,29,20
02427250,0.0109945359949977,0.0062028648031162,0.002920300524608,0.0030374941224004,1,1,27,24
02430085,0.0024567779457289,0.0032990970149748,0.0031104598785976,0.0030718745794957,1,5,28,10
02430615,0.0032739925374222,0.0035643813482777,0.0031211243774796,0.0033005550742952,1,5,6,4
02450250,0.0046895207312909,0.0036672749366013,0.0042461997397759,0.0038536784298125,1,2,27,15
02464000,0.0070720458539332,0.0061410841471398,0.0049329886088116,0.0044672556169201,1,1,26,30
02464146,0.0008580847028945,0.0012524459505664,0.0013380285749998,0.0011495257709375,3,22,20,24
02464360,0.0060932614025206,0.0056558691012066,0.0039700831963897,0.0035272213350559,1,1,25,24
02465493,0.0027381847523971,0.0016366242074675,0.001051217202436,0.0009465378995265,1,1,26,5
02469800,0.0131619933433731,0.00512431064091,0.0031806163109202,0.002960302253047,1,1,22,21
02472000,0.0098426168035376,0.0065194925737153,0.0033531997531365,0.0030832782116418,2,1,2,11
02472500,0.0063018599603484,0.0042172338904266,0.0026963148037492,0.0027448390602572,1,1,27,1
02479155,0.0032125127883603,0.0017931757278175,0.0018038059722118,0.0018699042170802,1,1,26,30
02479300,0.0152525865782276,0.0053169453286711,0.0027692866366789,0.0033187922226228,1,1,11,2
02479560,0.0177808517459913,0.0075095029541992,0.0027727605012816,0.0030722742988822,1,1,1,1
02481000,0.0104505870972645,0.0056849170378244,0.003962645418318,0.0037817056715268,1,1,1,1
02481510,0.0111249768409959,0.0049766739471675,0.0027543405195228,0.002789160370475,1,1,1,1
03010655,0.0055988977104978,0.0035830855957277,0.0044564311427113,0.0048484463607464,1,3,1,1
03011800,0.0019705717763308,0.0025870685718769,0.0025825407255579,0.0019302169506428,1,2,24,1
03015500,0.003337685744487,0.0031636838876092,0.0043311743449157,0.004192187316465,1,2,17,18
03021350,0.0029028989136973,0.0039535485709514,0.0098147367870508,0.0065213949060888,2,29,1,9
03026500,0.0016421231598569,0.0021618892009198,0.0032425295178722,0.0030345027040387,2,26,23,1
03028000,0.0012367771179409,0.0020540691630852,0.0024599103639297,0.0029796217995743,1,16,8,1
03049000,0.0014119958301538,0.0019805584802108,0.0020409620121615,0.0023348015898824,1,1,23,19
03049800,0.0009684004457122,0.0010852634050181,0.0007262865890465,0.0008052693886285,8,30,11,11
03050000,0.0060487278919134,0.0034635712379613,0.0043758527132016,0.0045122911974022,1,14,28,30
03066000,0.0020148173941718,0.0012705841630318,0.0012817788326581,0.0009319659800702,1,6,29,16
03069500,0.0014270013396317,0.0018564774711563,0.002504449182504,0.0027574537556299,1,21,25,25
03070500,0.0026367356315709,0.0027202784565067,0.0055994867456416,0.0049436068056692,1,26,26,24
03076600,0.0018427138359877,0.0032747596465652,0.0049072861556715,0.0042600866255283,12,16,22,30
03078000,0.0017506626928292,0.0023051134857072,0.0054743298811477,0.0043070804729893,1,10,25,29
03140000,0.0035699889173656,0.002968676769299,0.0032562321587612,0.0033914704434521,1,26,22,18
03144000,0.0035555321696858,0.0021821976350947,0.0025733572965534,0.002802417060728,1,1,25,25
03159540,0.0028854986511005,0.0017690992352816,0.0033505706885513,0.0025650699213694,1,1,21,30
03161000,0.0019390707324146,0.0020313006271203,0.0012135208764124,0.0013124969226609,1,1,27,14
03164000,0.0060780930095411,0.0039701748741667,0.0015441246919938,0.0015174896209797,1,1,10,1
03165000,0.0026271523224004,0.0028970430658479,0.002266457473927,0.0027991787391605,1,1,10,17
03170000,0.0049155304475626,0.0041061083114826,0.0029697766074275,0.0028697414951798,1,1,30,3
03173000,0.005260050423004,0.0027723364286223,0.0027061353937937,0.0020679352740793,1,1,26,27
03180500,0.0010726788820892,0.0015534031170159,0.0023299426078608,0.0023481318249685,12,21,24,17
03182500,0.002034406607569,0.0017982787028854,0.0030630086461296,0.0028865196487456,1,29,27,27
03186500,0.0032405173232831,0.0025090238562038,0.0048381424647181,0.0044663944573444,1,2,22,24
03187500,0.0026889071725207,0.0021650558376317,0.0036612701026836,0.0037736627577945,1,30,13,29
03213700,0.007642967840569,0.0030839516090158,0.0037589340923736,0.0036988803235552,1,1,24,25
03237280,0.0019656036320223,0.0023765412696463,0.0028135185027864,0.0029384524869341,1,24,25,27
03237500,0.0006520323196826,0.0009470247363777,0.0013147614974979,0.001068235882799,1,19,29,28
03238500,0.0036304707064038,0.003244769009929,0.0044679918735313,0.0041965716554973,1,1,6,27
03241500,0.0041476873785167,0.0030696750779617,0.0032548505633083,0.0028684143090152,1,1,12,17
03280700,0.0028419045861241,0.0027528616158645,0.0036926830849361,0.0032520305321468,1,17,23,26
03281100,0.004029385441012,0.0029922201781455,0.0044139730262438,0.0038440404346292,1,1,23,22
03281500,0.0115652329700652,0.0048767316404621,0.0048884900067964,0.0042185751442812,1,1,27,27
03285000,0.0030973391301424,0.002060828198391,0.0018586037642564,0.0020971504702901,1,1,24,26
03291780,0.0037624335130965,0.0025552663712744,0.003075150673296,0.0030217648036979,1,8,13,1
03300400,0.0086845884260204,0.0040134070911125,0.0029904484539899,0.0030405520026551,1,1,24,28
03338780,0.0100135353670167,0.0049097557975477,0.0030904777793779,0.0026030657499718,1,1,15,2
03340800,0.0027307854994172,0.0017405201587561,0.0018308230373149,0.0017361803709126,1,13,12,11
03346000,0.0106987742230506,0.0043913872269282,0.0027049595434856,0.0024781834780024,1,1,11,2
03357350,0.0030411269072801,0.0026802923584543,0.0026658227531318,0.0019391343671669,1,1,27,7
03364500,0.0025084960759554,0.0021379964257345,0.0021755986291308,0.0020108759698437,1,20,13,1
03366500,0.0048973855122731,0.0021513658347408,0.0026590583598971,0.0032304454726364,1,24,27,1
03368000,0.0016105395472405,0.0021505644894339,0.0030679258212457,0.0030288063835503,15,19,27,15
03384450,0.00223621208181,0.002440099711765,0.0030853114355202,0.0027675987342757,1,1,16,18
03439000,0.0025896818977999,0.0030597424763098,0.0021393577055743,0.0024750190445805,1,1,29,11
03450000,0.0019777925294745,0.0013965155527903,0.0013469949623302,0.0013788900484676,1,29,7,18
03455500,0.0029282599828764,0.0035585396875265,0.0028842845609534,0.0030356074574759,1,1,6,8
03456500,0.0027012243672946,0.0019920840381593,0.0012878230768216,0.0017895412599895,1,1,4,21
03460000,0.0036763937107248,0.0031474251770401,0.0038569434484763,0.0030961093996108,1,1,26,25
03463300,0.0016239884218222,0.0013452782327311,0.0010672779611785,0.001527964131342,1,9,26,5
03471500,0.0027583383773767,0.0021754874231257,0.0023542706018605,0.0022187928476443,1,1,27,27
03473000,0.0057555360388759,0.0038681858676467,0.0039061272078883,0.0038161029327063,1,1,30,23
03479000,0.0015163188564989,0.0015970549996463,0.0013935216477407,0.0017123533066715,1,23,18,30
03488000,0.0032942282655383,0.0025102827645633,0.0029824067734774,0.0023978122501033,1,1,15,24
03498500,0.0045178353820931,0.0026177574009294,0.0026608766869845,0.0024412404541203,1,1,23,23
03500000,0.0066938140044993,0.0055268640076099,0.0020644678500304,0.0025607532429218,1,1,24,1
03500240,0.0026326151699973,0.0027054356989042,0.0029448141770715,0.0027497099356621,1,1,15,10
03504000,0.0030505174898744,0.002975232831273,0.0021660511996003,0.0024351891203257,1,1,15,9
03574500,0.0117300928138992,0.0031053829452224,0.0020675177179234,0.0022071923771127,1,1,23,24
03592718,0.0016345390868567,0.001049951652348,0.0015765580328773,0.0014597428298429,1,19,9,9
03604000,0.0061480052005845,0.0017139487684237,0.0017820600803173,0.0013847226427217,1,1,27,14
04015330,0.0005671108533514,0.0007807556537786,0.0006198066667839,0.000641705801462,11,6,17,8
04024430,0.0091986421550295,0.0022665011179667,0.0033350602441798,0.0029991708002113,1,19,1,2
04027000,0.0029925337073788,0.003376809961025,0.0033069843560264,0.0025367147004157,1,15,1,1
04040500,0.0042813457260081,0.0041167168897837,0.0037689020759138,0.0026820289870182,1,3,1,24
04043050,0.0066143454780882,0.0082479071702357,0.0071299054886352,0.004560551831856,1,2,4,2
04045500,0.002631228391574,0.0020743521772571,0.0055205607965128,0.0036250295508646,2,10,2,10
04056500,0.00306933706472,0.00207503412604,0.0036049330593783,0.0027275163719381,1,10,8,24
04057510,0.0078632954134151,0.003228359827217,0.0047506255988815,0.0045242024151562,1,9,1,1
04057800,0.0035234495124487,0.0028761163451166,0.0029430199487296,0.0028052657444907,1,3,2,1
04059500,0.0050395817630826,0.00316943861346,0.0033662095740092,0.0031997290653062,1,18,7,7
04063700,0.005373621371841,0.0037013573407923,0.0040480826847391,0.0024551518954065,1,9,1,9
04074950,0.0091390740570012,0.0039010726964154,0.0053640259980193,0.0028058815297022,1,29,1,16
04105700,0.0174846642043651,0.0050821289047969,0.0057533724209926,0.0031159239892091,1,1,1,28
04115265,0.0103131903262271,0.0033933976516903,0.0042101074458864,0.0032112398105969,1,3,1,16
04122200,0.0092374465583576,0.0029369110165233,0.0030814143956685,0.0028361226110114,1,1,29,28
04122500,0.0049112692116434,0.0021335453772274,0.0036173771843212,0.0035615060222244,2,5,29,29
04124000,0.0121019349704576,0.0038901525106807,0.0076719587676862,0.005182093713841,1,1,1,6
04127918,0.0098422867243361,0.0045072983105844,0.0058300135802779,0.0043055047984608,1,2,1,1
04127997,0.0115145281683227,0.0077250545776478,0.0111852058179285,0.0060855523719958,1,2,1,15
04161580,0.0068530179644841,0.0024791235366659,0.0050968847020347,0.0048083699678749,1,2,23,24
04185000,0.0124653052962603,0.0039590401623488,0.0041764785311763,0.0037838193361808,1,1,2,18
04196800,0.0158370068833055,0.0050414769788427,0.0044561572823596,0.0038850889890011,1,1,24,27
04197100,0.0099689895106914,0.005023516554248,0.0053047684179155,0.0046262882859879,1,1,24,23
04197170,0.0046940602998866,0.0040645520931445,0.0055850165840774,0.0051090293794271,1,18,24,18
04213000,0.0110350849574839,0.0042270253474551,0.0044028265999016,0.0039563301823019,1,1,9,5
04213075,0.0018852931424687,0.0016845465382436,0.0021528320687417,0.0023157322029095,1,10,27,29
04216418,0.0027446647186151,0.0031318153359229,0.0060678998228309,0.0048200230932775,1,30,28,24
04221000,0.0021185634598193,0.0022804853856295,0.0031325505643642,0.0026301872987701,1,1,15,17
04224775,0.0017640210591212,0.0024372348903212,0.0029123385412467,0.0026017004170029,1,4,19,27
04233000,0.0012158940126954,0.0015633340591261,0.002142494827949,0.0016518539809262,1,9,12,30
04256000,0.0069694417647351,0.0027778887487442,0.0056199111036261,0.0046137582189046,1,3,1,1
04296000,0.0034331310183164,0.0046658378669036,0.0071314250411242,0.0058210159447854,1,2,1,1
05056000,0.0009245724018405,0.0020207674432632,0.00212742655268,0.0012255626940067,1,27,6,1
05057000,0.0014060975843327,0.0020875767307066,0.001964654874262,0.0014300646020663,8,2,14,24
05057200,0.0013933778327329,0.0023045289606979,0.0021081012514152,0.0015972044215524,1,13,30,19
