gauge_id,dominant_forcing,peak_lag,peak_TE,PRCP,SRAD,Tair,VP
1423000,Tair,11,0.0033443844142257,0.0021481855645947,0.0021773322987349,0.0033443844142257,0.0031413653618251
1434025,Tair,12,0.0027830004744889,0.0016908901286924,0.0016030234808475,0.0027830004744889,0.0020469528387142
1435000,Tair,24,0.0026938610507066,0.0018645710621857,0.0018844087917632,0.0026938610507066,0.002192267380195
1439500,PRCP,1,0.0050558685996535,0.0050558685996535,0.0025956268148081,0.0035051198777791,0.0029179671418481
1440000,PRCP,1,0.0045639024212082,0.0045639024212082,0.0024902173510137,0.002384307254026,0.002016387537162
1440400,PRCP,1,0.0025880487028968,0.0025880487028968,0.0015254251438003,0.0020460802377703,0.0015137051897125
1451800,VP,24,0.0050530089765948,0.0034313423727826,0.0039089271730992,0.0045498552152693,0.0050530089765948
1466500,PRCP,1,0.0050857771556291,0.0050857771556291,0.0016666219887661,0.001897614907423,0.0020911415453268
1484100,PRCP,1,0.0030044620157695,0.0030044620157695,0.0016558559770796,0.0013813045960237,0.0011883906192709
1485500,PRCP,1,0.0106199484803114,0.0106199484803114,0.0029891880435809,0.0017052835758782,0.001706571777213
1486000,PRCP,1,0.0039940576517083,0.0039940576517083,0.0024658622121761,0.0029542817329892,0.0026750736573273
1487000,PRCP,1,0.0105096962607444,0.0105096962607444,0.0050074745696715,0.0041694894114866,0.0040080220988887
1491000,PRCP,1,0.005742055028134,0.005742055028134,0.0020038278926264,0.0016784479559185,0.0014553810332838
1510000,Tair,14,0.0036509548364904,0.0017555879453234,0.0019500592691575,0.0036509548364904,0.0030440426332127
1516500,Tair,19,0.0023843683775613,0.0010756996397244,0.0016272849554311,0.0023843683775613,0.0021257974082035
1518862,Tair,28,0.002357168015853,0.0017873541250994,0.0020157950199749,0.002357168015853,0.0022207992424778
1532000,Tair,30,0.001417329725877,0.0006554222582066,0.0010371442101772,0.001417329725877,0.0012836726679052
1539000,SRAD,8,0.0015153822326296,0.0011752912130433,0.0015153822326296,0.0013882674187413,0.0013282031514602
1542810,VP,1,0.0043341120982658,0.002361625783767,0.003000937692776,0.0037758003375574,0.0043341120982658
1543000,VP,1,0.0028918581500748,0.0021459057440014,0.0022213318010947,0.0026351587532701,0.0028918581500748
1543500,VP,1,0.0030004073216606,0.0026584622185856,0.0022605463007238,0.0027772069559556,0.0030004073216606
1544500,VP,1,0.0034342903127549,0.0032553991853733,0.0025159157475025,0.0032768991715295,0.0034342903127549
1545600,Tair,27,0.0023957701761083,0.0023027774308176,0.0019770186736592,0.0023957701761083,0.0023833950997991
1547700,SRAD,2,0.0014260044841049,0.0009105646575445,0.0014260044841049,0.001415821503253,0.0009291288084341
1548500,Tair,24,0.0029262607892917,0.001691136163643,0.0023867261440712,0.0029262607892917,0.0025193436095827
1549500,Tair,12,0.0035109099239535,0.001701060256437,0.0032070979454024,0.0035109099239535,0.0030033277813552
1550000,Tair,12,0.0022914590517488,0.0021589403315013,0.0019316115446364,0.0022914590517488,0.00183833279213
1552000,Tair,30,0.0020656087406477,0.0010543510080626,0.0016741292879737,0.0020656087406477,0.0013535374237925
1552500,Tair,11,0.0024732597689942,0.0012455369377428,0.0020199757440367,0.0024732597689942,0.0021404510386345
1557500,Tair,1,0.003921884181639,0.0025661125572298,0.0032314762567587,0.003921884181639,0.0032560349963224
1567500,SRAD,24,0.0020579565203967,0.0015735696099446,0.0020579565203967,0.0020190051633741,0.0017512811723041
1568000,PRCP,1,0.0031475435976292,0.0031475435976292,0.0027971054981537,0.0028753732484317,0.0027230402917205
1580000,Tair,28,0.0025486811444848,0.0018428224039257,0.0020349370366724,0.0025486811444848,0.0020553479727382
1583500,Tair,28,0.0020374005335955,0.0019029342842928,0.0017710162524819,0.0020374005335955,0.001332429715146
1586610,Tair,28,0.0024567963544909,0.0020387642419112,0.0018699355494762,0.0024567963544909,0.00196835572348
1591400,PRCP,1,0.0039788827130594,0.0039788827130594,0.002031535446088,0.0019723528829628,0.0016673348349216
1594950,Tair,27,0.0044294176421273,0.0025535414531303,0.002742251600525,0.0044294176421273,0.0040571937312163
1596500,Tair,27,0.0052130845237307,0.0018614836996266,0.0023844773165094,0.0052130845237307,0.0043174070709853
1605500,Tair,22,0.0006110313057123,0.0004509194600988,0.0005195780620546,0.0006110313057123,0.0004867190597015
1606500,PRCP,1,0.0010009761606117,0.0010009761606117,0.0008233298682404,0.0006509932975226,0.0007270231455555
1613050,PRCP,1,0.0016925029404334,0.0016925029404334,0.0016861168935051,0.0016157985283814,0.0011632907694496
1620500,SRAD,3,0.0012251923274544,0.001095477685015,0.0012251923274544,0.0011890579012076,0.0012078083408468
1632000,Tair,1,0.0012606255542178,0.0006447494426418,0.0011787841668744,0.0012606255542178,0.001108006896215
1632900,Tair,25,0.0020149198557565,0.0012860372859964,0.0016631163671443,0.0020149198557565,0.0017676434132932
1634500,Tair,26,0.002554503304081,0.0012485676425042,0.0015568818400686,0.002554503304081,0.0022583606913322
1638480,VP,19,0.002297916161278,0.0018268517294987,0.0017720557108078,0.0021407399485509,0.002297916161278
1639500,Tair,26,0.0032765253575972,0.002209136535657,0.0024871737427677,0.0032765253575972,0.0029816052747556
1644000,VP,14,0.0023782006236587,0.001890914090997,0.0020204737252949,0.0021284078100217,0.0023782006236587
1658500,Tair,29,0.0025053562100001,0.0012704370651006,0.0020546681402064,0.0025053562100001,0.0019303173409422
1664000,PRCP,1,0.0045382292137187,0.0045382292137187,0.0024386203672642,0.0024921487772734,0.0023052939765633
1666500,VP,16,0.0017168730509984,0.0014862702457494,0.0015830376412408,0.001464363770927,0.0017168730509984
1667500,PRCP,1,0.0020805922308813,0.0020805922308813,0.0014563823978432,0.0013245697103065,0.0011944671849237
1669000,PRCP,1,0.0042756908047618,0.0042756908047618,0.0018830141508971,0.0011213247453386,0.0011911936305845
1669520,PRCP,1,0.0040272695775053,0.0040272695775053,0.0014842750429856,0.0009397568447483,0.0011938227422991
2011400,Tair,25,0.0017352547119028,0.0009863662296101,0.0012342858437906,0.0017352547119028,0.0015140282867789
2011460,Tair,26,0.0017569856016411,0.0007107094240912,0.0011714009200225,0.0017569856016411,0.0015139470637388
2013000,Tair,26,0.0031690067124011,0.0020112670058594,0.0020279531319863,0.0031690067124011,0.0027824216451816
2014000,PRCP,1,0.0033618342953,0.0033618342953,0.0033035498107455,0.0029508582452034,0.0024219297505677
2015700,Tair,26,0.0017352229164735,0.0010786048145322,0.0013449154718975,0.0017352229164735,0.001659675654881
2016000,PRCP,1,0.0035080844409542,0.0035080844409542,0.0024798723981367,0.0020624234710093,0.0025266047060642
2017500,PRCP,1,0.0030282692457939,0.0030282692457939,0.0025151457057692,0.0030044338397628,0.0026549140908099
2018000,PRCP,1,0.0073005083945968,0.0073005083945968,0.0047351963751592,0.0021149138808299,0.0020765924988607
2027000,SRAD,14,0.0021443352964885,0.0012317693910959,0.0021443352964885,0.0017857171368613,0.0021197708346156
2027500,PRCP,1,0.0012198693336711,0.0012198693336711,0.0010895350570656,0.0007084096463213,0.0006962772205302
2028500,SRAD,3,0.0023924071363724,0.0021548027011953,0.0023924071363724,0.0022257334908874,0.0021685521201206
2038850,PRCP,1,0.0011033538448819,0.0011033538448819,0.0010123792052093,0.0007800738070002,0.0008893585454705
2046000,PRCP,1,0.0043703891399769,0.0043703891399769,0.0018184475390803,0.0013809875741961,0.001897296985032
2051000,Tair,5,0.002333649611315,0.0012657965115279,0.0022825172231996,0.002333649611315,0.0023112011749992
2051500,PRCP,1,0.0204718277512,0.0204718277512,0.0094005546267135,0.0048040997208135,0.0042733462745034
2053200,PRCP,2,0.0023865396602685,0.0023865396602685,0.0013268360954731,0.0006508039870012,0.0010378659454069
2053800,PRCP,1,0.0035207799651377,0.0035207799651377,0.0031085805592057,0.0023580594991347,0.0025414058656837
2055100,PRCP,1,0.0007534623618023,0.0007534623618023,0.0004452858074867,0.000235727696862,0.0003454719130543
2056900,SRAD,1,0.003345186627123,0.0027329931658891,0.003345186627123,0.0019497145548845,0.0018118963145479
2059500,PRCP,1,0.0017540710330473,0.0017540710330473,0.0011775696472503,0.0005463140858064,0.0007072493438242
2064000,SRAD,1,0.0007030748016181,0.0006283393191734,0.0007030748016181,0.0006654356312578,0.0006091721328827
2065500,PRCP,1,0.0051584008261317,0.0051584008261317,0.0026665017245228,0.0013977110944777,0.0014900528939956
2069700,SRAD,1,0.0012423510534622,0.0011855630822938,0.0012423510534622,0.0008173754817573,0.0011335607191101
2070000,PRCP,1,0.0019336740426326,0.0019336740426326,0.0013404021069432,0.001073431781469,0.0012370791102947
2074500,VP,8,0.0017288825847246,0.0015004515902766,0.0015051646847681,0.0015189670995481,0.0017288825847246
2077200,SRAD,1,0.0012715014686051,0.0010512991031335,0.0012715014686051,0.0008986650093164,0.0008905965339457
2081500,PRCP,1,0.0061775368428859,0.0061775368428859,0.0042835129074415,0.0034495725015527,0.0033314944763378
2082950,PRCP,1,0.0029583082708213,0.0029583082708213,0.000784720443289,0.0007070978667175,0.0006671972134022
2092500,PRCP,1,0.0027285357887122,0.0027285357887122,0.0015682440896558,0.0009782039772978,0.0016514737720317
2096846,VP,28,0.003013567955356,0.0012710201518276,0.002490334672245,0.0027500041987943,0.003013567955356
2102908,PRCP,1,0.0026908245085456,0.0026908245085456,0.0017579461476546,0.0014920625516299,0.0016046998869505
2108000,PRCP,2,0.0032431657225722,0.0032431657225722,0.0016484087980845,0.0006739489135978,0.0012636804264813
2111180,PRCP,1,0.001803296630412,0.001803296630412,0.001427245400004,0.000942941045731,0.0013504724867848
2111500,SRAD,1,0.002729924562836,0.0018547055454203,0.002729924562836,0.0018580200328721,0.0020598290351184
2112120,PRCP,1,0.002342812920724,0.002342812920724,0.0021532004272086,0.0013104712036083,0.0015310209189081
2112360,PRCP,1,0.0031223926448013,0.0031223926448013,0.0027195143845217,0.0022278934674113,0.0028800815507784
2118500,PRCP,1,0.0024069849968561,0.0024069849968561,0.0022903104595974,0.0016694406588307,0.0019002494151361
2125000,SRAD,1,0.0041201492075916,0.0028333309013042,0.0041201492075916,0.0025625786482933,0.0026814952625808
2128000,PRCP,1,0.0035838394998161,0.0035838394998161,0.0028396226240156,0.0013485955894703,0.0013102133966967
2137727,SRAD,1,0.0013531103782447,0.0008694318364101,0.0013531103782447,0.001186568473087,0.0011993099614814
2140991,SRAD,1,0.0024285857095374,0.001864728534032,0.0024285857095374,0.0013855535638537,0.0019112530198904
2143000,PRCP,1,0.0048301189237432,0.0048301189237432,0.0033643398583013,0.0019995682308619,0.0016870957610649
2143040,PRCP,1,0.003100190655061,0.003100190655061,0.0028738935028367,0.0011301055908488,0.0012398871849942
2149000,PRCP,1,0.0026794899639438,0.0026794899639438,0.0021362191799627,0.0012803121949247,0.001316815269988
2152100,SRAD,1,0.0019357240566843,0.0013482178991708,0.0019357240566843,0.0011222793147821,0.001429308498297
2177000,SRAD,1,0.0020888963354493,0.0018113975969995,0.0020888963354493,0.0009031263726938,0.001430009913958
2178400,SRAD,1,0.0039898214800073,0.002786754012018,0.0039898214800073,0.0021488495744609,0.0022849728478
2193340,Tair,28,0.0035597313725988,0.0023378199781589,0.0029960588853631,0.0035597313725988,0.0033417976368658
2196000,PRCP,1,0.0081364108299167,0.0081364108299167,0.0076351810855773,0.0059189338626548,0.0050570609826022
2198100,PRCP,1,0.004191349754304,0.004191349754304,0.002587049387678,0.0019878977849899,0.0017553133030765
2202600,PRCP,2,0.0084753715784696,0.0084753715784696,0.0042408478651199,0.0019690570052546,0.0017919221534191
2212600,SRAD,1,0.0039013086701724,0.0037872297695459,0.0039013086701724,0.0028797459404592,0.0025368128092548
2215100,PRCP,1,0.0108858911247202,0.0108858911247202,0.0049925298304967,0.0026323348566744,0.0023260070734055
2216180,PRCP,1,0.0062730171362397,0.0062730171362397,0.0039985430465579,0.0030868373741961,0.0024838540234911
2221525,PRCP,1,0.0091687190976835,0.0091687190976835,0.0059961207058235,0.0033174218839488,0.0032952071446267
2231000,PRCP,1,0.0055429116195958,0.0055429116195958,0.0023475880243181,0.0013510394151197,0.0013887756235895
2231342,PRCP,1,0.0072958396549987,0.0072958396549987,0.0032811590297517,0.0022854547995738,0.0031727476742597
2235200,PRCP,1,0.0085673920402724,0.0085673920402724,0.0052196863945638,0.0017904569963759,0.0029389853985227
2245500,PRCP,1,0.0112209724609485,0.0112209724609485,0.0049264005004652,0.0020712121488536,0.0027463168290339
2246000,PRCP,1,0.009826845058695,0.009826845058695,0.0044574538440239,0.0010341452648502,0.0014545611652278
2296500,PRCP,1,0.0066345848754837,0.0066345848754837,0.0049309861777972,0.0022801437506397,0.0028918106439286
2297155,PRCP,1,0.004930673938227,0.004930673938227,0.0024563924717027,0.0023998623727058,0.00302453279823
2297310,PRCP,1,0.0046894884355461,0.0046894884355461,0.0029716170462844,0.0016403604488385,0.0018417743858461
2298123,PRCP,1,0.0103573148236729,0.0103573148236729,0.0059859387623459,0.004057235569915,0.0045290407020487
2298608,PRCP,1,0.008639813848042,0.008639813848042,0.0041407936389917,0.002513851156714,0.0029320748783731
2299950,PRCP,1,0.0074336681651266,0.0074336681651266,0.0036745327095468,0.0017294268322339,0.0024488049681826
2300700,PRCP,1,0.0069719693240561,0.0069719693240561,0.002981432849403,0.0011651401215704,0.001576415128197
2310947,PRCP,1,0.0064430121839452,0.0064430121839452,0.004947290827998,0.0023757807903969,0.0028255254188881
2312200,PRCP,1,0.0067248308062115,0.0067248308062115,0.0044020435267279,0.0024484852951269,0.0028244211577211
2314500,PRCP,2,0.0055311053396993,0.0055311053396993,0.004224208226024,0.0017440482279368,0.0023807202964634
2315500,PRCP,1,0.0039044479517116,0.0039044479517116,0.0030123869341618,0.0019885451813207,0.0021054831283636
2324400,PRCP,1,0.0063743789057033,0.0063743789057033,0.0048889878222238,0.0023045259265984,0.0030743477980761
2327100,PRCP,1,0.0096287054608217,0.0096287054608217,0.0033426858823691,0.0009275188498665,0.0010410944586533
2342933,Tair,12,0.0012458572948354,0.0005388416375115,0.0008101117971661,0.0012458572948354,0.0012048463837734
2349900,SRAD,1,0.0025527756006496,0.0021209441937302,0.0025527756006496,0.0017509461021038,0.001561484427531
2350900,PRCP,1,0.002851548322444,0.002851548322444,0.0016896676560954,0.001276513774968,0.0015913819456546
2361000,PRCP,2,0.0015221282622971,0.0015221282622971,0.0009989861578897,0.0007855751824642,0.0007870443418499
2363000,PRCP,2,0.0038643250690724,0.0038643250690724,0.0021358648085726,0.0013760352687225,0.0015964155289447
2369800,PRCP,1,0.0011349326356638,0.0011349326356638,0.000700152974398,0.0006123377387348,0.0008004980180974
2371500,PRCP,3,0.0060319188054189,0.0060319188054189,0.003286465456274,0.0017234455246253,0.0021095260688753
2372250,PRCP,3,0.0034321875079955,0.0034321875079955,0.0020290717266985,0.0013292126043516,0.0017373133983243
2374500,PRCP,1,0.0087233062601394,0.0087233062601394,0.0042441080471898,0.0017087821412655,0.0018197525245533
2381600,VP,24,0.0023552667803155,0.0016902693005871,0.0019078496390985,0.0021392253412909,0.0023552667803155
2384540,PRCP,1,0.0034908595672648,0.0034908595672648,0.0023809032219631,0.0016111641300938,0.0015794433861367
2395120,Tair,29,0.0036991491734882,0.0033744008739324,0.0032459222915882,0.0036991491734882,0.0034544382631056
2408540,PRCP,1,0.0039206592287222,0.0039206592287222,0.0038177988704241,0.0037287559947809,0.0034079794926233
2415000,Tair,14,0.0041100469997118,0.002932865785339,0.004009867732454,0.0041100469997118,0.0039615909054562
2422500,PRCP,1,0.0024897457353233,0.0024897457353233,0.0024654845982956,0.0018718039103494,0.0018124781831833
2427250,PRCP,1,0.0109945359949977,0.0109945359949977,0.0062028648031162,0.002920300524608,0.0030374941224004
2430085,SRAD,5,0.0032990970149748,0.0024567779457289,0.0032990970149748,0.0031104598785976,0.0030718745794957
2430615,SRAD,5,0.0035643813482777,0.0032739925374222,0.0035643813482777,0.0031211243774796,0.0033005550742952
2450250,PRCP,1,0.0046895207312909,0.0046895207312909,0.0036672749366013,0.0042461997397759,0.0038536784298125
2464000,PRCP,1,0.0070720458539332,0.0070720458539332,0.0061410841471398,0.0049329886088116,0.0044672556169201
2464146,Tair,20,0.0013380285749998,0.0008580847028945,0.0012524459505664,0.0013380285749998,0.0011495257709375
2464360,PRCP,1,0.0060932614025206,0.0060932614025206,0.0056558691012066,0.0039700831963897,0.0035272213350559
2465493,PRCP,1,0.0027381847523971,0.0027381847523971,0.0016366242074675,0.001051217202436,0.0009465378995265
2469800,PRCP,1,0.0131619933433731,0.0131619933433731,0.00512431064091,0.0031806163109202,0.002960302253047
2472000,PRCP,2,0.0098426168035376,0.0098426168035376,0.0065194925737153,0.0033531997531365,0.0030832782116418
2472500,PRCP,1,0.0063018599603484,0.0063018599603484,0.0042172338904266,0.0026963148037492,0.0027448390602572
2479155,PRCP,1,0.0032125127883603,0.0032125127883603,0.0017931757278175,0.0018038059722118,0.0018699042170802
2479300,PRCP,1,0.0152525865782276,0.0152525865782276,0.0053169453286711,0.0027692866366789,0.0033187922226228
2479560,PRCP,1,0.0177808517459913,0.0177808517459913,0.0075095029541992,0.0027727605012816,0.0030722742988822
2481000,PRCP,1,0.0104505870972645,0.0104505870972645,0.0056849170378244,0.003962645418318,0.0037817056715268
2481510,PRCP,1,0.0111249768409959,0.0111249768409959,0.0049766739471675,0.0027543405195228,0.002789160370475
3010655,PRCP,1,0.0055988977104978,0.0055988977104978,0.0035830855957277,0.0044564311427113,0.0048484463607464
3011800,SRAD,2,0.0025870685718769,0.0019705717763308,0.0025870685718769,0.0025825407255579,0.0019302169506428
3015500,Tair,17,0.0043311743449157,0.003337685744487,0.0031636838876092,0.0043311743449157,0.004192187316465
3021350,Tair,1,0.0098147367870508,0.0029028989136973,0.0039535485709514,0.0098147367870508,0.0065213949060888
3026500,Tair,23,0.0032425295178722,0.0016421231598569,0.0021618892009198,0.0032425295178722,0.0030345027040387
3028000,VP,1,0.0029796217995743,0.0012367771179409,0.0020540691630852,0.0024599103639297,0.0029796217995743
3049000,VP,19,0.0023348015898824,0.0014119958301538,0.0019805584802108,0.0020409620121615,0.0023348015898824
3049800,SRAD,30,0.0010852634050181,0.0009684004457122,0.0010852634050181,0.0007262865890465,0.0008052693886285
3050000,PRCP,1,0.0060487278919134,0.0060487278919134,0.0034635712379613,0.0043758527132016,0.0045122911974022
3066000,PRCP,1,0.0020148173941718,0.0020148173941718,0.0012705841630318,0.0012817788326581,0.0009319659800702
3069500,VP,25,0.0027574537556299,0.0014270013396317,0.0018564774711563,0.002504449182504,0.0027574537556299
3070500,Tair,26,0.0055994867456416,0.0026367356315709,0.0027202784565067,0.0055994867456416,0.0049436068056692
3076600,Tair,22,0.0049072861556715,0.0018427138359877,0.0032747596465652,0.0049072861556715,0.0042600866255283
3078000,Tair,25,0.0054743298811477,0.0017506626928292,0.0023051134857072,0.0054743298811477,0.0043070804729893
3140000,PRCP,1,0.0035699889173656,0.0035699889173656,0.002968676769299,0.0032562321587612,0.0033914704434521
3144000,PRCP,1,0.0035555321696858,0.0035555321696858,0.0021821976350947,0.0025733572965534,0.002802417060728
3159540,Tair,21,0.0033505706885513,0.0028854986511005,0.0017690992352816,0.0033505706885513,0.0025650699213694
3161000,SRAD,1,0.0020313006271203,0.0019390707324146,0.0020313006271203,0.0012135208764124,0.0013124969226609
3164000,PRCP,1,0.0060780930095411,0.0060780930095411,0.0039701748741667,0.0015441246919938,0.0015174896209797
3165000,SRAD,1,0.0028970430658479,0.0026271523224004,0.0028970430658479,0.002266457473927,0.0027991787391605
3170000,PRCP,1,0.0049155304475626,0.0049155304475626,0.0041061083114826,0.0029697766074275,0.0028697414951798
3173000,PRCP,1,0.005260050423004,0.005260050423004,0.0027723364286223,0.0027061353937937,0.0020679352740793
3180500,VP,17,0.0023481318249685,0.0010726788820892,0.0015534031170159,0.0023299426078608,0.0023481318249685
3182500,Tair,27,0.0030630086461296,0.002034406607569,0.0017982787028854,0.0030630086461296,0.0028865196487456
3186500,Tair,22,0.0048381424647181,0.0032405173232831,0.0025090238562038,0.0048381424647181,0.0044663944573444
3187500,VP,29,0.0037736627577945,0.0026889071725207,0.0021650558376317,0.0036612701026836,0.0037736627577945
3213700,PRCP,1,0.007642967840569,0.007642967840569,0.0030839516090158,0.0037589340923736,0.0036988803235552
3237280,VP,27,0.0029384524869341,0.0019656036320223,0.0023765412696463,0.0028135185027864,0.0029384524869341
3237500,Tair,29,0.0013147614974979,0.0006520323196826,0.0009470247363777,0.0013147614974979,0.001068235882799
3238500,Tair,6,0.0044679918735313,0.0036304707064038,0.003244769009929,0.0044679918735313,0.0041965716554973
3241500,PRCP,1,0.0041476873785167,0.0041476873785167,0.0030696750779617,0.0032548505633083,0.0028684143090152
3280700,Tair,23,0.0036926830849361,0.0028419045861241,0.0027528616158645,0.0036926830849361,0.0032520305321468
3281100,Tair,23,0.0044139730262438,0.004029385441012,0.0029922201781455,0.0044139730262438,0.0038440404346292
3281500,PRCP,1,0.0115652329700652,0.0115652329700652,0.0048767316404621,0.0048884900067964,0.0042185751442812
3285000,PRCP,1,0.0030973391301424,0.0030973391301424,0.002060828198391,0.0018586037642564,0.0020971504702901
3291780,PRCP,1,0.0037624335130965,0.0037624335130965,0.0025552663712744,0.003075150673296,0.0030217648036979
3300400,PRCP,1,0.0086845884260204,0.0086845884260204,0.0040134070911125,0.0029904484539899,0.0030405520026551
3338780,PRCP,1,0.0100135353670167,0.0100135353670167,0.0049097557975477,0.0030904777793779,0.0026030657499718
3340800,PRCP,1,0.0027307854994172,0.0027307854994172,0.0017405201587561,0.0018308230373149,0.0017361803709126
3346000,PRCP,1,0.0106987742230506,0.0106987742230506,0.0043913872269282,0.0027049595434856,0.0024781834780024
3357350,PRCP,1,0.0030411269072801,0.0030411269072801,0.0026802923584543,0.0026658227531318,0.0019391343671669
3364500,PRCP,1,0.0025084960759554,0.0025084960759554,0.0021379964257345,0.0021755986291308,0.0020108759698437
3366500,PRCP,1,0.0048973855122731,0.0048973855122731,0.0021513658347408,0.0026590583598971,0.0032304454726364
3368000,Tair,27,0.0030679258212457,0.0016105395472405,0.0021505644894339,0.0030679258212457,0.0030288063835503
3384450,Tair,16,0.0030853114355202,0.00223621208181,0.002440099711765,0.0030853114355202,0.0027675987342757
3439000,SRAD,1,0.0030597424763098,0.0025896818977999,0.0030597424763098,0.0021393577055743,0.0024750190445805
3450000,PRCP,1,0.0019777925294745,0.0019777925294745,0.0013965155527903,0.0013469949623302,0.0013788900484676
3455500,SRAD,1,0.0035585396875265,0.0029282599828764,0.0035585396875265,0.0028842845609534,0.0030356074574759
3456500,PRCP,1,0.0027012243672946,0.0027012243672946,0.0019920840381593,0.0012878230768216,0.0017895412599895
3460000,Tair,26,0.0038569434484763,0.0036763937107248,0.0031474251770401,0.0038569434484763,0.0030961093996108
3463300,PRCP,1,0.0016239884218222,0.0016239884218222,0.0013452782327311,0.0010672779611785,0.001527964131342
3471500,PRCP,1,0.0027583383773767,0.0027583383773767,0.0021754874231257,0.0023542706018605,0.0022187928476443
3473000,PRCP,1,0.0057555360388759,0.0057555360388759,0.0038681858676467,0.0039061272078883,0.0038161029327063
3479000,VP,30,0.0017123533066715,0.0015163188564989,0.0015970549996463,0.0013935216477407,0.0017123533066715
3488000,PRCP,1,0.0032942282655383,0.0032942282655383,0.0025102827645633,0.0029824067734774,0.0023978122501033
3498500,PRCP,1,0.0045178353820931,0.0045178353820931,0.0026177574009294,0.0026608766869845,0.0024412404541203
3500000,PRCP,1,0.0066938140044993,0.0066938140044993,0.0055268640076099,0.0020644678500304,0.0025607532429218
3500240,Tair,15,0.0029448141770715,0.0026326151699973,0.0027054356989042,0.0029448141770715,0.0027497099356621
3504000,PRCP,1,0.0030505174898744,0.0030505174898744,0.002975232831273,0.0021660511996003,0.0024351891203257
