gauge_id,rank_1_forcing,rank_1_peak_te,rank_1_peak_lag,rank_2_forcing,rank_2_peak_te,rank_2_peak_lag,rank_3_forcing,rank_3_peak_te,rank_3_peak_lag,rank_4_forcing,rank_4_peak_te,rank_4_peak_lag
02296500,PRCP,0.0066345848754837,1,SRAD,0.0049309861777972,1,VP,0.0028918106439286,3,Tair,0.0022801437506397,17
02297155,PRCP,0.004930673938227,1,VP,0.00302453279823,13,SRAD,0.0024563924717027,1,Tair,0.0023998623727058,8
02297310,PRCP,0.0046894884355461,1,SRAD,0.0029716170462844,2,VP,0.0018417743858461,30,Tair,0.0016403604488385,20
02298123,PRCP,0.0103573148236729,1,SRAD,0.0059859387623459,1,VP,0.0045290407020487,3,Tair,0.004057235569915,17
02298608,PRCP,0.008639813848042,1,SRAD,0.0041407936389917,1,VP,0.0029320748783731,4,Tair,0.002513851156714,8
02299950,PRCP,0.0074336681651266,1,SRAD,0.0036745327095468,1,VP,0.0024488049681826,13,Tair,0.0017294268322339,1
02300700,PRCP,0.0069719693240561,1,SRAD,0.002981432849403,1,VP,0.001576415128197,16,Tair,0.0011651401215704,16
02310947,PRCP,0.0064430121839452,1,SRAD,0.004947290827998,1,VP,0.0028255254188881,2,Tair,0.0023757807903969,22
02312200,PRCP,0.0067248308062115,1,SRAD,0.0044020435267279,1,VP,0.0028244211577211,16,Tair,0.0024484852951269,17
02314500,PRCP,0.0055311053396993,2,SRAD,0.004224208226024,2,VP,0.0023807202964634,17,Tair,0.0017440482279368,21
02315500,PRCP,0.0039044479517116,1,SRAD,0.0030123869341618,1,VP,0.0021054831283636,1,Tair,0.0019885451813207,28
02324400,PRCP,0.0063743789057033,1,SRAD,0.0048889878222238,1,VP,0.0030743477980761,13,Tair,0.0023045259265984,28
02327100,PRCP,0.0096287054608217,1,SRAD,0.0033426858823691,1,VP,0.0010410944586533,2,Tair,0.0009275188498665,5
02342933,Tair,0.0012458572948354,12,VP,0.0012048463837734,17,SRAD,0.0008101117971661,27,PRCP,0.0005388416375115,29
02349900,SRAD,0.0025527756006496,1,PRCP,0.0021209441937302,1,Tair,0.0017509461021038,13,VP,0.001561484427531,26
02350900,PRCP,0.002851548322444,1,SRAD,0.0016896676560954,1,VP,0.0015913819456546,1,Tair,0.001276513774968,10
02361000,PRCP,0.0015221282622971,2,SRAD,0.0009989861578897,1,VP,0.0007870443418499,8,Tair,0.0007855751824642,10
02363000,PRCP,0.0038643250690724,2,SRAD,0.0021358648085726,2,VP,0.0015964155289447,2,Tair,0.0013760352687225,12
02369800,PRCP,0.0011349326356638,1,VP,0.0008004980180974,22,SRAD,0.000700152974398,25,Tair,0.0006123377387348,18
02371500,PRCP,0.0060319188054189,3,SRAD,0.003286465456274,3,VP,0.0021095260688753,2,Tair,0.0017234455246253,2
02372250,PRCP,0.0034321875079955,3,SRAD,0.0020290717266985,3,VP,0.0017373133983243,2,Tair,0.0013292126043516,25
02374500,PRCP,0.0087233062601394,1,SRAD,0.0042441080471898,1,VP,0.0018197525245533,22,Tair,0.0017087821412655,24
02381600,VP,0.0023552667803155,24,Tair,0.0021392253412909,29,SRAD,0.0019078496390985,26,PRCP,0.0016902693005871,26
02384540,PRCP,0.0034908595672648,1,SRAD,0.0023809032219631,1,Tair,0.0016111641300938,7,VP,0.0015794433861367,1
02395120,Tair,0.0036991491734882,29,VP,0.0034544382631056,28,PRCP,0.0033744008739324,1,SRAD,0.0032459222915882,21
02408540,PRCP,0.0039206592287222,1,SRAD,0.0038177988704241,1,Tair,0.0037287559947809,29,VP,0.0034079794926233,14
02415000,Tair,0.0041100469997118,14,SRAD,0.004009867732454,1,VP,0.0039615909054562,28,PRCP,0.002932865785339,1
02422500,PRCP,0.0024897457353233,1,SRAD,0.0024654845982956,1,Tair,0.0018718039103494,29,VP,0.0018124781831833,20
02427250,PRCP,0.0109945359949977,1,SRAD,0.0062028648031162,1,VP,0.0030374941224004,24,Tair,0.002920300524608,27
02430085,SRAD,0.0032990970149748,5,Tair,0.0031104598785976,28,VP,0.0030718745794957,10,PRCP,0.0024567779457289,1
02430615,SRAD,0.0035643813482777,5,VP,0.0033005550742952,4,PRCP,0.0032739925374222,1,Tair,0.0031211243774796,6
02450250,PRCP,0.0046895207312909,1,Tair,0.0042461997397759,27,VP,0.0038536784298125,15,SRAD,0.0036672749366013,2
02464000,PRCP,0.0070720458539332,1,SRAD,0.0061410841471398,1,Tair,0.0049329886088116,26,VP,0.0044672556169201,30
02464146,Tair,0.0013380285749998,20,SRAD,0.0012524459505664,22,VP,0.0011495257709375,24,PRCP,0.0008580847028945,3
02464360,PRCP,0.0060932614025206,1,SRAD,0.0056558691012066,1,Tair,0.0039700831963897,25,VP,0.0035272213350559,24
02465493,PRCP,0.0027381847523971,1,SRAD,0.0016366242074675,1,Tair,0.001051217202436,26,VP,0.0009465378995265,5
02469800,PRCP,0.0131619933433731,1,SRAD,0.00512431064091,1,Tair,0.0031806163109202,22,VP,0.002960302253047,21
02472000,PRCP,0.0098426168035376,2,SRAD,0.0065194925737153,1,Tair,0.0033531997531365,2,VP,0.0030832782116418,11
02472500,PRCP,0.0063018599603484,1,SRAD,0.0042172338904266,1,VP,0.0027448390602572,1,Tair,0.0026963148037492,27
02479155,PRCP,0.0032125127883603,1,VP,0.0018699042170802,30,Tair,0.0018038059722118,26,SRAD,0.0017931757278175,1
02479300,PRCP,0.0152525865782276,1,SRAD,0.0053169453286711,1,VP,0.0033187922226228,2,Tair,0.0027692866366789,11
02479560,PRCP,0.0177808517459913,1,SRAD,0.0075095029541992,1,VP,0.0030722742988822,1,Tair,0.0027727605012816,1
02481000,PRCP,0.0104505870972645,1,SRAD,0.0056849170378244,1,Tair,0.003962645418318,1,VP,0.0037817056715268,1
02481510,PRCP,0.0111249768409959,1,SRAD,0.0049766739471675,1,VP,0.002789160370475,1,Tair,0.0027543405195228,1
03010655,PRCP,0.0055988977104978,1,VP,0.0048484463607464,1,Tair,0.0044564311427113,1,SRAD,0.0035830855957277,3
03011800,SRAD,0.0025870685718769,2,Tair,0.0025825407255579,24,PRCP,0.0019705717763308,1,VP,0.0019302169506428,1
03015500,Tair,0.0043311743449157,17,VP,0.004192187316465,18,PRCP,0.003337685744487,1,SRAD,0.0031636838876092,2
03021350,Tair,0.0098147367870508,1,VP,0.0065213949060888,9,SRAD,0.0039535485709514,29,PRCP,0.0029028989136973,2
03026500,Tair,0.0032425295178722,23,VP,0.0030345027040387,1,SRAD,0.0021618892009198,26,PRCP,0.0016421231598569,2
03028000,VP,0.0029796217995743,1,Tair,0.0024599103639297,8,SRAD,0.0020540691630852,16,PRCP,0.0012367771179409,1
03049000,VP,0.0023348015898824,19,Tair,0.0020409620121615,23,SRAD,0.0019805584802108,1,PRCP,0.0014119958301538,1
03049800,SRAD,0.0010852634050181,30,PRCP,0.0009684004457122,8,VP,0.0008052693886285,11,Tair,0.0007262865890465,11
03050000,PRCP,0.0060487278919134,1,VP,0.0045122911974022,30,Tair,0.0043758527132016,28,SRAD,0.0034635712379613,14
03066000,PRCP,0.0020148173941718,1,Tair,0.0012817788326581,29,SRAD,0.0012705841630318,6,VP,0.0009319659800702,16
03069500,VP,0.0027574537556299,25,Tair,0.002504449182504,25,SRAD,0.0018564774711563,21,PRCP,0.0014270013396317,1
03070500,Tair,0.0055994867456416,26,VP,0.0049436068056692,24,SRAD,0.0027202784565067,26,PRCP,0.0026367356315709,1
03076600,Tair,0.0049072861556715,22,VP,0.0042600866255283,30,SRAD,0.0032747596465652,16,PRCP,0.0018427138359877,12
03078000,Tair,0.0054743298811477,25,VP,0.0043070804729893,29,SRAD,0.0023051134857072,10,PRCP,0.0017506626928292,1
03140000,PRCP,0.0035699889173656,1,VP,0.0033914704434521,18,Tair,0.0032562321587612,22,SRAD,0.002968676769299,26
03144000,PRCP,0.0035555321696858,1,VP,0.002802417060728,25,Tair,0.0025733572965534,25,SRAD,0.0021821976350947,1
03159540,Tair,0.0033505706885513,21,PRCP,0.0028854986511005,1,VP,0.0025650699213694,30,SRAD,0.0017690992352816,1
03161000,SRAD,0.0020313006271203,1,PRCP,0.0019390707324146,1,VP,0.0013124969226609,14,Tair,0.0012135208764124,27
03164000,PRCP,0.0060780930095411,1,SRAD,0.0039701748741667,1,Tair,0.0015441246919938,10,VP,0.0015174896209797,1
