gauge_id,tau_star_PRCP,tau_star_SRAD,tau_star_Tair,tau_star_VP,TE_star_PRCP,TE_star_SRAD,TE_star_Tair,TE_star_VP,n_sig_PRCP,n_sig_SRAD,n_sig_Tair,n_sig_VP
01350080,13.780045580999225,18.207926672222303,21.428313264398525,,0.0010937931206740365,0.0022579075144737422,0.0020224289481714855,,3.0,3.0,7.0,
01350140,9.36051097952635,26.0,16.546529930003484,16.624850515178597,0.0014147042471766014,0.0026273501448168,0.003806231932258028,0.0029482801537818355,7.0,1.0,29.0,28.0
01365000,4.867883793056673,,13.768384852045882,16.51884539919279,0.0012896823312136465,,0.0019366933142026452,0.0017399899007466818,5.0,,8.0,4.0
01411300,3.225620998658477,1.0,22.716739249583554,,0.0011255983447183806,0.0034262761417212,0.0014701800589835266,,4.0,1.0,2.0,
01413500,10.990649558636246,27.0,15.74316707773736,17.54282086634752,0.0010323077975325713,0.0014439335580371,0.0018637635067416949,0.0015772181197454712,5.0,1.0,30.0,23.0
01414500,9.01515782390457,27.0,17.511973498667167,16.205352923192414,0.0014059055874472343,0.0021707270230729,0.0024630942503595693,0.0020977593587759974,3.0,1.0,25.0,16.0
01415000,12.853360517299764,28.157178870679267,16.863105956958105,16.91698002471814,0.00086521902734902,0.0018067389153801374,0.001954110651826516,0.0017779947017681468,3.0,2.0,27.0,26.0
01423000,7.371700655837254,28.999999999999996,15.906375569641346,17.664238222456433,0.001211406766573009,0.0021773322987348994,0.0028089090795349048,0.0023164861271947855,5.0,1.0,28.0,22.0
01434025,1.0,,16.86036248347516,16.7495659740466,0.0016908901286924,,0.002151054297074366,0.0016830948382145934,1.0,,28.0,19.0
01435000,16.25944861047739,9.0,15.31638961189849,19.535520934530982,0.0012722636269696243,0.0018844087917631999,0.0022875095730717355,0.0019197186759285145,6.0,1.0,26.0,16.0
01439500,9.627081201060339,5.977987882071503,15.212665910439721,15.088207418512145,0.001419264856010054,0.002248873383674694,0.002736348127667814,0.002549989208922116,9.0,3.0,30.0,25.0
01440000,9.22894554026961,1.9466335352019268,17.359447072245164,17.678339799461284,0.001098800361780598,0.00210807568626085,0.001986044615039659,0.001875286411173653,8.0,3.0,12.0,12.0
01440400,6.246335764765357,,13.688997913234116,9.0,0.0009532266832222974,,0.0017484301454836967,0.0015137051897125,4.0,,7.0,1.0
01451800,1.5110457772654182,10.881272420456334,16.178077719760505,16.687472031934668,0.0033818988652962335,0.003231137304357789,0.0036785344167016318,0.0034904314017880455,2.0,5.0,29.0,28.0
01466500,8.183101148667502,1.960279397086155,18.437972868086277,21.661359138458895,0.0010235955699123562,0.0015711166721872,0.001672098901628353,0.0017081623207431112,9.0,2.0,11.0,13.0
01484100,6.509740199395008,9.151432915748195,22.42737669473482,21.13647641383404,0.0006958320989035934,0.0010901142606494344,0.0011708590457614415,0.0010856990209331839,4.0,3.0,5.0,3.0
01485500,2.9732094079761335,10.138160304607322,20.507583975155754,20.62613986706761,0.001309891533166628,0.0015796176195146101,0.0015930335936019289,0.0015041101482071227,6.0,2.0,5.0,4.0
01486000,9.42552972342582,12.30505163933663,18.45647593684186,17.09985716600082,0.0012313487548261059,0.002051483798396226,0.00239885932351693,0.0022792888339103518,5.0,2.0,21.0,20.0
01487000,8.862444331277116,8.988217730612023,15.743196113214367,16.151317771585,0.0017004361354643097,0.00293484389485512,0.0034839407819881444,0.003263413585724917,9.0,5.0,30.0,29.0
01491000,2.319034040226425,1.0,19.731676341979135,17.565406522566573,0.0010450517296799562,0.0020038278926264,0.001518442578620662,0.0013631769742763545,3.0,1.0,6.0,5.0
01510000,8.429549966857428,3.0,16.18832252413004,16.094743190047208,0.0011916150835102682,0.0019500592691575,0.0030764842566541194,0.0025040222282576422,5.0,1.0,30.0,29.0
01516500,7.045234677129981,,17.140159084633865,21.00444122858566,0.0010385154648851619,,0.0020147532150786244,0.0018456928639155707,3.0,,22.0,14.0
01518862,14.335576943576163,4.779529149694285,15.651356247509645,9.066570582935991,0.0011487088322443097,0.0018262514111818998,0.0020280795351470633,0.0018231661566180109,6.0,2.0,9.0,7.0
01532000,26.0,24.977035248079545,18.808821836981867,19.862560435447943,0.0006554222582066,0.001012929817818472,0.00114764606346001,0.0011049603299691192,1.0,2.0,18.0,8.0
01539000,8.460742714282784,4.97369058818563,16.28280824468824,16.295380799170076,0.0006625332207655242,0.0014752391808818223,0.0011533450823245838,0.0010434523936098067,3.0,2.0,25.0,21.0
01542810,2.1009103461326095,21.52802079693742,15.733563872046437,16.37262706892004,0.001730902762053,0.002649580988553106,0.0032432708285101463,0.0031779586812484585,3.0,4.0,30.0,28.0
01543000,7.319774645133724,19.028407674106372,17.16170288122097,18.14821468440843,0.001264012042317657,0.002215661321238163,0.0023051556458308685,0.002352225064486597,4.0,2.0,23.0,12.0
01543500,6.865274860547385,1.0,15.8696859333251,16.11310001969124,0.00106883857305273,0.0022605463007238,0.0020452039823417438,0.0019911604690138834,4.0,1.0,29.0,24.0
01544500,7.064699078172095,1.9572939799555868,16.280593044247734,17.2465962363352,0.001471882336173626,0.002276072754474517,0.002656811743911419,0.002470210751531438,6.0,3.0,28.0,21.0
01545600,5.076318368678494,18.555540872377417,19.85038227224731,16.368842424265733,0.0013776596819921514,0.0019282758330173054,0.002080190396806812,0.002006728380229672,6.0,3.0,16.0,9.0
01547700,11.997398287581206,2.4801722101527863,19.43563527534708,,0.0007328980868646868,0.00136073398233278,0.001201081046626306,,3.0,2.0,10.0,
01548500,7.3311469097305855,13.332525454489579,16.48266743880878,17.373144193268246,0.0010825339737701464,0.0017922364670047589,0.002341358389418106,0.002052894269414824,5.0,8.0,29.0,24.0
01549500,13.333055884503167,15.752525026373702,15.657751329938863,15.719302682551016,0.001522473110927232,0.0024131660483341934,0.00294767394711495,0.0025508965726403344,5.0,10.0,30.0,22.0
01550000,7.378546753259971,12.42548544614518,16.37477330445282,19.5251328248734,0.0011007817419190046,0.0016185455608185352,0.001906739289592988,0.0016308068222021966,5.0,4.0,20.0,13.0
01552000,8.63976038395531,17.507049630574997,17.272101591926287,22.292215545263126,0.000857188050240475,0.0013901383699520978,0.0015352169307902746,0.0012233115765838008,3.0,5.0,27.0,12.0
01552500,4.832813877022652,11.80432901846982,16.513784109312805,16.677276434660925,0.0009531305730265273,0.0018514925156628724,0.0019526519062462266,0.0017689225418451033,2.0,6.0,18.0,13.0
01557500,3.793751856216027,10.265047146447921,16.865073265747892,18.8494191157252,0.001495924744021,0.002828941501577127,0.0030060559838266812,0.002711340884491185,2.0,3.0,26.0,22.0
01567500,13.014096550914932,7.927533926483089,19.145265407865853,18.448045194112563,0.0012329562333893234,0.001963364907332328,0.0018500769059454814,0.0017108090300736029,7.0,5.0,7.0,2.0
01568000,9.092160897540994,1.4633841536248628,15.674765982477073,15.758164046297395,0.001306940950176181,0.0025426257844509003,0.0023348544415584265,0.002291894459374241,9.0,2.0,25.0,19.0
01580000,7.181259841281596,13.016353647402813,15.684925975272483,16.14248320332684,0.0010698248793908943,0.0018716507043744863,0.001994127886277384,0.0018020970183058771,9.0,4.0,23.0,16.0
01583500,4.893471605102652,5.693670480192853,19.48881924380853,,0.00108545993085185,0.001712456481593906,0.0017302353481695248,,3.0,3.0,5.0,
01586610,5.76524044186002,19.0,16.894979618552956,15.587374767134577,0.0011260308851080273,0.0018699355494762,0.0020660784614894906,0.0018571070005570292,3.0,1.0,18.0,4.0
01591400,7.241861380632959,8.06881386390538,19.27750004098856,,0.0013412674629259514,0.001921524715344132,0.0018536875216784948,,3.0,3.0,7.0,
01594950,14.712959326611507,6.025635867016044,17.718759876683762,16.480765596586135,0.0016978006459994336,0.0026851325653842917,0.003927784188541722,0.003308540510149315,8.0,2.0,27.0,29.0
01596500,11.639409042777112,4.977187042201495,17.151390665725156,17.83374814138193,0.0012660613914830202,0.002109887028894565,0.003645598469629585,0.0034598718582692124,4.0,4.0,30.0,27.0
01605500,14.0,13.344216887060552,20.36620190679699,17.60732155072416,0.0004509194600988,0.0005052964329891074,0.0005674910713926407,0.0004695469399375572,1.0,2.0,10.0,2.0
01606500,13.819786604027374,11.21741865773319,,,0.0006301557071536092,0.0008075531173849687,,,4.0,3.0,,
01613050,7.671713696381135,10.877931740256413,19.438439605767353,,0.0008637693020426392,0.0016296240943840072,0.001394491025452711,,5.0,4.0,7.0,
01620500,12.091194046022393,3.0,13.469287605371127,24.0,0.000743268293975092,0.0012251923274544,0.0011176984142163184,0.0012078083408468,6.0,1.0,2.0,1.0
01632000,14.494912927477857,19.0,10.352266429123192,1.0,0.000584226156238491,0.0011787841668744,0.0010364160469505,0.001108006896215,3.0,1.0,5.0,1.0
01632900,7.126477296345054,2.292441605945724,18.71216696687612,18.532368248527582,0.0009480246635499742,0.0015811635781067,0.0016335720517881935,0.0016014160909768476,4.0,3.0,12.0,7.0
01634500,11.786356528215824,,16.25047948487163,17.681479482484455,0.0009582813335459067,,0.00199321741874552,0.001710308100833106,5.0,,23.0,19.0
01638480,8.994422361240614,11.676756983416103,16.704534817467657,16.341190708780495,0.0010828352142893938,0.0017368170248914412,0.0017777027597669637,0.0017230296030917224,3.0,3.0,22.0,15.0
01639500,8.483106373559865,18.571368719203612,15.955322627347893,15.837440964817127,0.0013191086831354525,0.0020728110532299998,0.0028118235430797255,0.0024399560811109904,4.0,13.0,30.0,30.0
01644000,8.011789048170353,23.23094577604731,16.892338074435695,18.983687465519928,0.001372636798058088,0.0018547607411764555,0.0017862841781747687,0.0017802679291208069,4.0,2.0,21.0,7.0
01658500,12.673615723475454,16.15730573430761,16.32201421460415,24.343432249287876,0.0011937819121439605,0.001908804718259983,0.0020763176884054596,0.0018982391869039848,5.0,4.0,22.0,3.0
01664000,5.785839419577858,12.502413113566487,14.957519728673335,14.65455687550957,0.0019698510294454607,0.0022519034731631423,0.0022074156028691868,0.00219882055716854,4.0,2.0,14.0,5.0
01666500,9.777970526744499,21.0,,16.0,0.0011003576297902856,0.0015830376412408,,0.0017168730509984,6.0,1.0,,1.0
01667500,3.5978040996351774,12.584160442472239,13.997837062729898,19.863595671587447,0.0006418901185092556,0.0009591240373523299,0.0009667267918277025,0.0010656211025559244,3.0,4.0,18.0,4.0
01669000,8.86141081704168,5.018484215846044,11.0,25.00265572770915,0.0008285136169883296,0.0013165387525357916,0.0011213247453386,0.0011870991992970388,7.0,2.0,1.0,3.0
01669520,7.08855388085561,1.0,,11.495660948952604,0.0007848844438986887,0.0014842750429856,,0.0011831051948191175,11.0,1.0,,2.0
02011400,9.978816430487475,26.55035822432251,18.74615643810853,16.995361005934843,0.0007068539587469605,0.001212213404143581,0.0012357731382800627,0.0011718347152940031,4.0,2.0,15.0,11.0
02011460,7.213392744707841,19.786097263593657,17.765421277731964,19.169542859165436,0.0006359824612667182,0.00112451036350138,0.0013341165552430813,0.0013080922898095855,3.0,2.0,22.0,12.0
02013000,7.143371369602484,17.471404746679823,17.084162068454898,16.10235982468518,0.0010858754823884795,0.0018348367409996963,0.002393650795991767,0.002200299962695756,4.0,6.0,29.0,30.0
02014000,10.835147847900307,1.864010096666123,17.725803773292338,12.313267210041513,0.001377045819260059,0.002710345481063325,0.002355838052281848,0.002371291656242309,9.0,2.0,16.0,3.0
02015700,6.516945604427881,16.0,18.222972637655168,17.21359804220847,0.0008875755935018,0.0013449154718975,0.0014084304750423939,0.0015414744561644757,3.0,1.0,19.0,11.0
02016000,1.0,8.97470979806593,17.20970732475327,14.607550141156105,0.0035080844409542,0.0015511969951184377,0.001532153542201723,0.001636236744125714,1.0,3.0,23.0,20.0
02017500,8.773415812636872,6.172885744862233,18.67569915580709,19.028443000067746,0.001338450571833561,0.0022544841544555995,0.0023859347711627887,0.0023428197667819868,6.0,2.0,23.0,13.0
02018000,4.3756182031172575,6.438220601186331,21.324373070270408,1.0,0.0014239238188162172,0.0020507791933851147,0.001849945338007196,0.0020765924988607,4.0,3.0,10.0,1.0
02027000,9.137488829648422,8.045270116728009,10.533352531568067,12.634007152315602,0.0010579082642923287,0.0021222071275080264,0.001736682409316074,0.0019704372775618878,3.0,2.0,7.0,8.0
02027500,1.39124104143215,8.859038677133723,,,0.0009292853152586333,0.0009612045506187333,,,2.0,3.0,,
02028500,8.36432312201389,3.0,19.62105082025255,27.285790952983103,0.001157550111880315,0.0023924071363724,0.002089758651819806,0.002115253487629034,7.0,1.0,5.0,3.0
02038850,5.471042641566162,20.36413360720777,,14.0,0.0005627256905657272,0.0009169414362512286,,0.0008893585454705,3.0,2.0,,1.0
02046000,5.399182737914498,1.859018268962561,17.44674141688421,10.878687921520905,0.0009075541274825925,0.001481411623140775,0.0013182486694905441,0.0013839503472587136,4.0,2.0,6.0,15.0
02051000,13.365261776015101,14.6657158793082,16.530617865533312,17.273356734660844,0.0010422798101854072,0.001950816448791616,0.0018048054687442587,0.0019210131335963673,5.0,14.0,19.0,19.0
02051500,3.6236038793846954,13.657014125395614,16.1522428470311,16.81589366519211,0.0021951529861656215,0.003136905667089388,0.003747301609438763,0.003639130559150538,8.0,12.0,30.0,27.0
02053200,3.8969968333040046,1.4485520450953127,,21.0,0.0007411028477464228,0.0011617845483024999,,0.0010378659454069,7.0,2.0,,1.0
02053800,11.77923985674786,8.656380141014091,18.446865945588105,13.702888030045402,0.001481309196079889,0.0024846345876774678,0.002290433014376526,0.002427371339694643,9.0,3.0,6.0,2.0
02055100,7.347002289386207,12.0,,,0.00036956938319316224,0.0004452858074867,,,5.0,1.0,,
02056900,6.841191116745675,9.038699036610323,12.0,,0.001213970637857904,0.0020622585283040333,0.0019497145548845,,6.0,3.0,1.0,
02059500,6.701543412692523,13.128972763930697,,24.0,0.0005612116210893648,0.0009952999485255977,,0.0007072493438242,6.0,3.0,,1.0
02064000,7.915641885153324,1.0,18.29579559129924,,0.00041717167168167033,0.0007030748016181,0.000638045620749827,,3.0,1.0,2.0,
02065500,6.498883501589262,1.0,11.0,,0.0009261874965812541,0.0026665017245228,0.0013802115629215,,5.0,1.0,1.0,
02069700,12.62435932901281,4.9245356922143175,23.999999999999996,5.261853518945367,0.0006416560587272284,0.0009711917473643125,0.0008173754817572999,0.0010299707307629183,5.0,3.0,1.0,2.0
02070000,7.687778117163941,1.0,,27.999999999999996,0.0008284871523276182,0.0013404021069432,,0.0012092129899266997,3.0,1.0,,1.0
02074500,9.309307044211376,10.0,30.000000000000004,14.07496928354608,0.0010208609778870142,0.0014906339552396,0.0015189670995481,0.0015722104373611598,7.0,1.0,1.0,4.0
02077200,10.96323952742972,14.503299975574018,25.000000000000004,23.0,0.0006135057498296231,0.0011132194190259066,0.0008986650093164001,0.0008905965339457,5.0,2.0,1.0,1.0
02081500,6.2418555440710985,10.199529082281806,15.876417082895617,16.8110607765786,0.0014714003179028287,0.002452174176503379,0.002825676988688347,0.0027686781739429595,6.0,3.0,30.0,27.0
02082950,4.3691235039103455,1.0,,,0.0007960234992830375,0.000784720443289,,,3.0,1.0,,
02092500,6.38249390191936,1.9067472959034069,,13.891728922504043,0.0007575639505587484,0.0013076196357430833,,0.0012438836687613019,9.0,3.0,,4.0
02096846,10.691072875904865,14.879487236563355,18.725821811561055,16.543159460421865,0.0012158842931487687,0.0023609507735500167,0.002287137942249389,0.0024044174539656214,3.0,3.0,15.0,8.0
02102908,12.211149321396253,3.1981476602701417,7.0,7.368174548276151,0.0009904302026344355,0.0014332792017829714,0.0014920625516299,0.0014828006593683334,7.0,2.0,1.0,4.0
02108000,5.7903047120511095,1.5514834817173917,,1.0,0.0008544423171535024,0.0015458178447348332,,0.0012636804264813,10.0,2.0,,1.0
02111180,8.775166908321582,3.9396235181652464,17.621782091489504,9.83107754795348,0.0006154494835681932,0.0013779700579545874,0.0009081941796159058,0.00123362490192812,5.0,2.0,3.0,3.0
02111500,7.402316967808088,18.53728478220436,16.82052914022821,17.266775177657774,0.0010471641990965456,0.0018353825847212,0.0015782778348520936,0.0018320995870289784,4.0,4.0,18.0,8.0
02112120,5.559493887696266,6.996250703803969,20.810501523448583,21.66604949675324,0.0010022219866863739,0.0012837831119297967,0.0011850525604004338,0.0014133808340909932,3.0,4.0,9.0,2.0
02112360,9.54117898965134,15.261430096164966,26.0,3.1284430014600204,0.0017190524992631074,0.0027070267468346228,0.0022278934674113,0.0028221477593358833,5.0,3.0,1.0,2.0
02118500,10.800356931952583,12.65503419986282,12.036058482641034,2.9999999999999996,0.0011455333902831472,0.0017554950773311308,0.0016574989146444278,0.0019002494151360999,7.0,4.0,4.0,1.0
02125000,11.793388692528682,16.437780577054316,16.890694517986713,18.939887490984734,0.0011905745376785816,0.0020381309186362382,0.0022215371585607518,0.0021954615184575596,8.0,10.0,26.0,19.0
02128000,7.709012953891675,14.527325805357158,21.50789809144974,21.81388426904221,0.0007823488609945328,0.0013155378266783862,0.0011920567017577185,0.0011872638426340407,5.0,5.0,6.0,8.0
02137727,11.672902785433545,10.245119011885292,7.3007138529862905,12.808026242997881,0.0006782518378586325,0.0010359371983218047,0.001012074571911086,0.0010593487802011115,3.0,4.0,8.0,8.0
02140991,4.662302270078956,7.3803637545520155,11.459026578506093,15.29688745426487,0.0009794758728168774,0.001656227647344139,0.0013583543955721,0.001571642123604598,4.0,2.0,2.0,3.0
02143000,4.825407601236167,8.862500205949297,18.761386563794133,18.073518984498097,0.0009873936431876187,0.001705523717148127,0.0015571276889681483,0.00158169056439662,3.0,2.0,11.0,5.0
02143040,1.0,8.395119384097608,10.542474934980067,1.0,0.003100190655061,0.0011672767034702027,0.0010296203253109056,0.0012398871849942,1.0,3.0,8.0,1.0
02149000,3.111890907204134,9.51562607748867,16.0,,0.0011328975497336999,0.0013818593134905085,0.0012803121949247,,2.0,2.0,1.0,
02152100,1.0,1.0,1.4934702626760339,1.4360518920906844,0.0013482178991708,0.0019357240566843,0.0011029893933430332,0.0012132092442394,1.0,1.0,2.0,2.0
02177000,5.713378380010356,8.012087758322627,6.0,7.649241166955644,0.00077019970893472,0.00115854768316079,0.0009031263726938,0.0012431097578610515,3.0,3.0,1.0,5.0
02178400,10.999619153537814,14.40996236662195,16.544786031486932,18.053360395153682,0.0011141987310013866,0.001973035826041682,0.0018139390032488533,0.0019704670430663765,8.0,6.0,19.0,15.0
02193340,11.87891234529567,14.831756964625123,15.62399778881657,18.428056252864515,0.0013732572134792496,0.0025853895156184763,0.0026484179440196477,0.002591700813281389,8.0,7.0,29.0,14.0
02196000,1.2788108447090532,16.411979156075816,15.905881169039699,16.20455112544539,0.004809154588626633,0.003376692664692196,0.004927186744331975,0.004250252977796875,2.0,18.0,30.0,29.0
02198100,4.769647599467603,11.39895009905731,20.137018458977046,5.524479992821989,0.0014545176145889871,0.001876495256518547,0.0017689944208263081,0.001750879890111682,5.0,5.0,6.0,2.0
02202600,3.5904386398244483,6.80829911461151,17.735503633634156,19.0,0.0017320682695738602,0.0018170820566584581,0.0017398797976862336,0.0017919221534191,7.0,7.0,4.0,1.0
02212600,4.84879805353982,13.8735866618063,15.925752806982823,16.6338974947688,0.0012526483603732272,0.0022365763063196065,0.0022935884502935755,0.0022310782012408313,5.0,6.0,30.0,23.0
02215100,3.5418850760707317,8.505643467651234,17.600899716472203,17.94773824834433,0.0014586644245910341,0.0017351770200801527,0.00208655059744068,0.0019347413807709697,5.0,4.0,27.0,25.0
02216180,4.555180674566453,13.559982724920774,15.77508504696251,17.618671241558676,0.0013105907960754858,0.0019472860483285132,0.002152409683320119,0.002132829240664484,7.0,9.0,27.0,17.0
02221525,6.708090685475258,9.644090213134142,19.02611502873478,21.826551151131678,0.0015792776165541387,0.002581750415281855,0.0025750832182108723,0.002758255662911922,8.0,5.0,19.0,6.0
02231000,5.157198451948895,8.17882614026155,27.000000000000004,,0.001089943912230489,0.0019821164936280554,0.0013510394151197,,9.0,3.0,1.0,
02231342,9.362399048416531,5.532143237487572,15.333503273667501,15.063354637300877,0.0012826955705994984,0.0018444753599436148,0.0018202176475224144,0.0023521652076450078,18.0,4.0,26.0,30.0
02235200,8.258368551408017,5.3932434648795455,,9.227783569965222,0.0017057806966320165,0.002561977036404339,,0.0028693539217698764,19.0,6.0,,2.0
02245500,8.42156421415195,4.704110333274572,,,0.0017298609112374375,0.0029237938460527596,,,13.0,4.0,,
02246000,5.3728512948453595,1.260546157482607,,,0.0010794571079891626,0.0025328722327061,,,7.0,2.0,,
02296500,10.744214383259456,2.6192536079245636,16.030603047061867,13.442649847656854,0.0013309718075352715,0.0027206736824665384,0.00195594350990216,0.0024806770513982235,24.0,4.0,16.0,23.0
02297155,9.269338439994893,1.910553617661287,16.186159472177007,12.264396714085755,0.001481380288704491,0.00215387815283435,0.0018985126484824602,0.0023965435238749977,13.0,2.0,24.0,19.0
02297310,6.126847328446576,2.966569198701007,20.0,30.0,0.0011673851594172925,0.0019660244175240572,0.0016403604488385002,0.0018417743858461,9.0,4.0,1.0,1.0
02298123,11.707684408684797,6.2988297556146025,15.66742500374184,14.904256251543707,0.002087415709310759,0.0026512591107460902,0.0030699228442509353,0.0037017935112758573,27.0,8.0,30.0,30.0
02298608,7.119416857937033,1.0,10.690604048398562,11.918425646945646,0.0015118593629208546,0.0041407936389917,0.0019723448069206514,0.0024105591754400423,15.0,1.0,10.0,14.0
02299950,9.641756906027805,4.143469582099817,14.963823968344986,15.273108167266894,0.001023552127620094,0.0014904712422729727,0.0014114510335163314,0.0020182974973869594,21.0,4.0,30.0,30.0
02300700,10.628367737157058,1.7955410676617576,,,0.0010206960715910516,0.0022222779780405,,,18.0,2.0,,
02310947,11.171936906565298,8.146993024448289,14.397748752596385,14.723956414553708,0.0013110861737027134,0.002035735006469612,0.0019233295062438724,0.002291675146881297,25.0,10.0,15.0,19.0
02312200,12.000382394520635,5.945032166337314,12.833771473035691,8.193195018671346,0.001636200676011664,0.002505567410162143,0.002224995045164848,0.0025497949508456845,18.0,6.0,6.0,8.0
02314500,9.694898767469823,10.559664631410893,25.32958771830038,21.04606325128345,0.0013284219323180062,0.002020509202415326,0.001722594369083083,0.0020811909513157685,17.0,11.0,3.0,3.0
02315500,11.425001422221063,14.473438255623893,20.0130055537041,21.0,0.0013887746122541137,0.002061631442990612,0.0019029308813871282,0.0020641274991406,14.0,7.0,4.0,1.0
02324400,11.557687000580769,11.104214208322553,21.83633428048489,11.74926558203867,0.0014756539044879459,0.002527056700269039,0.0022170581159180972,0.002826014704237414,18.0,4.0,5.0,3.0
02327100,3.0167675829853358,1.7928812030152144,5.0,1.5065595752402516,0.0009086656006339803,0.0017510836880322712,0.0009275188498665,0.0010321068518411999,7.0,3.0,1.0,2.0
02342933,19.196444532683955,20.865405445631602,15.453490782534667,14.921940654265232,0.0004907015914913,0.0007374282511837348,0.0009068945516252368,0.0009285522999675335,6.0,7.0,29.0,26.0
