gauge_id,Source,Target,Bins,Lag,TE_obs,thr95,p_value,sig
01013500,PET,Q,5,26,0.0016813445120117954,0.001654938577577916,0.045,1
01013500,PET,Q,5,27,0.0020062736793775016,0.0016732347132575125,0.005,1
01013500,PET,Q,5,28,0.0018292175712638081,0.0016160263368284623,0.015,1
01013500,PET,Q,5,29,0.002212444091442778,0.0016925516306976276,0.0,1
01013500,PET,Q,5,30,0.0021388381417095648,0.0016913515586803982,0.0,1
01022500,PET,Q,5,1,0.004458670660062114,0.0027519867443596855,0.0,1
01022500,PET,Q,5,2,0.0030887937889712003,0.002702766877897139,0.015,1
01022500,PET,Q,5,3,0.00335594072506068,0.002795775531232028,0.0,1
01022500,PET,Q,5,4,0.0027195764106277,0.0029050908713734802,0.1,0
01022500,PET,Q,5,5,0.003648738169089505,0.002769446494023725,0.0,1
01022500,PET,Q,5,6,0.003408566537618507,0.002805649765434768,0.0,1
01022500,PET,Q,5,7,0.003466663960976335,0.002745645907473282,0.0,1
01022500,PET,Q,5,8,0.0033096494758196315,0.002801157927152728,0.0,1
01022500,PET,Q,5,9,0.004125527838120369,0.0027770295792471367,0.0,1
01022500,PET,Q,5,10,0.004277685800983866,0.0027878151695921974,0.0,1
01022500,PET,Q,5,11,0.0039005629738863012,0.0028690732389613084,0.0,1
01022500,PET,Q,5,12,0.003385279512902073,0.0028367059674572308,0.0,1
01022500,PET,Q,5,13,0.004021363087820862,0.0028364524850167153,0.0,1
01022500,PET,Q,5,14,0.0038524216588043947,0.002838750079371385,0.0,1
01022500,PET,Q,5,15,0.004093995570721376,0.0027115003675547197,0.0,1
01022500,PET,Q,5,16,0.003742995416836925,0.002735485074429236,0.0,1
01022500,PET,Q,5,17,0.0038248417447524496,0.002679280087817214,0.0,1
01022500,PET,Q,5,18,0.00424507893862297,0.002798372485115902,0.0,1
01022500,PET,Q,5,19,0.003977330310537763,0.002746728572372067,0.0,1
01022500,PET,Q,5,20,0.004226269915481973,0.0028921905947498884,0.0,1
01022500,PET,Q,5,21,0.004045120257027024,0.0028669252537847105,0.0,1
01022500,PET,Q,5,22,0.004098729979073346,0.0028575459823790227,0.0,1
01022500,PET,Q,5,23,0.0045744483816169135,0.002778736904372109,0.0,1
01022500,PET,Q,5,24,0.004084686936299486,0.0028967280926043217,0.0,1
01022500,PET,Q,5,25,0.004265882063147486,0.0027556772762192395,0.0,1
01022500,PET,Q,5,26,0.003861539949944759,0.0027032555155136473,0.0,1
01022500,PET,Q,5,27,0.004210327491410204,0.0027127445311735054,0.0,1
01022500,PET,Q,5,28,0.004118529052976272,0.0028098723181650405,0.0,1
01022500,PET,Q,5,29,0.004321027309361236,0.0027954178295060104,0.0,1
01022500,PET,Q,5,30,0.0041552105877696865,0.0028848554811244423,0.0,1
01030500,PET,Q,5,1,0.006698843166242807,0.002045186416906524,0.0,1
01030500,PET,Q,5,2,0.006289653215689084,0.001964292482080737,0.0,1
01030500,PET,Q,5,3,0.003991577427808646,0.0021365384625453344,0.0,1
01030500,PET,Q,5,4,0.0031836598668775196,0.001982959979938592,0.0,1
01030500,PET,Q,5,5,0.0020656397736223964,0.002048597370285287,0.05,1
01030500,PET,Q,5,6,0.0021252161970325423,0.0020255674741941395,0.02,1
01030500,PET,Q,5,7,0.0020433136112077976,0.0020047694988409854,0.045,1
01030500,PET,Q,5,8,0.00260989482375773,0.002065299433645461,0.005,1
01030500,PET,Q,5,9,0.002625273939890649,0.002140564228238323,0.0,1
01030500,PET,Q,5,10,0.0028938917551218912,0.0021364875979984206,0.0,1
01030500,PET,Q,5,11,0.0024993179529442244,0.0020172642129343056,0.005,1
01030500,PET,Q,5,12,0.0032196321235477,0.0020206373651671097,0.0,1
01030500,PET,Q,5,13,0.002552800047058712,0.0021105310150017096,0.005,1
01030500,PET,Q,5,14,0.003522035466768214,0.0020113115352246524,0.0,1
01030500,PET,Q,5,15,0.002812719706088429,0.0020487641405358688,0.0,1
01030500,PET,Q,5,16,0.0025162092194944696,0.002089332645287356,0.0,1
01030500,PET,Q,5,17,0.0029949740938584046,0.0021099696487029136,0.0,1
01030500,PET,Q,5,18,0.0032001867567004183,0.0020570571472144417,0.0,1
01030500,PET,Q,5,19,0.003279492908978443,0.0020729298031791354,0.0,1
01030500,PET,Q,5,20,0.003533110961963404,0.0020660897372141605,0.0,1
01030500,PET,Q,5,21,0.003092284712505222,0.001964332673102248,0.0,1
01030500,PET,Q,5,22,0.0030026029576022406,0.0019375125057423887,0.0,1
01030500,PET,Q,5,23,0.0032214545378147497,0.002073675083871557,0.0,1
01030500,PET,Q,5,24,0.002650514570580409,0.001956294675301928,0.005,1
01030500,PET,Q,5,25,0.002449540454950827,0.0020827469866911306,0.01,1
01030500,PET,Q,5,26,0.002949997084795375,0.0019852595989077286,0.0,1
01030500,PET,Q,5,27,0.002788674731324714,0.0020576626850924594,0.0,1
01030500,PET,Q,5,28,0.0029897913385735775,0.001992800842569697,0.0,1
01030500,PET,Q,5,29,0.003184875877239479,0.0020683735037686723,0.0,1
01030500,PET,Q,5,30,0.0032265349132974963,0.002030376682869628,0.0,1
01031500,PET,Q,5,1,0.0008816363358247342,0.0008320127104074673,0.04,1
01031500,PET,Q,5,2,0.00102571787151029,0.0008520890421492906,0.01,1
01031500,PET,Q,5,3,0.0006565901573538438,0.000846561562657812,0.285,0
01031500,PET,Q,5,4,0.0008687023383353448,0.0009039589217292555,0.06,0
01031500,PET,Q,5,5,0.0008924456660622804,0.000928087424856061,0.06,0
01031500,PET,Q,5,6,0.000829038177103357,0.0009233778466983352,0.095,0
01031500,PET,Q,5,7,0.0006628208992939255,0.0008574233863181623,0.21,0
01031500,PET,Q,5,8,0.0007789780522796524,0.0008750677269534629,0.085,0
01031500,PET,Q,5,9,0.0012749833466440125,0.0009584484144439104,0.0,1
01031500,PET,Q,5,10,0.0009138799580303628,0.0008927953588838086,0.04,1
01031500,PET,Q,5,11,0.001176485888862662,0.0008913839132961359,0.005,1
01031500,PET,Q,5,12,0.0008878120011744164,0.0008515031583413547,0.04,1
01031500,PET,Q,5,13,0.001420070341033669,0.0008630754753733591,0.0,1
01031500,PET,Q,5,14,0.0014429665358234728,0.0009099011385861139,0.0,1
01031500,PET,Q,5,15,0.0007062640953107019,0.0009311272374689639,0.23,0
01031500,PET,Q,5,16,0.0009957430624867036,0.0009367941844190595,0.03,1
01031500,PET,Q,5,17,0.0010310085491712362,0.0008827555380687026,0.01,1
01031500,PET,Q,5,18,0.0012920519020305082,0.000824846786308761,0.0,1
01031500,PET,Q,5,19,0.000980062231107054,0.0008744416443115516,0.03,1
01031500,PET,Q,5,20,0.0011533618680384314,0.000946001309867389,0.01,1
01031500,PET,Q,5,21,0.001084874656870849,0.000881296646004452,0.01,1
01031500,PET,Q,5,22,0.0010984563957247492,0.0008927105738956257,0.015,1
01031500,PET,Q,5,23,0.0009672081573551886,0.000859910371503682,0.015,1
01031500,PET,Q,5,24,0.0006465314031822711,0.0009031151065230113,0.24,0
01031500,PET,Q,5,25,0.0010170103873748462,0.0008998332836755604,0.02,1
01031500,PET,Q,5,26,0.000900772192955708,0.0008443083121656716,0.03,1
01031500,PET,Q,5,27,0.0008658671878504984,0.0009063579452606477,0.07,0
01031500,PET,Q,5,28,0.0008712820167106269,0.0008859654167384972,0.065,0
01031500,PET,Q,5,29,0.0007831272518686108,0.0008630938599845768,0.115,0
01031500,PET,Q,5,30,0.000545963977420641,0.0009048722165947068,0.475,0
01047000,PET,Q,5,1,0.0008768966211576898,0.0008158110125771095,0.03,1
01047000,PET,Q,5,2,0.0007627992650262594,0.0008850627825893099,0.125,0
01047000,PET,Q,5,3,0.0007954905189369171,0.0008286120407893421,0.08,0
01047000,PET,Q,5,4,0.0009855750319991766,0.0008827943632811541,0.02,1
01047000,PET,Q,5,5,0.0007963412402603037,0.0008229732900493918,0.075,0
01047000,PET,Q,5,6,0.0008428570509067604,0.0009581645875121323,0.105,0
01047000,PET,Q,5,7,0.0005286460862288164,0.000886546543572228,0.52,0
01047000,PET,Q,5,8,0.0009595723497465222,0.0008902730327943739,0.035,1
01047000,PET,Q,5,9,0.0015873754554589573,0.0009247722079448131,0.0,1
01047000,PET,Q,5,10,0.0013894985302160753,0.0008129823140419685,0.0,1
01047000,PET,Q,5,11,0.0008915932803932325,0.0008520622803128982,0.04,1
01047000,PET,Q,5,12,0.0012510593755888574,0.0008738992995285007,0.005,1
01047000,PET,Q,5,13,0.0012551081659725946,0.0009263496760724933,0.0,1
01047000,PET,Q,5,14,0.0008571831123649828,0.0008854118176206113,0.065,0
01047000,PET,Q,5,15,0.000679405752084819,0.0008963019058635474,0.3,0
01047000,PET,Q,5,16,0.0008572747558566046,0.0009193097882030959,0.115,0
01047000,PET,Q,5,17,0.0012322522615800247,0.0008583156841694639,0.0,1
01047000,PET,Q,5,18,0.0010242936724863191,0.0008194081959073726,0.005,1
01047000,PET,Q,5,19,0.000967300555283053,0.0008630934540169624,0.02,1
01047000,PET,Q,5,20,0.0011376188692597752,0.000813410860416773,0.01,1
01047000,PET,Q,5,21,0.0009219369798072682,0.0008368420617295979,0.025,1
01047000,PET,Q,5,22,0.0008359073717765578,0.0008934921213844103,0.1,0
01047000,PET,Q,5,23,0.0009888796714083298,0.0008497005624302913,0.01,1
01047000,PET,Q,5,24,0.0011720189029946898,0.0009042063794643637,0.01,1
01047000,PET,Q,5,25,0.0012554094383482317,0.000850249601854197,0.0,1
01047000,PET,Q,5,26,0.00076990273960649,0.000943832955010712,0.125,0
01047000,PET,Q,5,27,0.0009190854183600758,0.0008520499578833482,0.02,1
01047000,PET,Q,5,28,0.0007241369049873284,0.000933706869459741,0.185,0
01047000,PET,Q,5,29,0.0007298747294146729,0.0008645756023829973,0.14,0
01047000,PET,Q,5,30,0.0012355665599804583,0.0009280462986863928,0.0,1
01052500,PET,Q,5,1,0.005387078936718276,0.0022616562460487646,0.0,1
01052500,PET,Q,5,2,0.00369945617806533,0.002284356453775725,0.0,1
01052500,PET,Q,5,3,0.003984398860423538,0.0022323176391544,0.0,1
01052500,PET,Q,5,4,0.0025988328090012225,0.002188987251010288,0.0,1
01052500,PET,Q,5,5,0.0026505477714663384,0.0022986616561180557,0.0,1
01052500,PET,Q,5,6,0.004219775478835952,0.0022390059044848417,0.0,1
01052500,PET,Q,5,7,0.0033328378965932492,0.0022852660158466467,0.0,1
01052500,PET,Q,5,8,0.003650858805516133,0.00233932172779554,0.0,1
01052500,PET,Q,5,9,0.003393169128702661,0.0022063664596917777,0.0,1
01052500,PET,Q,5,10,0.0033895885723786157,0.002208359821801657,0.0,1
01052500,PET,Q,5,11,0.0031206395096995965,0.0022256421939045416,0.0,1
01052500,PET,Q,5,12,0.003342535948726272,0.002399311279638483,0.0,1
01052500,PET,Q,5,13,0.003294124260677933,0.002194188053638124,0.0,1
01052500,PET,Q,5,14,0.002615811315307165,0.002282253884206536,0.0,1
01052500,PET,Q,5,15,0.0028086078670243597,0.0022776311856790975,0.0,1
01052500,PET,Q,5,16,0.002749136485381193,0.002230727521894621,0.0,1
01052500,PET,Q,5,17,0.002724104134084082,0.0024809907011086817,0.01,1
01052500,PET,Q,5,18,0.0034699140580953525,0.002363617340020924,0.0,1
01052500,PET,Q,5,19,0.0021385392532055625,0.002272104055918128,0.095,0
01052500,PET,Q,5,20,0.0019104796241159738,0.0022432765089790306,0.235,0
01052500,PET,Q,5,21,0.0024131767133772908,0.002270672103378862,0.03,1
01052500,PET,Q,5,22,0.0023710347229027873,0.002344404742727525,0.045,1
01052500,PET,Q,5,23,0.002406119376913568,0.0022309131853431915,0.01,1
01052500,PET,Q,5,24,0.0026854368881527035,0.002293127111853016,0.0,1
01052500,PET,Q,5,25,0.0029028973105476863,0.0022316771671295347,0.0,1
01052500,PET,Q,5,26,0.0030086834841691334,0.0022546376640695865,0.0,1
01052500,PET,Q,5,27,0.002708430890020125,0.0022842881995570664,0.0,1
01052500,PET,Q,5,28,0.002884313802040156,0.002316536222049764,0.0,1
01052500,PET,Q,5,29,0.0026145992985461275,0.002218963423684821,0.01,1
01052500,PET,Q,5,30,0.0022955361029306787,0.0022835176048976624,0.05,1
01054200,PET,Q,5,1,0.0025448061037120773,0.002113534225891106,0.005,1
01054200,PET,Q,5,2,0.0013404410970864894,0.0020613215854109026,0.825,0
01054200,PET,Q,5,3,0.0018972242420863955,0.002142367822147747,0.185,0
01054200,PET,Q,5,4,0.0018197738991137663,0.002094935793796909,0.2,0
01054200,PET,Q,5,5,0.001741748111688049,0.002107927297255196,0.29,0
01054200,PET,Q,5,6,0.0013499057501680373,0.0020629588231401512,0.815,0
01054200,PET,Q,5,7,0.0015231283182375044,0.0020912729963599155,0.61,0
01054200,PET,Q,5,8,0.0019477670458682428,0.002106422049388723,0.13,0
01054200,PET,Q,5,9,0.001672900907719696,0.0020716564299081003,0.335,0
01054200,PET,Q,5,10,0.0011662180182834686,0.002192634069225194,0.955,0
01054200,PET,Q,5,11,0.0019004804275144505,0.0021351467405126166,0.185,0
01054200,PET,Q,5,12,0.002383751197115133,0.0020374672580313843,0.005,1
01054200,PET,Q,5,13,0.002368034154734508,0.002165494840430779,0.01,1
01054200,PET,Q,5,14,0.0020680723458986194,0.0020442998346971164,0.045,1
01054200,PET,Q,5,15,0.002292939035411695,0.002262788492505596,0.04,1
01054200,PET,Q,5,16,0.0022758747284951225,0.002136235906735414,0.02,1
01054200,PET,Q,5,17,0.002424652217566395,0.0020903887857496553,0.0,1
01054200,PET,Q,5,18,0.0025822373923752723,0.0021738363100535832,0.005,1
01054200,PET,Q,5,19,0.003099279280971423,0.002101782914108769,0.0,1
01054200,PET,Q,5,20,0.0031652877122076983,0.0022081589925114662,0.0,1
01054200,PET,Q,5,21,0.002257039099592739,0.0021206555151039473,0.02,1
01054200,PET,Q,5,22,0.0024665223548084453,0.002155973454928697,0.01,1
01054200,PET,Q,5,23,0.002898308903104427,0.0021286473577240505,0.0,1
01054200,PET,Q,5,24,0.002781583044725422,0.0021435033797602416,0.005,1
01054200,PET,Q,5,25,0.003405712826662896,0.0021442362302969862,0.0,1
01054200,PET,Q,5,26,0.0024303194407502837,0.0020747383480864048,0.01,1
01054200,PET,Q,5,27,0.0024548425122638134,0.002158326783265388,0.01,1
01054200,PET,Q,5,28,0.00236484598419974,0.0021557587998388087,0.02,1
01054200,PET,Q,5,29,0.0024541365497203205,0.002130731134268859,0.01,1
01054200,PET,Q,5,30,0.0028023720295671656,0.00221027771562583,0.0,1
01055000,PET,Q,5,1,0.0026565679065438386,0.001592176105769393,0.0,1
01055000,PET,Q,5,2,0.0014250420624952187,0.0016244050928181258,0.185,0
01055000,PET,Q,5,3,0.002176664411888296,0.0016148505605288936,0.0,1
01055000,PET,Q,5,4,0.0016622228220488505,0.0016434615679205198,0.05,1
01055000,PET,Q,5,5,0.0017992632839769623,0.0016307877058940995,0.025,1
01055000,PET,Q,5,6,0.0014813658111953037,0.0016192593527230375,0.1,0
01055000,PET,Q,5,7,0.0014305281059975167,0.001670175219208059,0.19,0
01055000,PET,Q,5,8,0.0025997912379306654,0.0016339415698954287,0.0,1
01055000,PET,Q,5,9,0.0019545196198220705,0.0016840310870329576,0.0,1
01055000,PET,Q,5,10,0.001415031452780019,0.001575515182881598,0.16,0
01055000,PET,Q,5,11,0.002352277942545583,0.0015931430715171169,0.0,1
01055000,PET,Q,5,12,0.002722518943407304,0.0017386587950387706,0.0,1
01055000,PET,Q,5,13,0.0022717250570092468,0.0016605811338579433,0.0,1
01055000,PET,Q,5,14,0.0016148331424715168,0.0017990284640746312,0.095,0
01055000,PET,Q,5,15,0.0016928942462838686,0.0016579537491743983,0.045,1
01055000,PET,Q,5,16,0.0015449152825365298,0.0016031162569157726,0.09,0
01055000,PET,Q,5,17,0.002102865535187848,0.001678746561759451,0.02,1
01055000,PET,Q,5,18,0.002094871519831218,0.0016421977462791949,0.0,1
01055000,PET,Q,5,19,0.002060072816718189,0.001700999239440215,0.0,1
01055000,PET,Q,5,20,0.0021448473469358603,0.0017150101277206638,0.0,1
01055000,PET,Q,5,21,0.0014649692321014873,0.001748610331839019,0.145,0
01055000,PET,Q,5,22,0.0025279678242295794,0.0015817280869776433,0.0,1
01055000,PET,Q,5,23,0.0018077137303440238,0.0016790144645033032,0.015,1
01055000,PET,Q,5,24,0.0014175433683812494,0.001647346068360414,0.2,0
01055000,PET,Q,5,25,0.0019553163312519967,0.0016183691777862147,0.0,1
01055000,PET,Q,5,26,0.0015698182970136365,0.0015987805339109425,0.08,0
01055000,PET,Q,5,27,0.0018239003224213152,0.0015908962262837305,0.01,1
01055000,PET,Q,5,28,0.0017176244699549092,0.0017093483580636782,0.04,1
01055000,PET,Q,5,29,0.001617283978374351,0.0016793778761269695,0.065,0
01055000,PET,Q,5,30,0.0019981095604469645,0.0016173977050195076,0.0,1
01057000,PET,Q,5,1,0.0013593515885414326,0.0010199966930251742,0.0,1
01057000,PET,Q,5,2,0.000907372545057919,0.0010368078052364808,0.12,0
01057000,PET,Q,5,3,0.000972226169120155,0.0009622312285562215,0.045,1
01057000,PET,Q,5,4,0.0010860185307986908,0.0010672484938729658,0.04,1
01057000,PET,Q,5,5,0.0009362828826919023,0.0010399832710229705,0.1,0
01057000,PET,Q,5,6,0.0008827860815278157,0.0009727025246068627,0.13,0
01057000,PET,Q,5,7,0.0008488420236859515,0.0009876007988447494,0.195,0
01057000,PET,Q,5,8,0.0011820997628181965,0.0010847389217423123,0.015,1
01057000,PET,Q,5,9,0.000653589615396126,0.0011120015956414071,0.5,0
01057000,PET,Q,5,10,0.0008645282174409366,0.000958776381063299,0.135,0
01057000,PET,Q,5,11,0.0009109762515791472,0.0010035796769171472,0.105,0
01057000,PET,Q,5,12,0.0009050675678278913,0.0010131224297627555,0.14,0
01057000,PET,Q,5,13,0.001100237141354224,0.0009862680089804093,0.01,1
01057000,PET,Q,5,14,0.0008596352443636518,0.0010489525064488108,0.14,0
01057000,PET,Q,5,15,0.0006053504337738547,0.00093718212319444,0.525,0
01057000,PET,Q,5,16,0.0007702160991852613,0.0010471023476199706,0.28,0
01057000,PET,Q,5,17,0.001011722346838391,0.001010029022267436,0.045,1
01057000,PET,Q,5,18,0.0009378752776964747,0.001038118675655251,0.115,0
01057000,PET,Q,5,19,0.0009176356652865897,0.0010260170203624768,0.09,0
01057000,PET,Q,5,20,0.0008789250963294054,0.001003221355745935,0.15,0
01057000,PET,Q,5,21,0.0009013368118534343,0.0010221020173025244,0.115,0
01057000,PET,Q,5,22,0.0010974525676703331,0.0010387635854630563,0.03,1
01057000,PET,Q,5,23,0.0011988126474028818,0.0010602890557224603,0.005,1
01057000,PET,Q,5,24,0.0006975781353708993,0.0010128403182685067,0.4,0
01057000,PET,Q,5,25,0.0008843953440422353,0.001106374885450969,0.15,0
01057000,PET,Q,5,26,0.0009433543951364448,0.001072682152310736,0.13,0
01057000,PET,Q,5,27,0.0009513988980912325,0.0010268722588875955,0.105,0
01057000,PET,Q,5,28,0.0008492387746154295,0.0009942639375062905,0.155,0
01057000,PET,Q,5,29,0.0007070638391001652,0.001022573904166147,0.37,0
01057000,PET,Q,5,30,0.0008283659139966468,0.0010489154347574517,0.185,0
01073000,PET,Q,5,1,0.002439784728870305,0.0019410551250196929,0.0,1
01073000,PET,Q,5,2,0.001336326560318804,0.0019027929972268744,0.74,0
01073000,PET,Q,5,3,0.001629782760689924,0.001966849860855736,0.33,0
01073000,PET,Q,5,4,0.0020861688334066833,0.0019330778320389257,0.01,1
01073000,PET,Q,5,5,0.002316557695479081,0.0020715456799922025,0.01,1
01073000,PET,Q,5,6,0.001672118265673414,0.0019340970942900684,0.245,0
01073000,PET,Q,5,7,0.0017896950373085876,0.0019561410735873105,0.12,0
01073000,PET,Q,5,8,0.0019670085005828314,0.001891212475314876,0.03,1
01073000,PET,Q,5,9,0.001878898258508635,0.0019970833056465855,0.115,0
01073000,PET,Q,5,10,0.0018960050727273303,0.0019492819594718704,0.08,0
01073000,PET,Q,5,11,0.0013842907717080757,0.002014752147052433,0.635,0
01073000,PET,Q,5,12,0.0015771357708753916,0.0019053713949205686,0.34,0
01073000,PET,Q,5,13,0.0020420388407055567,0.0018904680824162903,0.02,1
01073000,PET,Q,5,14,0.0015562690640504376,0.0019799422173304446,0.41,0
01073000,PET,Q,5,15,0.0016544653024095357,0.0019414919549184115,0.26,0
01073000,PET,Q,5,16,0.002178145386303794,0.0019894383090100325,0.005,1
01073000,PET,Q,5,17,0.0017348466830539658,0.0019210454526581756,0.14,0
01073000,PET,Q,5,18,0.0018258360257534523,0.0020249116763703667,0.165,0
01073000,PET,Q,5,19,0.0017892022471842836,0.0020094059268555547,0.12,0
01073000,PET,Q,5,20,0.0014223915401442994,0.002011318036314999,0.625,0
01073000,PET,Q,5,21,0.0016930162572954752,0.001869227816852846,0.175,0
01073000,PET,Q,5,22,0.0013174190661703403,0.001987469724387452,0.725,0
01073000,PET,Q,5,23,0.0018622727890845597,0.00191880450402441,0.085,0
01073000,PET,Q,5,24,0.0020225746301006237,0.0020230249005946978,0.055,0
01073000,PET,Q,5,25,0.0020229563030094225,0.0020263183235057942,0.055,0
01073000,PET,Q,5,26,0.0017825950948654537,0.001952473738149836,0.175,0
01073000,PET,Q,5,27,0.001850439475607403,0.002007241476287314,0.09,0
01073000,PET,Q,5,28,0.001828022916219356,0.0019742064471879035,0.135,0
01073000,PET,Q,5,29,0.0018720644817150633,0.00196091651929534,0.085,0
01073000,PET,Q,5,30,0.001585867128912101,0.0019387189539828175,0.38,0
01078000,PET,Q,5,1,0.0035151906475591743,0.0019926139431661327,0.0,1
01078000,PET,Q,5,2,0.0023999420073175237,0.0019594944036234684,0.0,1
01078000,PET,Q,5,3,0.002415655488856694,0.0019732816855795414,0.0,1
01078000,PET,Q,5,4,0.001964939045129205,0.0019791579852785138,0.06,0
01078000,PET,Q,5,5,0.0030040630883764463,0.001962406128544424,0.0,1
01078000,PET,Q,5,6,0.002150523012274058,0.00188239815192619,0.0,1
01078000,PET,Q,5,7,0.0022150283456744413,0.0019961532944288035,0.02,1
01078000,PET,Q,5,8,0.0017075119822314855,0.0019451208778881398,0.2,0
01078000,PET,Q,5,9,0.002257953708509397,0.0018892050128043957,0.005,1
01078000,PET,Q,5,10,0.0016646647074029242,0.0019464364825746154,0.255,0
01078000,PET,Q,5,11,0.001602640381291487,0.0019128880451495757,0.295,0
01078000,PET,Q,5,12,0.002483264653585976,0.0019203877739970411,0.0,1
01078000,PET,Q,5,13,0.0033977727366773514,0.0019278643685435469,0.0,1
01078000,PET,Q,5,14,0.002937429311046069,0.001973804657154637,0.0,1
01078000,PET,Q,5,15,0.002175194506604833,0.001952133486694285,0.0,1
01078000,PET,Q,5,16,0.002109453310359388,0.0019497067948054461,0.015,1
01078000,PET,Q,5,17,0.0023681018311774438,0.001992995856860424,0.0,1
01078000,PET,Q,5,18,0.002667546862805903,0.001995776708650798,0.0,1
01078000,PET,Q,5,19,0.002554959695627801,0.001953373460414753,0.0,1
01078000,PET,Q,5,20,0.0030290017063311636,0.0018957455218732485,0.0,1
01078000,PET,Q,5,21,0.0027611477081901092,0.0020146355595471537,0.0,1
01078000,PET,Q,5,22,0.0033617563817670004,0.0019104730843287662,0.0,1
01078000,PET,Q,5,23,0.002685992575953894,0.0019326846918617132,0.0,1
01078000,PET,Q,5,24,0.0026303341083418474,0.0020605718311561545,0.0,1
01078000,PET,Q,5,25,0.0034206393811611613,0.001972826199822231,0.0,1
01078000,PET,Q,5,26,0.0030334407214863968,0.002001432161095994,0.0,1
01078000,PET,Q,5,27,0.002890310869916507,0.0019807051202133216,0.0,1
01078000,PET,Q,5,28,0.002475753582976553,0.0019153488598555252,0.0,1
01078000,PET,Q,5,29,0.002760982517229754,0.0020092712953773237,0.0,1
01078000,PET,Q,5,30,0.002706849238330783,0.0019465600311546582,0.0,1
01118300,PET,Q,5,1,0.0012742734318890309,0.0014440869678385114,0.09,0
01118300,PET,Q,5,2,0.0012627251009592957,0.0013923473606899564,0.13,0
01118300,PET,Q,5,3,0.001131734824965036,0.0013272076474080006,0.23,0
01118300,PET,Q,5,4,0.0014121927774325208,0.001343504253444384,0.03,1
01118300,PET,Q,5,5,0.0010690690461054309,0.0013911549007504407,0.365,0
01118300,PET,Q,5,6,0.0007580274927694933,0.001421025166386371,0.85,0
01118300,PET,Q,5,7,0.0009228644155437407,0.0014570987423628235,0.64,0
01118300,PET,Q,5,8,0.0008400222876120689,0.0014233038843678501,0.74,0
01118300,PET,Q,5,9,0.0011236723327602352,0.0013264458811158462,0.31,0
01118300,PET,Q,5,10,0.0011973192667994528,0.001485297062632369,0.235,0
01118300,PET,Q,5,11,0.000988895628999259,0.0013874495147586485,0.43,0
01118300,PET,Q,5,12,0.0014061749611973817,0.0013711222419881932,0.04,1
01118300,PET,Q,5,13,0.0008720786465127722,0.0014525992493115952,0.7,0
01118300,PET,Q,5,14,0.0009198866085237123,0.0013996227535144174,0.675,0
01118300,PET,Q,5,15,0.001063355172272587,0.0014223351010362226,0.34,0
01118300,PET,Q,5,16,0.0011229551941848645,0.0013784009807819057,0.27,0
01118300,PET,Q,5,17,0.0010512195074508512,0.0013813392021649047,0.37,0
01118300,PET,Q,5,18,0.0008075114306902303,0.0013629928027675477,0.82,0
01118300,PET,Q,5,19,0.0010861428335237205,0.0013721806334703794,0.28,0
01118300,PET,Q,5,20,0.0010158629383937162,0.0014020075673750326,0.445,0
01118300,PET,Q,5,21,0.001095552651019599,0.0013792523651378454,0.32,0
01118300,PET,Q,5,22,0.0013453242705513124,0.0014358071072314684,0.08,0
01118300,PET,Q,5,23,0.0012690408081395196,0.0013547907819040457,0.105,0
01118300,PET,Q,5,24,0.0011913607009662042,0.001432715748893004,0.195,0
