gauge_id,Source,Target,Bins,Lag,TE_nats
01047000,PET,Q,5,17,0.0012322522615800247
01047000,PET,Q,5,18,0.0010242936724863191
01047000,PET,Q,5,19,0.000967300555283053
01047000,PET,Q,5,20,0.0011376188692597752
01047000,PET,Q,5,21,0.0009219369798072682
01047000,PET,Q,5,22,0.0008359073717765578
01047000,PET,Q,5,23,0.0009888796714083298
01047000,PET,Q,5,24,0.0011720189029946898
01047000,PET,Q,5,25,0.0012554094383482317
01047000,PET,Q,5,26,0.00076990273960649
01047000,PET,Q,5,27,0.0009190854183600758
01047000,PET,Q,5,28,0.0007241369049873284
01047000,PET,Q,5,29,0.0007298747294146729
01047000,PET,Q,5,30,0.0012355665599804583
01052500,PET,Q,5,1,0.005387078936718276
01052500,PET,Q,5,2,0.00369945617806533
01052500,PET,Q,5,3,0.003984398860423538
01052500,PET,Q,5,4,0.0025988328090012225
01052500,PET,Q,5,5,0.0026505477714663384
01052500,PET,Q,5,6,0.004219775478835952
01052500,PET,Q,5,7,0.0033328378965932492
01052500,PET,Q,5,8,0.003650858805516133
01052500,PET,Q,5,9,0.003393169128702661
01052500,PET,Q,5,10,0.0033895885723786157
01052500,PET,Q,5,11,0.0031206395096995965
01052500,PET,Q,5,12,0.003342535948726272
01052500,PET,Q,5,13,0.003294124260677933
01052500,PET,Q,5,14,0.002615811315307165
01052500,PET,Q,5,15,0.0028086078670243597
01052500,PET,Q,5,16,0.002749136485381193
01052500,PET,Q,5,17,0.002724104134084082
01052500,PET,Q,5,18,0.0034699140580953525
01052500,PET,Q,5,19,0.0021385392532055625
01052500,PET,Q,5,20,0.0019104796241159738
01052500,PET,Q,5,21,0.0024131767133772908
01052500,PET,Q,5,22,0.0023710347229027873
01052500,PET,Q,5,23,0.002406119376913568
01052500,PET,Q,5,24,0.0026854368881527035
01052500,PET,Q,5,25,0.0029028973105476863
01052500,PET,Q,5,26,0.0030086834841691334
01052500,PET,Q,5,27,0.002708430890020125
01052500,PET,Q,5,28,0.002884313802040156
01052500,PET,Q,5,29,0.0026145992985461275
01052500,PET,Q,5,30,0.0022955361029306787
01054200,PET,Q,5,1,0.0025448061037120773
01054200,PET,Q,5,2,0.0013404410970864894
01054200,PET,Q,5,3,0.0018972242420863955
01054200,PET,Q,5,4,0.0018197738991137663
01054200,PET,Q,5,5,0.001741748111688049
01054200,PET,Q,5,6,0.0013499057501680373
01054200,PET,Q,5,7,0.0015231283182375044
01054200,PET,Q,5,8,0.0019477670458682428
01054200,PET,Q,5,9,0.001672900907719696
01054200,PET,Q,5,10,0.0011662180182834686
01054200,PET,Q,5,11,0.0019004804275144505
01054200,PET,Q,5,12,0.002383751197115133
01054200,PET,Q,5,13,0.002368034154734508
01054200,PET,Q,5,14,0.0020680723458986194
01054200,PET,Q,5,15,0.002292939035411695
01054200,PET,Q,5,16,0.0022758747284951225
01054200,PET,Q,5,17,0.002424652217566395
01054200,PET,Q,5,18,0.0025822373923752723
01054200,PET,Q,5,19,0.003099279280971423
01054200,PET,Q,5,20,0.0031652877122076983
01054200,PET,Q,5,21,0.002257039099592739
01054200,PET,Q,5,22,0.0024665223548084453
01054200,PET,Q,5,23,0.002898308903104427
01054200,PET,Q,5,24,0.002781583044725422
01054200,PET,Q,5,25,0.003405712826662896
01054200,PET,Q,5,26,0.0024303194407502837
01054200,PET,Q,5,27,0.0024548425122638134
01054200,PET,Q,5,28,0.00236484598419974
01054200,PET,Q,5,29,0.0024541365497203205
01054200,PET,Q,5,30,0.0028023720295671656
01055000,PET,Q,5,1,0.0026565679065438386
01055000,PET,Q,5,2,0.0014250420624952187
01055000,PET,Q,5,3,0.002176664411888296
01055000,PET,Q,5,4,0.0016622228220488505
01055000,PET,Q,5,5,0.0017992632839769623
01055000,PET,Q,5,6,0.0014813658111953037
01055000,PET,Q,5,7,0.0014305281059975167
01055000,PET,Q,5,8,0.0025997912379306654
01055000,PET,Q,5,9,0.0019545196198220705
01055000,PET,Q,5,10,0.001415031452780019
01055000,PET,Q,5,11,0.002352277942545583
01055000,PET,Q,5,12,0.002722518943407304
01055000,PET,Q,5,13,0.0022717250570092468
01055000,PET,Q,5,14,0.0016148331424715168
01055000,PET,Q,5,15,0.0016928942462838686
01055000,PET,Q,5,16,0.0015449152825365298
01055000,PET,Q,5,17,0.002102865535187848
01055000,PET,Q,5,18,0.002094871519831218
01055000,PET,Q,5,19,0.002060072816718189
01055000,PET,Q,5,20,0.0021448473469358603
01055000,PET,Q,5,21,0.0014649692321014873
01055000,PET,Q,5,22,0.0025279678242295794
01055000,PET,Q,5,23,0.0018077137303440238
01055000,PET,Q,5,24,0.0014175433683812494
01055000,PET,Q,5,25,0.0019553163312519967
01055000,PET,Q,5,26,0.0015698182970136365
01055000,PET,Q,5,27,0.0018239003224213152
01055000,PET,Q,5,28,0.0017176244699549092
01055000,PET,Q,5,29,0.001617283978374351
01055000,PET,Q,5,30,0.0019981095604469645
01057000,PET,Q,5,1,0.0013593515885414326
01057000,PET,Q,5,2,0.000907372545057919
01057000,PET,Q,5,3,0.000972226169120155
01057000,PET,Q,5,4,0.0010860185307986908
01057000,PET,Q,5,5,0.0009362828826919023
01057000,PET,Q,5,6,0.0008827860815278157
01057000,PET,Q,5,7,0.0008488420236859515
01057000,PET,Q,5,8,0.0011820997628181965
01057000,PET,Q,5,9,0.000653589615396126
01057000,PET,Q,5,10,0.0008645282174409366
01057000,PET,Q,5,11,0.0009109762515791472
01057000,PET,Q,5,12,0.0009050675678278913
01057000,PET,Q,5,13,0.001100237141354224
01057000,PET,Q,5,14,0.0008596352443636518
01057000,PET,Q,5,15,0.0006053504337738547
01057000,PET,Q,5,16,0.0007702160991852613
01057000,PET,Q,5,17,0.001011722346838391
01057000,PET,Q,5,18,0.0009378752776964747
01057000,PET,Q,5,19,0.0009176356652865897
01057000,PET,Q,5,20,0.0008789250963294054
01057000,PET,Q,5,21,0.0009013368118534343
01057000,PET,Q,5,22,0.0010974525676703331
01057000,PET,Q,5,23,0.0011988126474028818
01057000,PET,Q,5,24,0.0006975781353708993
01057000,PET,Q,5,25,0.0008843953440422353
01057000,PET,Q,5,26,0.0009433543951364448
01057000,PET,Q,5,27,0.0009513988980912325
01057000,PET,Q,5,28,0.0008492387746154295
01057000,PET,Q,5,29,0.0007070638391001652
01057000,PET,Q,5,30,0.0008283659139966468
01073000,PET,Q,5,1,0.002439784728870305
01073000,PET,Q,5,2,0.001336326560318804
01073000,PET,Q,5,3,0.001629782760689924
01073000,PET,Q,5,4,0.0020861688334066833
01073000,PET,Q,5,5,0.002316557695479081
01073000,PET,Q,5,6,0.001672118265673414
01073000,PET,Q,5,7,0.0017896950373085876
01073000,PET,Q,5,8,0.0019670085005828314
01073000,PET,Q,5,9,0.001878898258508635
01073000,PET,Q,5,10,0.0018960050727273303
01073000,PET,Q,5,11,0.0013842907717080757
01073000,PET,Q,5,12,0.0015771357708753916
01073000,PET,Q,5,13,0.0020420388407055567
01073000,PET,Q,5,14,0.0015562690640504376
01073000,PET,Q,5,15,0.0016544653024095357
01073000,PET,Q,5,16,0.002178145386303794
01073000,PET,Q,5,17,0.0017348466830539658
01073000,PET,Q,5,18,0.0018258360257534523
01073000,PET,Q,5,19,0.0017892022471842836
01073000,PET,Q,5,20,0.0014223915401442994
01073000,PET,Q,5,21,0.0016930162572954752
01073000,PET,Q,5,22,0.0013174190661703403
01073000,PET,Q,5,23,0.0018622727890845597
01073000,PET,Q,5,24,0.0020225746301006237
01073000,PET,Q,5,25,0.0020229563030094225
01073000,PET,Q,5,26,0.0017825950948654537
01073000,PET,Q,5,27,0.001850439475607403
01073000,PET,Q,5,28,0.001828022916219356
01073000,PET,Q,5,29,0.0018720644817150633
01073000,PET,Q,5,30,0.001585867128912101
01078000,PET,Q,5,1,0.0035151906475591743
01078000,PET,Q,5,2,0.0023999420073175237
01078000,PET,Q,5,3,0.002415655488856694
01078000,PET,Q,5,4,0.001964939045129205
01078000,PET,Q,5,5,0.0030040630883764463
01078000,PET,Q,5,6,0.002150523012274058
01078000,PET,Q,5,7,0.0022150283456744413
01078000,PET,Q,5,8,0.0017075119822314855
01078000,PET,Q,5,9,0.002257953708509397
01078000,PET,Q,5,10,0.0016646647074029242
01078000,PET,Q,5,11,0.001602640381291487
01078000,PET,Q,5,12,0.002483264653585976
01078000,PET,Q,5,13,0.0033977727366773514
01078000,PET,Q,5,14,0.002937429311046069
01078000,PET,Q,5,15,0.002175194506604833
01078000,PET,Q,5,16,0.002109453310359388
01078000,PET,Q,5,17,0.0023681018311774438
01078000,PET,Q,5,18,0.002667546862805903
01078000,PET,Q,5,19,0.002554959695627801
01078000,PET,Q,5,20,0.0030290017063311636
01078000,PET,Q,5,21,0.0027611477081901092
01078000,PET,Q,5,22,0.0033617563817670004
01078000,PET,Q,5,23,0.002685992575953894
01078000,PET,Q,5,24,0.0026303341083418474
01078000,PET,Q,5,25,0.0034206393811611613
01078000,PET,Q,5,26,0.0030334407214863968
01078000,PET,Q,5,27,0.002890310869916507
01078000,PET,Q,5,28,0.002475753582976553
01078000,PET,Q,5,29,0.002760982517229754
01078000,PET,Q,5,30,0.002706849238330783
01118300,PET,Q,5,1,0.0012742734318890309
01118300,PET,Q,5,2,0.0012627251009592957
01118300,PET,Q,5,3,0.001131734824965036
01118300,PET,Q,5,4,0.0014121927774325208
01118300,PET,Q,5,5,0.0010690690461054309
01118300,PET,Q,5,6,0.0007580274927694933
01118300,PET,Q,5,7,0.0009228644155437407
01118300,PET,Q,5,8,0.0008400222876120689
01118300,PET,Q,5,9,0.0011236723327602352
01118300,PET,Q,5,10,0.0011973192667994528
01118300,PET,Q,5,11,0.000988895628999259
01118300,PET,Q,5,12,0.0014061749611973817
01118300,PET,Q,5,13,0.0008720786465127722
01118300,PET,Q,5,14,0.0009198866085237123
01118300,PET,Q,5,15,0.001063355172272587
01118300,PET,Q,5,16,0.0011229551941848645
01118300,PET,Q,5,17,0.0010512195074508512
01118300,PET,Q,5,18,0.0008075114306902303
01118300,PET,Q,5,19,0.0010861428335237205
01118300,PET,Q,5,20,0.0010158629383937162
01118300,PET,Q,5,21,0.001095552651019599
01118300,PET,Q,5,22,0.0013453242705513124
01118300,PET,Q,5,23,0.0012690408081395196
01118300,PET,Q,5,24,0.0011913607009662042
01118300,PET,Q,5,25,0.0013629200251232057
01118300,PET,Q,5,26,0.0012274652982377232
01118300,PET,Q,5,27,0.0009931017639413578
01118300,PET,Q,5,28,0.0011717569654345061
01118300,PET,Q,5,29,0.0011275918311522415
01118300,PET,Q,5,30,0.0012361129890067282
01121000,PET,Q,5,1,0.0016561986392017586
01121000,PET,Q,5,2,0.001986857468790487
01121000,PET,Q,5,3,0.0022834264877539465
01121000,PET,Q,5,4,0.0017544298612237191
01121000,PET,Q,5,5,0.0017053458814030656
01121000,PET,Q,5,6,0.002135747141537317
01121000,PET,Q,5,7,0.0020248089184019963
01121000,PET,Q,5,8,0.0022369181942310384
01121000,PET,Q,5,9,0.0021191612735107085
01121000,PET,Q,5,10,0.0014534475959589246
01121000,PET,Q,5,11,0.0017991326128832946
01121000,PET,Q,5,12,0.0016904423199678165
01121000,PET,Q,5,13,0.0017656372238766052
01121000,PET,Q,5,14,0.001720165097042807
01121000,PET,Q,5,15,0.001781165236989346
01121000,PET,Q,5,16,0.0019102161605929965
01121000,PET,Q,5,17,0.001655862684217413
01121000,PET,Q,5,18,0.0016415132003075664
01121000,PET,Q,5,19,0.0020077075042169157
01121000,PET,Q,5,20,0.0020407311530265815
01121000,PET,Q,5,21,0.00250174053797296
01121000,PET,Q,5,22,0.0020120129451390995
01121000,PET,Q,5,23,0.0020795067565626615
01121000,PET,Q,5,24,0.0019141998850882788
01121000,PET,Q,5,25,0.0018059201921591175
01121000,PET,Q,5,26,0.001960205844071
01121000,PET,Q,5,27,0.0019401519828722846
01121000,PET,Q,5,28,0.001972149568411498
01121000,PET,Q,5,29,0.0018205766300784382
01121000,PET,Q,5,30,0.002179171906477338
01123000,PET,Q,5,1,0.002622360158670345
01123000,PET,Q,5,2,0.002538534276349369
01123000,PET,Q,5,3,0.002692360986189253
01123000,PET,Q,5,4,0.0018423608588787749
01123000,PET,Q,5,5,0.0016836418499931102
01123000,PET,Q,5,6,0.0011667636852227686
01123000,PET,Q,5,7,0.001266416710652328
01123000,PET,Q,5,8,0.0015149354461566622
01123000,PET,Q,5,9,0.0018149565995855127
01123000,PET,Q,5,10,0.0018216146540135647
01123000,PET,Q,5,11,0.0021880358418601698
01123000,PET,Q,5,12,0.0015546871639572635
01123000,PET,Q,5,13,0.0015938644456555198
01123000,PET,Q,5,14,0.0013624957966225856
01123000,PET,Q,5,15,0.001482892703486012
01123000,PET,Q,5,16,0.001644714744951932
01123000,PET,Q,5,17,0.0016417511523623973
01123000,PET,Q,5,18,0.0013391101053695093
01123000,PET,Q,5,19,0.001423777126305259
01123000,PET,Q,5,20,0.0016788527380814794
01123000,PET,Q,5,21,0.0014467295192575683
01123000,PET,Q,5,22,0.0019916130145908317
01123000,PET,Q,5,23,0.0018410087750251602
01123000,PET,Q,5,24,0.00219721489851718
01123000,PET,Q,5,25,0.0019355738513957693
01123000,PET,Q,5,26,0.0018830469499093588
01123000,PET,Q,5,27,0.0022193539117323496
01123000,PET,Q,5,28,0.0020833045065949685
01123000,PET,Q,5,29,0.0017362165269790772
01123000,PET,Q,5,30,0.0019367233658505456
01134500,PET,Q,5,1,0.003637156235578004
01134500,PET,Q,5,2,0.0027782420024624888
01134500,PET,Q,5,3,0.0029293554412990475
01134500,PET,Q,5,4,0.002712005975853221
01134500,PET,Q,5,5,0.0034442116675300616
01134500,PET,Q,5,6,0.0031502307168639193
01134500,PET,Q,5,7,0.0028861979249477643
01134500,PET,Q,5,8,0.0024635994800281252
01134500,PET,Q,5,9,0.0017788202937092656
01134500,PET,Q,5,10,0.002929664026733586
01134500,PET,Q,5,11,0.002792859163500569
01134500,PET,Q,5,12,0.0036619525743624703
01134500,PET,Q,5,13,0.003223943882800187
01134500,PET,Q,5,14,0.0022090855245475993
01134500,PET,Q,5,15,0.002646571885526694
01134500,PET,Q,5,16,0.00283714046484064
01134500,PET,Q,5,17,0.0032190860545299738
01134500,PET,Q,5,18,0.002714168657475438
01134500,PET,Q,5,19,0.002278805526963079
01134500,PET,Q,5,20,0.0019605862791770845
01134500,PET,Q,5,21,0.002910361256569155
01134500,PET,Q,5,22,0.0026680619545241813
01134500,PET,Q,5,23,0.003146345327220079
01134500,PET,Q,5,24,0.002330210461960844
01134500,PET,Q,5,25,0.0022824787288887177
01134500,PET,Q,5,26,0.0027582818337359705
01134500,PET,Q,5,27,0.0027168056398912815
01134500,PET,Q,5,28,0.002124423090348368
01134500,PET,Q,5,29,0.002117139359029477
01134500,PET,Q,5,30,0.0022498792270277818
01137500,PET,Q,5,1,0.003308800307746995
01137500,PET,Q,5,2,0.0031695308681721768
01137500,PET,Q,5,3,0.0025446614602051
01137500,PET,Q,5,4,0.0023475275318196043
01137500,PET,Q,5,5,0.0029974860295372274
01137500,PET,Q,5,6,0.0023722497359806305
01137500,PET,Q,5,7,0.002722701222009627
01137500,PET,Q,5,8,0.0027986710766116363
01137500,PET,Q,5,9,0.0025849599567408232
01137500,PET,Q,5,10,0.0021005653011683667
01137500,PET,Q,5,11,0.00253185593736982
01137500,PET,Q,5,12,0.0025988743197031816
01137500,PET,Q,5,13,0.002526519114642106
01137500,PET,Q,5,14,0.0020794836298428654
01137500,PET,Q,5,15,0.002574234900933864
01137500,PET,Q,5,16,0.0022209544355538124
01137500,PET,Q,5,17,0.0024882214399101488
01137500,PET,Q,5,18,0.0028566591945662634
01137500,PET,Q,5,19,0.0027791832124189064
01137500,PET,Q,5,20,0.0032873253287416804
01137500,PET,Q,5,21,0.0025115010060218212
01137500,PET,Q,5,22,0.002919583087339167
01137500,PET,Q,5,23,0.0025373809425094374
01137500,PET,Q,5,24,0.0026100326345919744
01137500,PET,Q,5,25,0.0035182160539132257
01137500,PET,Q,5,26,0.00295965277193308
01137500,PET,Q,5,27,0.0032336473694296874
01137500,PET,Q,5,28,0.0028796664891358736
01137500,PET,Q,5,29,0.0023495592827378065
01137500,PET,Q,5,30,0.0026429889057572598
01139000,PET,Q,5,1,0.0065039267460998695
01139000,PET,Q,5,2,0.005459164547004347
01139000,PET,Q,5,3,0.005996832856276835
01139000,PET,Q,5,4,0.005491859800525495
01139000,PET,Q,5,5,0.005497452006308801
01139000,PET,Q,5,6,0.005234499989097946
01139000,PET,Q,5,7,0.0048900391427165735
01139000,PET,Q,5,8,0.005369432622508857
01139000,PET,Q,5,9,0.005309264700481486
01139000,PET,Q,5,10,0.0052411337981845
01139000,PET,Q,5,11,0.004707549768249331
01139000,PET,Q,5,12,0.004770134690860628
01139000,PET,Q,5,13,0.005655296999691972
01139000,PET,Q,5,14,0.004990967822080777
01139000,PET,Q,5,15,0.004872731753510218
01139000,PET,Q,5,16,0.004617227973737592
01139000,PET,Q,5,17,0.004935499253431563
01139000,PET,Q,5,18,0.005167035672728415
01139000,PET,Q,5,19,0.005683350700176448
01139000,PET,Q,5,20,0.004409199563705141
01139000,PET,Q,5,21,0.004800637520317758
01139000,PET,Q,5,22,0.0052425355614175995
01139000,PET,Q,5,23,0.005227369900263429
01139000,PET,Q,5,24,0.005177976680958207
01139000,PET,Q,5,25,0.0051294581922347315
01139000,PET,Q,5,26,0.004691993161386715
01139000,PET,Q,5,27,0.004220011620088532
01139000,PET,Q,5,28,0.004672518736975079
01139000,PET,Q,5,29,0.0050800097621380436
01139000,PET,Q,5,30,0.00480999395751433
01139800,PET,Q,5,1,0.005584174884832066
01139800,PET,Q,5,2,0.005480804267315287
01139800,PET,Q,5,3,0.005123904358136783
01139800,PET,Q,5,4,0.0057626445966484086
01139800,PET,Q,5,5,0.004554546088970712
01139800,PET,Q,5,6,0.005471102156859309
01139800,PET,Q,5,7,0.004392208853856411
01139800,PET,Q,5,8,0.004841078115761732
01139800,PET,Q,5,9,0.005214938800854135
01139800,PET,Q,5,10,0.004705184180769234
01139800,PET,Q,5,11,0.005828322886026388
01139800,PET,Q,5,12,0.00695544333691564
01139800,PET,Q,5,13,0.004538871904560204
01139800,PET,Q,5,14,0.004759391850220923
01139800,PET,Q,5,15,0.004410090859354454
01139800,PET,Q,5,16,0.0052495051678522475
01139800,PET,Q,5,17,0.005074493384604084
01139800,PET,Q,5,18,0.00582734205389443
01139800,PET,Q,5,19,0.004588487315613621
01139800,PET,Q,5,20,0.005556936864311163
01139800,PET,Q,5,21,0.004571863646509716
01139800,PET,Q,5,22,0.0038170507826688904
01139800,PET,Q,5,23,0.0035898401973172844
01139800,PET,Q,5,24,0.0036650924379766914
01139800,PET,Q,5,25,0.004426485962447629
01139800,PET,Q,5,26,0.004003589093311499
01139800,PET,Q,5,27,0.00407286754885583
01139800,PET,Q,5,28,0.005037238925579279
01139800,PET,Q,5,29,0.005047340665233296
01139800,PET,Q,5,30,0.004656304511541004
01142500,PET,Q,5,1,0.0033785821042687098
01142500,PET,Q,5,2,0.0035259858904278796
01142500,PET,Q,5,3,0.0025449797509360245
01142500,PET,Q,5,4,0.0028259436444113134
01142500,PET,Q,5,5,0.0028310885096465843
01142500,PET,Q,5,6,0.0023704373943220086
01142500,PET,Q,5,7,0.003019602562934931
01142500,PET,Q,5,8,0.0020815800886545555
01142500,PET,Q,5,9,0.0022694496705499417
01142500,PET,Q,5,10,0.0023190269751939135
01142500,PET,Q,5,11,0.002083375793005632
01142500,PET,Q,5,12,0.003171155349552618
01142500,PET,Q,5,13,0.002392180645856043
01142500,PET,Q,5,14,0.0020142011282888728
01142500,PET,Q,5,15,0.00192114336013266
01142500,PET,Q,5,16,0.00198058237801918
01142500,PET,Q,5,17,0.0020409215226389193
01142500,PET,Q,5,18,0.0013566143012241627
01142500,PET,Q,5,19,0.002549104407203226
01142500,PET,Q,5,20,0.0025695793311075604
01142500,PET,Q,5,21,0.002156839168760638
01142500,PET,Q,5,22,0.0017995022842593883
01142500,PET,Q,5,23,0.0017598296997954205
01142500,PET,Q,5,24,0.0021347338431853824
01142500,PET,Q,5,25,0.0019132065855205355
01142500,PET,Q,5,26,0.0017879015212317467
01142500,PET,Q,5,27,0.00197843861612694
01142500,PET,Q,5,28,0.001981756289702638
01142500,PET,Q,5,29,0.0016311713980604048
01142500,PET,Q,5,30,0.0018514376496801543
01144000,PET,Q,5,1,0.003323312888448282
01144000,PET,Q,5,2,0.0032453109322421597
01144000,PET,Q,5,3,0.003210466584736768
01144000,PET,Q,5,4,0.0021731074565080194
01144000,PET,Q,5,5,0.002771639368447529
01144000,PET,Q,5,6,0.003058456010538488
01144000,PET,Q,5,7,0.0029515605545389206
01144000,PET,Q,5,8,0.002187136581337734
01144000,PET,Q,5,9,0.002394798317890426
01144000,PET,Q,5,10,0.0025715032242834973
01144000,PET,Q,5,11,0.003006041770792528
01144000,PET,Q,5,12,0.003056893157370788
01144000,PET,Q,5,13,0.0032473284312459494
01144000,PET,Q,5,14,0.002888745199107229
01144000,PET,Q,5,15,0.002352167178801448
01144000,PET,Q,5,16,0.0018271178458963283
01144000,PET,Q,5,17,0.0030033073815738526
01144000,PET,Q,5,18,0.002667943838925546
01144000,PET,Q,5,19,0.0026915157288323055
01144000,PET,Q,5,20,0.0029588282712365993
01144000,PET,Q,5,21,0.0030858549086698606
